ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
6753.T,SHARP CORP,JP,665.5,15.14,11.96,1.29,5288240,4108035,-0.91,5日急騰 +12.0% / 単日急騰 +15.1% / 新高値圏,3,2026-06-24 23:02,False
AFRM,"Affirm Holdings, Inc.",US,77.66000366210938,8.12,3.98,0.95,4536484,4788671,0.0,単日急騰 +8.1% / 新高値圏,2,2026-06-24 23:02,True
INTC,Intel Corporation,US,131.64999389648438,-0.48,12.47,1.06,142216509,134621192,-6.59,5日急騰 +12.5%,1,2026-06-24 23:02,True
SMCI,"Super Micro Computer, Inc.",US,32.45000076293945,-2.61,11.05,0.94,72167159,76460039,-35.32,5日急騰 +11.1%,1,2026-06-24 23:02,True
NVO,Novo Nordisk A/S,US,47.40999984741211,-0.02,8.86,1.01,13743551,13564737,-0.02,新高値圏,1,2026-06-24 23:02,True
6098.T,RECRUIT HOLDINGS CO LTD,JP,11225.0,0.99,6.7,0.75,4120220,5477405,-1.36,新高値圏,1,2026-06-24 23:02,True
2413.T,M3 INC,JP,1710.0,0.0,6.54,0.8,5177440,6449935,0.0,新高値圏,1,2026-06-24 23:02,True
6752.T,PANASONIC HOLDINGS CORP,JP,4454.0,5.3,6.05,1.14,16262200,14281425,0.0,新高値圏,1,2026-06-24 23:02,False
ABBV,AbbVie Inc.,US,234.88999938964844,0.06,5.58,1.33,7962814,5993193,0.0,新高値圏,1,2026-06-24 23:02,True
VRTX,Vertex Pharmaceuticals Incorpor,US,475.20001220703125,1.45,4.86,1.29,1851464,1432156,0.0,新高値圏,1,2026-06-24 23:02,False
JNJ,Johnson & Johnson,US,241.0,0.8,2.47,1.25,10579945,8446341,-0.84,新高値圏,1,2026-06-24 23:02,False
ABNB,"Airbnb, Inc.",US,144.39999389648438,4.0,2.27,1.15,4509970,3920152,0.0,新高値圏,1,2026-06-24 23:02,True
XYZ,"Block, Inc.",US,75.68000030517578,4.57,1.34,1.01,6182989,6096952,-0.55,新高値圏,1,2026-06-24 23:02,True
AMGN,Amgen Inc.,US,351.42999267578125,1.27,1.03,1.21,3762339,3120114,-1.06,新高値圏,1,2026-06-24 23:02,False
EA,Electronic Arts Inc.,US,204.52000427246094,0.49,0.74,1.45,3208045,2209686,0.0,新高値圏,1,2026-06-24 23:02,True
V,Visa Inc.,US,332.2300109863281,1.14,-0.27,1.29,11168601,8629735,-0.58,新高値圏,1,2026-06-24 23:02,True
UNH,UnitedHealth Group Incorporated,US,405.79998779296875,-0.84,-0.45,1.04,7405172,7144783,-1.27,新高値圏,1,2026-06-24 23:02,False
