ticker,name,sector,market,price,change_pct,volume,vol_avg_20d,vol_ratio,vol_5d,high_52w,low_52w,pos_52w_pct,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position,cross_signal,pe_ratio,peg_ratio,market_cap,revenue_growth_pct,dividend_yield_pct,target_price,upside_pct,fetch_time,price_5y_ago,price_3y_ago,price_1y_ago,change_5y_pct,change_3y_pct,change_1y_pct,high_1y,high_1y_date,low_1y,low_1y_date
NVDA,NVIDIA,半導体/AI,US,200.04,-4.13,152123958,170758362,0.89,"125694100,128363500,241272000,122041400,152123958",235.47,131.11,66.1,210.4,209.85,190.02,34.8,-1.6215,-0.5152,-1.1063,223.42,197.38,10.2,なし,30.63,0.64,4845168754688.0,85.2,48.0,298.9322,49.4,2026-06-23T23:07:44.504352,19.14,42.13,143.98,945.2,374.9,38.9,236.26,2026-05-14,145.31,2025-06-24
AMD,AMD,半導体/AI,US,519.85,-5.76,27057184,31495324,0.86,"28411700,27085300,43805600,25983200,27057184",551.63,110.31,92.8,509.58,422.84,264.89,49.8,28.9093,31.4258,-2.5166,561.8,457.35,59.8,なし,174.45,1.33,847667658752.0,37.8,,487.89584,-6.1,2026-06-23T23:07:44.775657,86.1,110.01,129.58,503.8,372.5,301.2,562.99,2026-06-22,132.93,2025-06-24
AVGO,Broadcom,半導体/AI,US,380.15,-3.06,28723565,36512358,0.79,"31573700,40005500,45076100,26403700,28723565",480.81,226.52,60.4,410.33,411.96,359.43,29.2,-7.4112,-4.5016,-2.9096,476.87,343.79,27.3,デッドクロス,63.36,0.71,1808594108416.0,47.9,66.0,523.84,37.8,2026-06-23T23:07:45.138517,42.79,79.3,251.92,788.3,379.4,50.9,494.22,2026-06-03,256.89,2025-06-24
MRVL,Marvell Technology,半導体,US,279.04,-9.36,44861019,73402835,0.61,"59201300,50607300,250989400,49225100,44861019",316.43,59.95,85.4,267.59,204.71,115.3,48.0,28.361,29.9885,-1.6275,346.33,188.85,57.3,なし,95.56,1.74,244104200192.0,27.6,8.0,241.79436,-13.3,2026-06-23T23:07:45.434709,55.06,57.24,70.59,406.8,387.5,295.3,329.88,2026-06-18,61.32,2025-09-04
LRCX,Lam Research,半導体製造装置,US,371.33,-9.33,15758700,11925855,1.32,"12054900,10900800,22686600,14638600,15758700",409.54,80.15,88.4,345.7,303.14,212.62,57.6,25.3426,22.1374,3.2052,406.59,284.81,71.0,なし,70.33,2.38,464374530048.0,23.8,25.0,340.58066,-8.3,2026-06-23T23:07:45.722581,60.28,59.26,91.11,516.0,526.6,307.6,409.75,2026-06-22,90.44,2025-07-31
KLAC,KLA Corporation,半導体検査装置,US,244.49,-9.17,18037842,13484342,1.34,"14048600,13213500,26167300,11719800,18037842",269.16,75.2,87.3,221.93,196.96,145.83,61.9,18.4095,15.5415,2.868,273.23,170.62,72.0,なし,69.26,2.78,319371214848.0,11.5,34.0,204.39285,-16.4,2026-06-23T23:07:46.057855,30.03,44.55,85.08,714.2,448.8,187.4,269.9,2026-06-22,82.87,2025-09-03
AMAT,Applied Materials,半導体製造装置,US,585.88,-8.48,12008490,9922549,1.21,"10906100,11045500,16781200,10737300,12008490",640.18,155.56,88.8,520.25,453.96,321.75,64.0,47.313,38.8062,8.5067,645.36,395.14,76.2,なし,55.12,2.13,465164959744.0,11.4,33.0,532.34283,-9.1,2026-06-23T23:07:46.343815,132.56,132.77,170.71,342.0,341.3,243.2,641.18,2026-06-22,153.78,2025-09-03
CDNS,Cadence Design,半導体EDA,US,379.06,-2.57,1887815,2742470,0.69,"1650700,2381900,7091800,3015600,1887815",416.39,265.66,75.2,389.87,358.14,326.68,32.9,7.8333,11.1981,-3.3648,416.37,363.38,29.6,なし,88.57,3.69,104550809600.0,18.7,,388.7796,2.6,2026-06-23T23:07:46.612716,135.02,225.32,293.56,180.7,68.2,29.1,416.69,2026-06-02,262.75,2026-02-03
SNPS,Synopsys,半導体EDA,US,461.5,-0.66,2157114,2284360,0.94,"1734700,1924900,3227800,2839900,2157114",645.35,380.47,30.6,476.51,481.84,458.13,28.7,-8.5448,-6.6219,-1.9229,526.0,427.03,34.8,なし,105.61,2.95,88367710208.0,41.9,,563.7438,22.2,2026-06-23T23:07:46.947589,273.8,419.56,470.98,68.6,10.0,-2.0,651.73,2025-07-30,376.18,2025-11-18
TSM,TSMC,半導体ファウンドリ,US,436.39,-6.69,17330502,13684370,1.27,"10943500,10934100,25817100,13686200,17330502",467.67,188.97,88.8,430.98,408.18,335.73,47.7,11.4112,10.1576,1.2536,462.14,399.82,58.7,なし,37.62,1.46,2263325343744.0,35.1,81.0,473.39584,8.5,2026-06-23T23:07:47.286183,108.07,97.67,208.02,303.8,346.8,109.8,476.79,2026-06-22,211.54,2025-06-24
INTC,Intel,半導体,US,132.28,-6.14,131263983,134859734,0.97,"132962600,115324900,233906600,127190600,131263983",140.94,19.31,92.9,118.09,104.41,56.63,62.6,7.4452,5.9895,1.4558,139.02,97.16,83.9,なし,85.54,1.36,664839258112.0,7.2,,94.75122,-28.4,2026-06-23T23:07:47.637059,51.31,32.34,21.19,157.8,309.0,524.3,141.45,2026-06-22,18.97,2025-08-01
QCOM,Qualcomm,半導体/通信,US,204.13,-8.01,23371004,21829110,1.07,"19629600,11955800,47081500,18203400,23371004",250.1,123.61,63.7,223.88,194.32,165.88,37.5,3.4151,6.5157,-3.1006,258.41,189.36,21.4,なし,21.95,0.94,215153033216.0,-3.5,166.0,186.5,-8.6,2026-06-23T23:07:47.956479,123.81,106.28,149.98,64.9,92.1,36.1,258.96,2026-05-29,121.54,2026-04-07
MU,Micron Technology,半導体/メモリ,US,1051.77,-13.18,58149691,56084424,1.04,"45499800,46149200,64642500,53140800,58149691",1211.38,93.15,85.7,1003.08,761.22,410.72,49.4,95.7281,94.2741,1.4539,1178.85,827.31,63.9,なし,49.61,0.38,1186116796416.0,196.3,5.0,1022.9231,-2.7,2026-06-23T23:07:48.528099,78.59,64.45,121.79,1238.3,1532.0,763.6,1213.56,2026-06-22,103.23,2025-08-01
META,Meta Platforms,テック/広告,US,562.2,-0.29,12388472,19276558,0.64,"11344400,20478300,28824600,15405500,12388472",787.42,525.23,14.1,594.51,618.75,651.93,40.4,-13.0863,-10.8553,-2.231,645.02,544.0,18.0,なし,20.43,0.81,1427101581312.0,33.1,37.0,827.3183,47.2,2026-06-23T23:07:48.797771,340.19,286.22,696.25,65.3,96.4,-19.3,793.65,2025-08-15,519.78,2026-03-27
