ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
RGTI,"Rigetti Computing, Inc.",US,26.420000076293945,19.87,48.01,2.04,86079960,42171070,0.0,出来高急増 x2.0 / 5日急騰 +48.0% / 単日急騰 +19.9% / 新高値圏,4,2026-05-25 22:59,True
6981.T,MURATA MANUFACTURING CO,JP,7928.0,11.19,28.47,1.24,18889080,15240375,0.0,5日急騰 +28.5% / 単日急騰 +11.2% / 新高値圏,3,2026-05-25 23:00,False
285A.T,KIOXIA HOLDINGS CORPORATION,JP,65450.0,14.02,27.21,1.29,40249840,31113760,0.0,5日急騰 +27.2% / 単日急騰 +14.0% / 新高値圏,3,2026-05-25 22:59,False
6762.T,TDK CORP,JP,3715.0,10.24,24.77,0.95,13643580,14407965,0.0,5日急騰 +24.8% / 単日急騰 +10.2% / 新高値圏,3,2026-05-25 23:00,False
IONQ,"IonQ, Inc.",US,63.63999938964844,8.07,22.5,1.12,38403080,34150050,0.0,5日急騰 +22.5% / 単日急騰 +8.1% / 新高値圏,3,2026-05-25 22:59,True
DELL,Dell Technologies Inc.,US,295.19000244140625,16.77,21.98,1.08,6776020,6278950,0.0,5日急騰 +22.0% / 単日急騰 +16.8% / 新高値圏,3,2026-05-25 22:59,True
6963.T,ROHM CO LTD,JP,5030.0,9.47,21.35,0.75,5069920,6765370,0.0,5日急騰 +21.4% / 単日急騰 +9.5% / 新高値圏,3,2026-05-25 22:59,True
SWKS,"Skyworks Solutions, Inc.",US,82.41999816894531,12.08,20.27,0.99,5278680,5351810,0.0,5日急騰 +20.3% / 単日急騰 +12.1% / 新高値圏,3,2026-05-25 22:59,False
QCOM,QUALCOMM Incorporated,US,238.16000366210938,11.6,18.2,0.74,23644240,32011625,0.0,5日急騰 +18.2% / 単日急騰 +11.6% / 新高値圏,3,2026-05-25 22:59,True
HPE,Hewlett Packard Enterprise Comp,US,37.58000183105469,10.63,13.53,1.02,16143700,15790410,0.0,5日急騰 +13.5% / 単日急騰 +10.6% / 新高値圏,3,2026-05-25 22:59,True
ARM,Arm Holdings plc,US,306.510009765625,2.78,46.54,1.23,14769920,12037710,0.0,5日急騰 +46.5% / 新高値圏,2,2026-05-25 22:59,True
9984.T,SOFTBANK GROUP CORP,JP,7070.0,4.63,26.41,0.92,78707560,85842730,0.0,5日急騰 +26.4% / 新高値圏,2,2026-05-25 22:59,True
6526.T,SOCIONEXT INC,JP,2897.0,6.37,21.14,1.02,12854280,12617090,0.0,5日急騰 +21.1% / 新高値圏,2,2026-05-25 22:59,True
ENPH,"Enphase Energy, Inc.",US,64.02999877929688,2.71,21.06,1.25,12210700,9766185,0.0,5日急騰 +21.1% / 新高値圏,2,2026-05-25 22:59,True
6723.T,RENESAS ELECTRONICS CORP,JP,4297.0,6.26,16.14,0.77,16660280,21551775,0.0,5日急騰 +16.1% / 新高値圏,2,2026-05-25 22:59,True
IBM,International Business Machines,US,253.83999633789062,0.34,15.75,1.63,12298260,7544240,-1.21,5日急騰 +15.8% / 新高値圏,2,2026-05-25 22:59,True
SMCI,"Super Micro Computer, Inc.",US,35.58000183105469,6.34,14.63,0.81,31079260,38189000,0.0,5日急騰 +14.6% / 新高値圏,2,2026-05-25 22:59,True
4443.T,SANSAN INC,JP,1528.0,3.95,14.29,1.27,2235480,1758880,0.0,5日急騰 +14.3% / 新高値圏,2,2026-05-25 22:59,True
6920.T,LASERTEC CORP,JP,43020.0,12.82,12.65,0.83,3229380,3912365,-6.01,5日急騰 +12.6% / 単日急騰 +12.8%,2,2026-05-25 22:59,True
6594.T,NIDEC CORPORATION,JP,2821.0,3.9,11.63,0.9,8137980,9072840,-0.28,5日急騰 +11.6% / 新高値圏,2,2026-05-25 22:59,True
MRVL,"Marvell Technology, Inc.",US,196.3300018310547,2.96,10.99,1.03,24105060,23494460,0.0,5日急騰 +11.0% / 新高値圏,2,2026-05-25 22:59,True
7012.T,KAWASAKI HEAVY INDUSTRIES,JP,3194.0,7.51,10.67,1.01,15650340,15538845,-12.54,5日急騰 +10.7% / 単日急騰 +7.5%,2,2026-05-25 22:59,True
FSLR,"First Solar, Inc.",US,257.8500061035156,3.6,10.49,0.96,2589880,2688855,0.0,5日急騰 +10.5% / 新高値圏,2,2026-05-25 22:59,False
AMD,"Advanced Micro Devices, Inc.",US,467.510009765625,3.99,10.24,0.78,33047960,42390425,0.0,5日急騰 +10.2% / 新高値圏,2,2026-05-25 22:59,True
RKLB,Rocket Lab Corporation,US,135.75999450683594,8.22,8.81,1.08,30086520,27765260,0.0,単日急騰 +8.2% / 新高値圏,2,2026-05-25 22:59,True
DXCM,"DexCom, Inc.",US,72.0999984741211,0.28,16.99,1.45,10373540,7169065,-3.07,5日急騰 +17.0%,1,2026-05-25 22:59,True
RBLX,Roblox Corporation,US,48.15999984741211,4.38,12.39,0.82,12294400,14947110,-32.55,5日急騰 +12.4%,1,2026-05-25 22:59,True
8411.T,MIZUHO FINANCIAL GROUP,JP,7304.0,-2.05,11.94,1.28,14055480,11007280,-2.05,5日急騰 +11.9%,1,2026-05-25 22:59,True
INTC,Intel Corporation,US,119.83999633789062,1.13,10.18,0.84,129149020,153642015,-7.42,5日急騰 +10.2%,1,2026-05-25 22:59,True
6971.T,KYOCERA CORP,JP,3106.0,3.64,9.6,0.97,5600040,5765800,0.0,新高値圏,1,2026-05-25 23:00,False
NXPI,NXP Semiconductors N.V.,US,316.4700012207031,5.71,8.57,0.79,3412960,4318435,0.0,新高値圏,1,2026-05-25 22:59,False
CDNS,"Cadence Design Systems, Inc.",US,373.5899963378906,4.22,7.59,0.82,1927520,2363805,0.0,新高値圏,1,2026-05-25 22:59,True
LRCX,Lam Research Corporation,US,305.3500061035156,1.03,7.25,0.92,8492420,9258105,0.0,新高値圏,1,2026-05-25 22:59,True
9983.T,FAST RETAILING CO LTD,JP,75090.0,-0.56,6.98,0.82,1019200,1235985,-0.88,新高値圏,1,2026-05-25 22:59,True
DDOG,"Datadog, Inc.",US,222.32000732421875,1.96,6.89,0.79,5409360,6843685,0.0,新高値圏,1,2026-05-25 22:59,True
6752.T,PANASONIC HOLDINGS CORP,JP,3566.0,1.68,6.51,0.83,9190100,11041225,0.0,新高値圏,1,2026-05-25 23:00,False
6098.T,RECRUIT HOLDINGS CO LTD,JP,9688.0,-1.03,6.2,1.02,7714480,7599735,-1.6,新高値圏,1,2026-05-25 22:59,True
LLY,Eli Lilly and Company,US,1065.0,2.24,5.98,0.87,2997320,3449170,0.0,新高値圏,1,2026-05-25 22:59,True
8035.T,TOKYO ELECTRON,JP,52180.0,4.72,5.93,0.91,2776480,3057370,-0.51,新高値圏,1,2026-05-25 22:59,True
6954.T,FANUC CORPORATION,JP,8428.0,3.11,5.8,0.8,7418980,9246525,0.0,新高値圏,1,2026-05-25 23:00,False
8316.T,SUMITOMO MITSUI FINANCIAL GROUP,JP,6056.0,0.83,5.65,1.2,16623540,13875795,0.0,新高値圏,1,2026-05-25 22:59,True
2802.T,AJINOMOTO CO INC,JP,5475.0,3.3,5.43,0.84,4654120,5531970,-1.21,新高値圏,1,2026-05-25 23:00,False
6753.T,SHARP CORP,JP,638.5999755859375,1.12,5.29,0.99,4949940,5006385,-0.85,新高値圏,1,2026-05-25 23:00,False
SNPS,"Synopsys, Inc.",US,524.739990234375,4.12,4.44,1.13,1750280,1554925,0.0,新高値圏,1,2026-05-25 22:59,True
4385.T,MERCARI INC,JP,4215.0,0.33,3.51,0.76,1528700,2015875,-0.07,新高値圏,1,2026-05-25 23:00,True
6503.T,MITSUBISHI ELECTRIC CORP,JP,6560.0,4.11,3.31,1.05,8158020,7733305,0.0,新高値圏,1,2026-05-25 23:00,False
AAPL,Apple Inc.,US,308.82000732421875,1.26,2.86,0.83,40309880,48397365,0.0,新高値圏,1,2026-05-25 22:59,True
ON,ON Semiconductor Corporation,US,116.19999694824219,6.01,2.73,0.76,9849960,12907645,-1.83,新高値圏,1,2026-05-25 22:59,False
8306.T,MITSUBISHI UFJ FINANCIAL GROUP ,JP,3066.0,-0.81,2.37,1.16,46477660,40203635,-1.35,新高値圏,1,2026-05-25 22:59,True
TXN,Texas Instruments Incorporated,US,309.2099914550781,3.63,2.14,0.91,6852700,7531785,0.0,新高値圏,1,2026-05-25 22:59,False
7752.T,RICOH CO,JP,1459.0,0.14,1.11,0.91,2658960,2916545,-0.61,新高値圏,1,2026-05-25 23:00,False
V,Visa Inc.,US,328.8800048828125,-0.68,0.96,1.05,8416600,8023210,-1.58,新高値圏,1,2026-05-25 22:59,True
EA,Electronic Arts Inc.,US,200.97000122070312,-0.45,0.16,0.97,1793440,1853955,-1.56,新高値圏,1,2026-05-25 22:59,True
