ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
ENPH,"Enphase Energy, Inc.",US,53.150001525878906,13.67,26.55,1.53,13617340,8923710,0.0,5日急騰 +26.5% / 単日急騰 +13.7% / 新高値圏,3,2026-05-20 23:11,True
ARM,Arm Holdings plc,US,256.7300109863281,15.05,16.06,0.93,11259199,12094414,0.0,5日急騰 +16.1% / 単日急騰 +15.0% / 新高値圏,3,2026-05-20 23:11,True
6098.T,RECRUIT HOLDINGS CO LTD,JP,9653.0,-1.96,23.76,1.62,12561700,7747435,-1.96,5日急騰 +23.8% / 新高値圏,2,2026-05-20 23:11,True
DXCM,"DexCom, Inc.",US,71.44000244140625,6.71,21.97,1.54,10300890,6683602,-3.95,5日急騰 +22.0%,1,2026-05-20 23:11,True
NOW,"ServiceNow, Inc.",US,103.30000305175781,1.44,18.67,1.26,39359804,31183321,-16.92,5日急騰 +18.7%,1,2026-05-20 23:11,True
ESTC,Elastic N.V.,US,55.279998779296875,2.9,13.82,1.18,2126109,1801172,-10.23,5日急騰 +13.8%,1,2026-05-20 23:11,True
PATH,"UiPath, Inc.",US,10.770000457763672,2.09,13.73,1.15,35608338,30851219,-13.49,5日急騰 +13.7%,1,2026-05-20 23:11,True
SHOP,Shopify Inc.,US,105.01000213623047,3.96,10.07,0.91,12446946,13700376,-22.3,5日急騰 +10.1%,1,2026-05-20 23:11,True
9433.T,KDDI CORPORATION,JP,2780.0,0.58,9.43,1.11,10675500,9642690,0.0,新高値圏,1,2026-05-20 23:12,True
SWKS,"Skyworks Solutions, Inc.",US,74.3499984741211,5.69,9.11,1.01,5194712,5163863,0.0,新高値圏,1,2026-05-20 23:11,False
RKLB,Rocket Lab Corporation,US,134.27999877929688,5.47,8.16,0.99,26484006,26714696,0.0,新高値圏,1,2026-05-20 23:11,True
4443.T,SANSAN INC,JP,1390.0,-1.07,7.75,1.0,1589180,1586835,-1.07,新高値圏,1,2026-05-20 23:11,True
8766.T,TOKIO MARINE HOLDINGS INC,JP,7817.0,-1.66,6.08,1.05,6415500,6083015,-1.66,新高値圏,1,2026-05-20 23:11,True
AFRM,"Affirm Holdings, Inc.",US,67.12000274658203,2.79,5.65,0.84,4380010,5199532,-0.67,新高値圏,1,2026-05-20 23:11,True
HPE,Hewlett Packard Enterprise Comp,US,33.79999923706055,3.62,5.39,1.21,17875121,14809255,-0.97,新高値圏,1,2026-05-20 23:11,True
MRVL,"Marvell Technology, Inc.",US,186.8000030517578,5.97,4.97,1.08,27209567,25126556,0.0,新高値圏,1,2026-05-20 23:11,True
SMCI,"Super Micro Computer, Inc.",US,33.459999084472656,9.49,4.56,0.75,29329533,39035423,-5.4,単日急騰 +9.5%,1,2026-05-20 23:11,True
9432.T,NTT INC,JP,156.5,0.77,4.33,1.16,267601800,230446285,-0.82,新高値圏,1,2026-05-20 23:12,True
NXPI,NXP Semiconductors N.V.,US,310.1499938964844,5.39,3.93,0.73,3208221,4397085,0.0,新高値圏,1,2026-05-20 23:11,False
