ticker,name,sector,market,price,change_pct,volume,vol_avg_20d,vol_ratio,vol_5d,high_52w,low_52w,pos_52w_pct,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position,cross_signal,pe_ratio,peg_ratio,market_cap,revenue_growth_pct,dividend_yield_pct,target_price,upside_pct,fetch_time,price_5y_ago,price_3y_ago,price_1y_ago,change_5y_pct,change_3y_pct,change_1y_pct,high_1y,high_1y_date,low_1y,low_1y_date
NVDA,NVIDIA,半導体/AI,US,203.28,0.23,88271631,137332081,0.64,"124379600,124797200,122986100,144033900,88271631",235.47,143.66,64.9,201.75,209.73,192.28,57.5,0.0038,-0.8176,0.8215,213.91,189.6,56.3,なし,31.13,0.56,4923644706816.0,85.2,49.0,302.31033,48.7,2026-07-20T22:58:59.210272,19.34,44.22,172.18,950.9,359.7,18.1,236.26,2026-05-14,163.85,2025-09-05
AMD,AMD,半導体/AI,US,503.57,1.58,23212955,28283957,0.82,"21201400,27826200,27093700,32069200,23212955",580.91,126.39,83.0,531.33,500.73,298.4,44.3,5.0977,13.2584,-8.1606,573.94,488.71,17.4,なし,166.75,1.16,821121515520.0,37.8,,541.65955,7.6,2026-07-20T22:58:59.856904,89.41,110.95,156.99,463.2,353.9,220.8,584.73,2026-06-30,149.22,2025-09-08
AVGO,Broadcom,半導体/AI,US,378.16,1.98,14214613,24623630,0.58,"20118700,16324100,23407200,23236500,14214613",480.81,246.97,56.1,380.18,401.6,362.73,52.2,-4.3572,-4.9968,0.6396,402.65,357.71,45.5,なし,62.92,0.42,1799126515712.0,47.9,70.0,524.5067,38.7,2026-07-20T22:59:00.354723,43.61,86.5,281.28,767.2,337.2,34.4,494.22,2026-06-03,271.01,2025-07-23
MRVL,Marvell Technology,半導体,US,194.94,3.32,24530203,31994510,0.77,"20705500,26827600,34893000,29579300,24530203",316.35,62.18,52.2,245.63,235.96,130.33,26.9,-14.9673,-5.6956,-9.2716,317.6,173.67,14.8,なし,66.99,1.07,174967324672.0,27.6,13.0,253.68922,30.1,2026-07-20T22:59:00.769769,57.26,62.82,74.49,240.5,210.3,161.7,329.8,2026-06-18,61.31,2025-09-04
LRCX,Lam Research,半導体製造装置,US,306.76,-2.09,8059474,13312208,0.61,"10699100,10257300,10641300,12797300,8059474",433.33,89.99,63.1,359.45,336.32,233.8,27.9,-7.5667,1.0657,-8.6325,430.93,287.96,13.1,なし,57.99,1.81,383625166848.0,23.8,33.0,368.25806,20.0,2026-07-20T22:59:01.131784,60.49,60.71,100.11,407.1,405.3,206.4,438.5,2026-06-30,90.44,2025-07-31
KLAC,KLA Corporation,半導体検査装置,US,207.6,-2.42,8223684,14346514,0.57,"9033100,10625500,14957000,13055900,8223684",301.71,84.03,56.8,239.61,218.1,158.2,28.4,-2.9303,2.6529,-5.5832,288.35,190.87,17.2,なし,58.81,2.19,271182741504.0,11.5,43.0,234.57143,13.0,2026-07-20T22:59:01.710898,30.12,44.71,92.52,589.2,364.4,124.4,307.37,2026-06-30,82.87,2025-09-03
AMAT,Applied Materials,半導体製造装置,US,525.7,-0.75,6489103,11837440,0.55,"6513900,8168200,8406100,10298700,6489103",723.0,155.56,65.2,602.86,527.45,359.44,26.7,2.3643,17.872,-15.5077,705.43,500.29,12.4,なし,49.36,1.34,417384464384.0,11.4,40.0,623.0571,18.5,2026-07-20T22:59:02.093945,132.31,133.09,189.05,297.3,295.0,178.1,739.67,2026-06-30,153.78,2025-09-03
CDNS,Cadence Design,半導体EDA,US,329.93,-0.05,2099299,2144929,0.98,"1256900,1622400,1468900,5187900,2099299",416.39,265.66,42.6,371.34,374.39,328.01,25.6,-7.0257,-1.4797,-5.546,401.84,340.84,-17.9,なし,76.91,3.13,90999971840.0,18.7,,395.94193,20.0,2026-07-20T22:59:02.352464,140.76,242.86,315.57,134.4,35.9,4.6,416.69,2026-06-02,262.75,2026-02-03
SNPS,Synopsys,半導体EDA,US,378.46,-1.51,2355516,2021975,1.16,"1371800,1419200,1173300,5036200,2355516",645.35,378.46,0.0,437.57,468.97,453.59,20.8,-18.2401,-12.9161,-5.3239,483.96,391.18,-13.7,なし,86.41,2.06,72467267584.0,41.9,,563.994,49.0,2026-07-20T22:59:02.780793,278.22,454.0,584.76,36.0,-16.6,-35.3,651.73,2025-07-30,366.0,2026-07-17
TSM,TSMC,半導体ファウンドリ,US,402.3,0.99,10757296,15300754,0.7,"14279000,17012300,24891300,20945600,10757296",477.57,207.22,72.2,434.38,424.86,350.97,32.4,-5.5242,0.2936,-5.8177,473.81,394.95,9.3,なし,30.13,1.01,2086518390784.0,36.0,95.0,522.816,30.0,2026-07-20T22:59:03.272234,108.65,93.21,237.77,270.3,331.6,69.2,479.0,2026-06-30,221.25,2025-08-20
INTC,Intel,半導体,US,97.06,2.13,89273530,109375741,0.82,"91129000,120625500,107742900,126401800,89273530",140.94,19.31,63.9,117.65,116.95,64.49,26.0,-5.4126,-2.0693,-3.3433,147.3,88.0,15.3,なし,60.15,1.36,487823540224.0,7.2,,106.70244,9.9,2026-07-20T22:59:03.721212,51.46,33.34,23.1,88.6,191.1,320.2,142.35,2026-06-30,18.97,2025-08-01
QCOM,Qualcomm,半導体/通信,US,170.32,-0.85,9635338,18224791,0.53,"13090400,9440900,15951600,16283200,9635338",250.1,123.61,36.9,186.92,206.37,167.82,34.0,-8.7266,-7.1843,-1.5423,212.39,161.45,17.4,なし,18.33,0.54,179517292544.0,-3.5,214.0,222.73334,30.8,2026-07-20T22:59:04.036815,127.62,116.85,151.6,33.5,45.8,12.3,258.96,2026-05-29,121.54,2026-04-07
MU,Micron Technology,半導体/メモリ,US,865.46,1.94,37344218,51994390,0.72,"30835200,54779200,46718000,62973200,37344218",1213.37,104.71,68.6,1009.92,937.55,486.4,24.5,-22.9894,5.583,-28.5724,1234.75,785.09,17.9,なし,19.57,0.12,977444601856.0,345.7,6.0,1491.9524,72.4,2026-07-20T22:59:04.348071,75.27,64.92,114.21,1049.8,1233.0,657.8,1254.81,2026-06-25,103.21,2025-08-01
META,Meta Platforms,テック/広告,US,645.85,-0.02,9924164,19962778,0.5,"16748200,19003400,15816000,22219700,9924164",787.42,525.23,46.0,608.68,604.9,639.08,65.8,18.612,12.6256,5.9864,700.38,516.99,70.3,なし,23.47,0.94,1639440580608.0,33.1,33.0,822.68585,27.4,2026-07-20T22:59:04.683978,343.22,291.7,701.98,88.2,121.4,-8.0,793.65,2025-08-15,519.78,2026-03-27
PLTR,Palantir,AI/ソフトウェア,US,134.85,1.87,30202806,43868730,0.69,"49963700,26064500,28951300,31841300,30202806",207.18,107.27,27.6,125.57,132.5,155.4,74.9,0.8428,-0.6311,1.4739,143.31,107.83,76.1,なし,151.52,1.9,323277553664.0,84.7,,183.12444,35.8,2026-07-20T22:59:05.073732,22.52,16.43,153.52,498.8,720.8,-12.2,207.52,2025-11-03,106.37,2026-06-25
MSFT,Microsoft,テック/クラウド,US,402.29,2.15,27729614,45252870,0.61,"27863900,36253700,37047400,33010300,27729614",538.66,352.83,26.6,382.3,401.1,437.3,71.4,0.1272,-3.3347,3.4619,407.85,356.76,89.1,なし,23.97,1.21,2988385239040.0,18.3,92.0,557.79144,38.7,2026-07-20T22:59:05.409909,270.06,335.82,506.01,49.0,19.8,-20.5,551.05,2025-07-31,349.2,2026-06-25
AAPL,Apple,テック/消費者,US,326.59,-2.14,51014085,65668429,0.78,"36336800,60957600,62970600,63365300,51014085",333.74,194.87,94.9,306.95,303.42,274.24,82.1,8.8896,6.1682,2.7213,341.7,272.19,78.3,なし,39.63,2.69,4796743417856.0,16.6,32.0,318.25116,-2.6,2026-07-20T22:59:05.830752,141.73,189.29,210.35,130.4,72.5,55.3,334.99,2026-07-17,200.7,2025-08-01
AMZN,Amazon,テック/EC/クラウド,US,249.99,1.12,30630782,59031339,0.52,"30108100,45240600,45343700,43511500,30630782",274.99,198.79,67.2,242.34,251.63,234.21,63.3,0.8237,-0.6221,1.4459,256.65,228.03,76.7,なし,29.9,1.3,2689169883136.0,16.6,,312.87402,25.2,2026-07-20T22:59:06.130713,179.26,130.0,226.13,39.5,92.3,10.6,278.56,2026-05-05,196.0,2026-02-17
GOOGL,Alphabet,テック/広告/AI,US,351.99,1.51,24606836,34362576,0.72,"18259400,28284600,41158500,29929300,24606836",402.38,164.72,78.8,355.1,369.57,321.88,48.9,-2.3611,-2.0918,-0.2693,372.33,337.87,41.0,なし,26.85,1.37,4295183564800.0,21.8,25.0,433.51376,23.2,2026-07-20T22:59:06.433024,126.43,118.97,184.53,178.4,195.9,90.7,408.37,2026-05-18,185.62,2025-07-21
TSLA,Tesla,EV/AI/エネルギー,US,369.57,-2.96,32893543,40648122,0.81,"23385000,31549800,29269100,31317100,32893543",489.88,293.94,38.6,396.31,409.22,416.67,36.1,-5.4983,-2.6797,-2.8186,428.59,364.02,8.6,なし,335.97,4.77,1388002803712.0,15.8,,425.2154,15.1,2026-07-20T22:59:06.810167,218.43,260.02,329.65,69.2,42.1,12.1,498.83,2025-12-22,297.82,2025-08-01
CRM,Salesforce,クラウド/SaaS,US,173.79,1.77,9398962,13304623,0.71,"13507900,13328100,12057500,10185000,9398962",271.35,150.12,19.5,162.97,171.22,207.17,67.4,0.5862,-1.2739,1.8601,177.92,148.02,86.2,なし,20.16,0.71,142334001152.0,13.3,103.0,243.64433,40.2,2026-07-20T22:59:07.268285,237.99,224.18,260.18,-27.0,-22.5,-33.2,271.7,2025-07-29,146.32,2026-06-22
NOW,ServiceNow,クラウド/SaaS,US,104.7,1.41,20454115,20338505,1.01,"23213100,13784200,20318200,16181600,20454115",208.94,83.0,17.2,102.89,103.66,128.41,57.8,0.6828,0.7891,-0.1063,115.21,90.57,57.4,なし,62.32,0.9,107977949184.0,22.1,,141.64413,35.3,2026-07-20T22:59:07.675776,113.43,116.4,192.68,-7.7,-10.1,-45.7,210.2,2025-07-24,81.24,2026-04-10
SNOW,Snowflake,クラウド/データ,US,274.34,2.02,3792428,6004501,0.63,"5385300,3791000,3345600,5454900,3792428",280.16,121.11,96.3,256.56,225.83,208.93,71.1,13.0983,13.7651,-0.6668,289.49,223.64,77.0,なし,101.92,6.95,95086239744.0,33.5,,297.39166,8.4,2026-07-20T22:59:07.972084,259.3,175.9,216.89,5.8,56.0,26.5,284.99,2026-06-01,118.3,2026-04-10
DDOG,Datadog,クラウド/監視,US,263.2,1.74,3042955,4295827,0.71,"4101000,3229100,3167300,3508500,3042955",277.49,102.61,91.8,251.93,235.59,162.88,59.2,10.2153,11.2008,-0.9855,285.94,217.91,66.6,なし,674.87,1.61,93688725504.0,32.2,,254.965,-3.1,2026-07-20T22:59:08.308661,108.39,109.87,145.02,142.8,139.6,81.5,278.7,2026-06-01,98.01,2026-02-24
NET,Cloudflare,クラウド/セキュリティ,US,272.42,-1.89,2876819,3207100,0.9,"3983700,2942500,2641500,3029600,2876819",281.75,160.19,92.3,254.46,237.23,211.02,67.8,11.9273,10.6973,1.23,296.46,212.47,71.4,なし,172.57,2.38,96692633600.0,33.5,,254.35838,-6.6,2026-07-20T22:59:08.657192,109.52,66.57,197.35,148.7,309.2,38.0,291.0,2026-07-15,158.83,2026-02-23
CRWD,CrowdStrike,サイバーセキュリティ,US,198.49,-2.26,6914488,10460394,0.66,"12139500,12002800,8026800,9091200,6914488",210.73,87.56,90.1,189.87,173.6,129.94,58.4,9.3134,9.3492,-0.0358,216.32,163.42,66.3,なし,127.1,6.6,202114285568.0,25.6,,189.18327,-4.7,2026-07-20T22:59:09.120560,63.39,37.72,118.99,213.1,426.1,66.8,217.5,2026-07-15,85.68,2026-02-23
ZS,Zscaler,サイバーセキュリティ,US,149.82,-0.08,1602084,2749289,0.58,"3665500,2341700,2044200,2513700,1602084",336.27,118.05,14.6,141.21,143.85,197.19,61.5,3.1394,2.0615,1.0778,160.23,122.19,72.6,なし,32.59,1.63,24227321856.0,25.4,,192.5534,28.5,2026-07-20T22:59:09.608696,231.06,149.01,288.72,-35.2,0.5,-48.1,336.99,2025-11-03,114.62,2026-04-10
PANW,Palo Alto Networks,サイバーセキュリティ,US,348.66,-2.79,5311861,7280958,0.73,"6013200,6703800,5884000,7798000,5311861",358.68,141.67,95.4,330.55,287.18,209.15,55.8,20.1452,20.8866,-0.7414,381.26,279.83,67.9,なし,303.18,3.97,284157902848.0,31.1,,331.3408,-5.0,2026-07-20T22:59:10.274966,65.3,121.91,195.78,433.9,186.0,78.1,368.8,2026-07-17,139.57,2026-02-24
SHOP,Shopify,EC/SaaS,US,124.48,0.74,7265556,8300832,0.88,"4817300,8375300,8234200,6434000,7265556",179.01,95.4,34.8,119.09,112.63,134.81,68.0,3.321,2.9563,0.3648,130.43,107.75,73.8,なし,120.85,2.57,161532051456.0,34.3,,149.06522,19.8,2026-07-20T22:59:10.672457,156.94,65.57,127.07,-20.7,89.8,-2.0,182.19,2025-10-29,94.0,2026-05-14
UBER,Uber Technologies,モビリティ,US,72.17,-0.4,14651241,19854117,0.74,"18703500,13876600,17903600,18306300,14651241",100.1,68.61,11.3,73.25,72.83,79.79,40.5,0.1155,0.2642,-0.1486,76.3,70.2,32.2,なし,17.91,5.87,146909167616.0,14.5,,104.01167,44.1,2026-07-20T22:59:11.129986,47.52,47.23,90.59,51.9,52.8,-20.3,101.99,2025-09-22,67.19,2026-06-11
ABNB,Airbnb,旅行/プラットフォーム,US,144.94,-0.71,2885741,3629022,0.8,"3085100,3728500,3113300,5483500,2885741",148.93,111.54,89.3,145.56,139.19,131.36,46.5,2.2021,2.64,-0.4378,151.57,139.56,44.8,なし,35.88,1.35,86022602752.0,17.9,,156.69737,8.1,2026-07-20T22:59:11.445131,139.25,148.77,139.34,4.1,-2.6,4.0,150.88,2026-07-16,110.81,2025-11-20
XYZ,Block (Square),フィンテック,US,79.29,-0.81,4201941,5584437,0.75,"4928800,10721200,4148700,4903300,4201941",81.81,49.09,92.3,77.6,73.82,67.54,54.1,2.0211,1.9508,0.0702,82.62,72.58,66.8,なし,61.95,0.86,47191900160.0,4.9,,91.925,15.9,2026-07-20T22:59:11.765947,257.25,76.12,72.82,-69.2,4.2,8.9,84.08,2026-07-15,48.21,2026-02-12
COIN,Coinbase,暗号資産,US,160.43,2.11,5193164,7368868,0.7,"7407800,7570700,6328700,6479800,5193164",419.78,141.09,6.9,158.03,171.22,221.84,56.8,-1.9599,-3.0421,1.0823,172.01,144.05,58.6,なし,58.98,1.51,42267009024.0,-30.8,,222.03568,38.4,2026-07-20T22:59:12.160634,230.87,100.82,419.78,-30.5,59.1,-61.8,436.38,2025-07-21,139.18,2026-06-26
