ticker,name,sector,market,price,change_pct,volume,vol_avg_20d,vol_ratio,vol_5d,high_52w,low_52w,pos_52w_pct,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position,cross_signal,pe_ratio,peg_ratio,market_cap,revenue_growth_pct,dividend_yield_pct,target_price,upside_pct,fetch_time,price_5y_ago,price_3y_ago,price_1y_ago,change_5y_pct,change_3y_pct,change_1y_pct,high_1y,high_1y_date,low_1y,low_1y_date
NVDA,NVIDIA,半導体/AI,US,167.52,-2.17,195294300,180721205,1.08,"182836300,147667800,162602100,186152200,195294300",207.02,94.29,65.0,179.43,183.48,179.21,31.4,-3.3893,-2.2384,-1.151,189.12,169.73,-11.4,なし,34.12,,4071573684224.0,73.2,2.0,268.22195,60.1,2026-03-28T22:27:30.812882,12.92,26.96,109.64,1197.0,521.4,52.8,212.17,2025-10-29,86.6,2025-04-07
AMD,AMD,半導体/AI,US,201.99,-0.87,29111300,33368910,0.87,"31857800,27258800,48518300,49213000,29111300",264.33,78.21,66.5,200.92,213.92,195.16,49.5,-0.7575,-2.3082,1.5506,213.39,188.45,54.3,なし,77.39,,329326690304.0,34.1,,289.6087,43.4,2026-03-28T22:27:31.446191,77.14,96.09,103.22,161.8,110.2,95.7,267.08,2025-10-29,76.48,2025-04-08
AVGO,Broadcom,半導体/AI,US,300.68,-2.82,23546000,29606305,0.8,"27369200,19799000,19900000,20343700,23546000",412.18,145.42,58.2,323.18,327.33,326.13,23.0,-5.5252,-3.4731,-2.0521,346.77,299.6,2.3,なし,58.5,,1425606049792.0,16.4,86.0,471.5531,56.8,2026-03-28T22:27:32.107279,42.85,60.24,168.11,601.7,399.2,78.9,413.82,2025-12-10,137.28,2025-04-07
MRVL,Marvell Technology,半導体,US,94.88,-2.87,16478700,23436845,0.7,"14126700,13731200,22562400,26078500,16478700",103.46,49.27,84.2,88.73,83.4,80.93,53.5,3.5151,2.8038,0.7113,101.34,76.12,74.4,なし,30.91,,82968592384.0,22.1,25.0,120.50163,27.0,2026-03-28T22:27:32.734692,45.59,42.23,61.83,108.1,124.7,53.4,102.7,2025-12-04,46.93,2025-04-07
LRCX,Lam Research,半導体製造装置,US,211.41,-0.1,8499700,11041450,0.77,"9506200,7388000,8330600,13460500,8499700",249.18,58.66,80.2,220.66,227.28,155.5,50.1,-0.4846,0.1916,-0.6762,241.39,199.94,27.7,なし,43.5,,265537290240.0,22.1,49.0,274.90323,30.0,2026-03-28T22:27:33.330744,54.07,50.1,72.08,291.0,321.9,193.3,256.37,2026-02-25,55.91,2025-04-07
KLAC,KLA Corporation,半導体検査装置,US,1443.21,-0.55,811500,1044425,0.78,"1173800,782300,769400,1091700,811500",1682.52,572.19,78.4,1466.46,1478.77,1160.47,51.8,9.628,10.0682,-0.4402,1570.91,1362.02,38.9,なし,42.01,,189626728448.0,7.2,53.0,1676.3667,16.2,2026-03-28T22:27:34.018641,298.25,374.7,668.53,383.9,285.2,115.9,1691.15,2026-01-29,547.18,2025-04-07
AMAT,Applied Materials,半導体製造装置,US,337.17,-0.41,5983800,6872245,0.87,"6490700,6406200,5052000,9261000,5983800",394.95,125.82,78.5,350.52,344.13,244.94,49.2,2.1679,4.0407,-1.8728,375.99,325.06,23.8,なし,34.62,,267581440000.0,-2.1,63.0,410.625,21.8,2026-03-28T22:27:34.689582,120.46,116.79,143.77,179.9,188.7,134.5,395.95,2026-02-25,122.64,2025-04-07
CDNS,Cadence Design,半導体EDA,US,271.77,-3.15,2186600,2378245,0.92,"3531700,2832800,2617200,2002400,2186600",373.37,231.64,28.3,291.35,295.88,322.31,27.6,-4.9645,-3.3528,-1.6117,308.14,274.57,-8.3,なし,67.1,,75033534464.0,6.2,,371.67776,36.8,2026-03-28T22:27:35.255560,132.75,206.0,256.69,104.7,31.9,5.9,376.45,2025-07-31,221.56,2025-04-07
SNPS,Synopsys,半導体EDA,US,380.47,-5.34,2398700,2159245,1.11,"2511900,1932200,2702300,1380100,2398700",645.35,380.47,0.0,423.35,444.06,488.64,25.3,-10.597,-7.6752,-2.9217,451.79,394.9,-25.4,なし,58.44,,72883609600.0,65.5,,537.75,41.3,2026-03-28T22:27:35.802972,240.46,375.04,437.95,58.2,1.4,-13.1,651.73,2025-07-30,365.74,2025-04-07
TSM,TSMC,半導体ファウンドリ,US,326.74,0.19,14453100,14291280,1.01,"15857200,9725000,12166900,14560200,14453100",386.64,139.64,75.7,343.16,347.54,286.5,38.9,-4.9938,-3.0813,-1.9124,364.07,322.24,10.8,なし,31.54,,1694638538752.0,20.5,108.0,430.65167,31.8,2026-03-28T22:27:36.431995,105.29,88.74,163.23,210.3,268.2,100.2,389.11,2026-02-25,132.61,2025-04-07
INTC,Intel,半導体,US,43.13,-2.2,69804000,85138575,0.82,"80772200,65323500,97467900,82841400,69804000",54.32,18.13,69.1,45.11,46.45,34.79,43.6,-0.3876,-0.2405,-0.1471,47.85,42.38,13.7,なし,43.51,,216556191744.0,-4.1,,47.11098,9.2,2026-03-28T22:27:37.153397,58.66,30.76,22.71,-26.5,40.2,89.9,54.6,2026-01-22,17.67,2025-04-08
QCOM,Qualcomm,半導体/通信,US,127.11,-2.63,8957300,13036110,0.69,"11431600,8409200,6669400,11912500,8957300",185.53,121.81,8.3,132.74,140.92,157.3,24.3,-3.9244,-4.1536,0.2292,140.55,124.92,14.0,なし,25.63,,135759216640.0,5.0,280.0,155.66667,22.5,2026-03-28T22:27:37.826594,117.67,116.82,149.22,8.0,8.8,-14.8,203.6,2025-10-27,118.03,2025-04-07
MU,Micron Technology,半導体/メモリ,US,357.22,0.5,45614300,43785355,1.04,"54807300,44975100,55328700,54515900,45614300",461.73,64.59,73.7,406.51,404.7,238.38,42.3,-5.1573,4.2181,-9.3754,467.76,345.25,9.8,なし,16.87,,402849136640.0,196.3,17.0,527.6,47.7,2026-03-28T22:27:38.620161,84.49,62.63,88.15,322.8,470.4,305.2,471.34,2026-03-18,61.42,2025-04-07
META,Meta Platforms,テック/広告,US,525.72,-3.99,29980300,14834390,2.02,"13638000,10739700,12585000,35780100,29980300",788.15,483.15,14.0,620.79,643.11,686.48,18.0,-24.3779,-15.0305,-9.3475,695.86,545.72,-13.3,なし,22.37,,1329837768704.0,23.8,40.0,862.596,64.1,2026-03-28T22:27:39.254818,288.56,203.75,574.95,82.2,158.0,-8.6,794.38,2025-08-15,478.31,2025-04-21
PLTR,Palantir,AI/ソフトウェア,US,143.06,-3.05,35650500,48390440,0.74,"57507100,56155700,38543300,43038400,35650500",207.18,74.01,51.9,152.36,148.97,164.02,37.4,0.7699,1.4044,-0.6346,160.81,143.9,-5.0,なし,227.08,,342153101312.0,70.0,,186.60307,30.4,2026-03-28T22:27:39.789771,21.73,8.22,85.85,558.4,1640.4,66.6,207.52,2025-11-03,66.12,2025-04-07
MSFT,Microsoft,テック/クラウド,US,356.77,-2.51,37763600,32756360,1.15,"29680100,42733600,31181200,36836600,37763600",539.83,351.87,2.6,392.82,410.02,477.38,8.7,-12.2996,-9.3516,-2.9479,424.57,361.06,-6.8,なし,22.33,,2651649474560.0,16.7,102.0,589.9047,65.3,2026-03-28T22:27:40.392120,225.73,274.02,375.92,58.1,30.2,-5.1,552.24,2025-07-31,342.17,2025-04-07
AAPL,Apple,テック/消費者,US,248.8,-1.62,47842500,40546695,1.18,"40546100,45152300,28476700,41796700,47842500",285.92,171.67,67.5,255.38,260.21,247.7,32.1,-3.6413,-3.447,-0.1943,266.27,244.48,19.8,なし,31.45,,3656844050432.0,15.7,42.0,295.31342,18.7,2026-03-28T22:27:41.180520,118.23,158.47,216.95,110.4,57.0,14.7,288.35,2025-12-03,168.48,2025-04-08
AMZN,Amazon,テック/EC/クラウド,US,199.34,-3.95,55855900,45216310,1.24,"44277400,35351400,36388800,46746000,55855900",254.0,167.32,36.9,210.53,217.2,224.68,35.7,-2.6597,-2.311,-0.3487,219.27,201.8,-14.1,なし,27.76,,2139899035648.0,13.6,,281.33594,41.1,2026-03-28T22:27:41.724416,153.79,100.25,192.72,29.6,98.8,3.4,258.6,2025-11-03,161.38,2025-04-07
GOOGL,Alphabet,テック/広告/AI,US,274.34,-2.34,35815200,29596190,1.21,"29326900,36864300,29460700,39080600,35815200",343.45,144.2,65.3,300.52,313.44,262.43,22.0,-7.2177,-4.6474,-2.5703,319.46,281.59,-19.2,なし,25.38,,3318691135488.0,18.0,31.0,376.9325,37.4,2026-03-28T22:27:42.409156,101.45,100.56,153.8,170.4,172.8,78.4,348.75,2026-02-03,140.04,2025-04-07
TSLA,Tesla,EV/AI/エネルギー,US,361.83,-2.76,61869200,60949305,1.02,"74606000,60004900,55157300,55522900,61869200",489.88,221.86,52.2,390.78,408.64,396.07,32.8,-10.7376,-8.9731,-1.7644,416.67,364.89,-5.9,なし,331.95,,1357742342144.0,-3.1,,421.2722,16.4,2026-03-28T22:27:42.992922,203.76,193.88,263.55,77.6,86.6,37.3,498.83,2025-12-22,214.25,2025-04-07
CRM,Salesforce,クラウド/SaaS,US,179.31,-3.41,9894100,13327360,0.74,"13976200,18631400,12565200,10330700,9894100",307.79,178.16,0.9,193.45,199.35,238.42,30.6,-4.4243,-3.4577,-0.9666,206.01,180.89,-6.3,なし,22.99,,168013463552.0,12.1,98.0,273.8517,52.7,2026-03-28T22:27:43.715164,208.24,194.28,268.22,-13.9,-7.7,-33.1,294.59,2025-05-14,174.57,2026-02-23
NOW,ServiceNow,クラウド/SaaS,US,99.41,-4.08,18084400,16639740,1.09,"12219100,17835200,14728600,11595300,18084400",208.94,99.41,0.0,112.63,113.37,162.51,15.2,-3.0749,-1.7654,-1.3095,125.31,99.95,-2.1,なし,59.53,,104891768832.0,20.7,,188.6695,89.8,2026-03-28T22:27:44.383941,97.08,87.69,159.55,2.4,13.4,-37.7,211.48,2025-07-03,98.0,2026-02-09
SNOW,Snowflake,クラウド/データ,US,152.8,-5.87,5816100,4708175,1.24,"4472400,4536900,4713800,3142800,5816100",277.14,130.53,15.2,171.64,179.95,215.74,25.6,-5.3704,-3.9521,-1.4183,187.28,156.0,-10.2,なし,62.77,,52822962176.0,30.1,,239.40697,56.7,2026-03-28T22:27:44.969125,223.49,137.46,150.63,-31.6,11.2,1.4,280.67,2025-11-03,120.1,2025-04-07
DDOG,Datadog,クラウド/監視,US,114.48,-7.9,6124800,4573445,1.34,"3549700,4005800,3565500,3443900,6124800",199.72,87.0,24.4,123.79,122.44,139.39,35.4,0.1725,0.9513,-0.7788,135.37,112.21,9.8,なし,369.29,,40508899328.0,29.2,,182.4307,59.4,2026-03-28T22:27:45.586226,77.04,68.1,101.1,48.6,68.1,13.2,201.69,2025-11-11,81.63,2025-04-07
NET,Cloudflare,クラウド/セキュリティ,US,203.02,-3.38,3747100,3591565,1.04,"3940200,3290500,3236100,4060200,3747100",253.3,97.08,67.8,206.3,190.08,201.1,51.0,7.074,8.0652,-0.9912,233.0,179.59,43.9,なし,140.82,,71459037184.0,33.6,,233.46774,15.0,2026-03-28T22:27:46.259701,65.63,57.09,114.92,209.3,255.6,76.7,260.0,2025-11-03,89.42,2025-04-07
CRWD,CrowdStrike,サイバーセキュリティ,US,369.58,-5.87,6022200,4238245,1.42,"3603300,3636300,3128700,2458700,6022200",557.53,308.86,24.4,415.97,418.16,465.69,24.6,-7.3243,-2.0078,-5.3164,461.26,370.67,-1.2,なし,59.84,,93730693120.0,23.3,,490.4775,32.7,2026-03-28T22:27:46.946796,173.85,129.6,357.11,112.6,185.2,3.5,566.9,2025-11-12,298.0,2025-04-07
ZS,Zscaler,サイバーセキュリティ,US,133.16,-5.89,4297800,2723130,1.58,"1603400,3419300,2996900,1936700,4297800",336.27,133.16,0.0,152.09,171.19,254.25,15.9,-8.616,-7.9705,-0.6455,168.31,135.87,-8.3,なし,29.02,,21410889728.0,25.9,,233.7011,75.5,2026-03-28T22:27:47.691624,165.75,110.7,207.14,-19.7,20.3,-35.7,336.99,2025-11-03,128.0,2026-03-27
PANW,Palo Alto Networks,サイバーセキュリティ,US,147.02,-5.97,11387200,7939890,1.43,"7218800,7143100,6350000,6082000,11387200",221.38,141.67,6.7,161.99,164.83,188.5,27.3,-2.1568,-0.7509,-1.406,175.31,148.68,-6.2,なし,82.13,,119968325632.0,14.9,,206.97292,40.8,2026-03-28T22:27:48.232847,53.37,96.1,172.76,175.5,53.0,-14.9,223.61,2025-10-28,139.57,2026-02-24
SHOP,Shopify,EC/SaaS,US,111.85,-3.1,7725600,8954130,0.86,"8785200,13321800,8161600,7715300,7725600",179.01,76.89,34.2,123.88,126.01,140.87,25.9,-3.3135,-2.2596,-1.0539,136.58,111.18,2.6,なし,118.99,,145973608448.0,30.6,,160.15218,43.2,2026-03-28T22:27:48.902826,103.99,46.7,96.68,7.6,139.5,15.7,182.19,2025-10-29,69.84,2025-04-04
UBER,Uber Technologies,モビリティ,US,69.18,-1.94,13850200,18281010,0.76,"14154700,14404200,11569300,15412900,13850200",100.1,64.62,12.9,74.28,75.8,87.2,40.1,-1.0716,-0.6515,-0.4201,78.56,70.0,-9.6,なし,14.63,,142380466176.0,20.1,,103.67615,49.9,2026-03-28T22:27:49.442037,53.35,30.87,72.75,29.7,124.1,-4.9,101.99,2025-09-22,60.63,2025-04-07
