ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
DELL,Dell Technologies Inc.,US,420.9100036621094,32.76,66.5,2.08,19729242,9471905,0.0,出来高急増 x2.1 / 5日急騰 +66.5% / 単日急騰 +32.8% / 新高値圏,4,2026-05-29 23:10,True
SMCI,"Super Micro Computer, Inc.",US,46.09000015258789,11.6,37.75,1.26,57182092,45558293,0.0,5日急騰 +37.7% / 単日急騰 +11.6% / 新高値圏,3,2026-05-29 23:10,True
6981.T,MURATA MANUFACTURING CO,JP,9625.0,12.73,34.99,1.88,41241300,21968945,0.0,5日急騰 +35.0% / 単日急騰 +12.7% / 新高値圏,3,2026-05-29 23:10,False
HPE,Hewlett Packard Enterprise Comp,US,43.040000915527344,12.64,26.7,1.7,34739735,20422188,0.0,5日急騰 +26.7% / 単日急騰 +12.6% / 新高値圏,3,2026-05-29 23:10,True
NOW,"ServiceNow, Inc.",US,124.37000274658203,14.38,24.76,1.18,36403768,30734552,0.0,5日急騰 +24.8% / 単日急騰 +14.4% / 新高値圏,3,2026-05-29 23:09,True
6762.T,TDK CORP,JP,4108.0,8.22,21.9,1.34,21244760,15826665,0.0,5日急騰 +21.9% / 単日急騰 +8.2% / 新高値圏,3,2026-05-29 23:10,False
ESTC,Elastic N.V.,US,64.69999694824219,12.31,20.17,1.64,3743547,2282611,0.0,5日急騰 +20.2% / 単日急騰 +12.3% / 新高値圏,3,2026-05-29 23:09,True
ORCL,Oracle Corporation,US,225.77999877929688,10.84,18.98,0.96,20402966,21177291,0.0,5日急騰 +19.0% / 単日急騰 +10.8% / 新高値圏,3,2026-05-29 23:10,True
6963.T,ROHM CO LTD,JP,5458.0,7.48,18.78,0.93,6228920,6721630,0.0,5日急騰 +18.8% / 単日急騰 +7.5% / 新高値圏,3,2026-05-29 23:10,True
IBM,International Business Machines,US,297.79998779296875,12.71,17.72,1.7,15684958,9216654,0.0,5日急騰 +17.7% / 単日急騰 +12.7% / 新高値圏,3,2026-05-29 23:10,True
285A.T,KIOXIA HOLDINGS CORPORATION,JP,65850.0,7.46,14.72,1.21,39935920,33130490,0.0,5日急騰 +14.7% / 単日急騰 +7.5% / 新高値圏,3,2026-05-29 23:10,False
4443.T,SANSAN INC,JP,1679.0,8.04,14.4,1.18,1966860,1664905,0.0,5日急騰 +14.4% / 単日急騰 +8.0% / 新高値圏,3,2026-05-29 23:10,True
DDOG,"Datadog, Inc.",US,247.35000610351562,9.82,13.44,0.78,5552198,7106569,0.0,5日急騰 +13.4% / 単日急騰 +9.8% / 新高値圏,3,2026-05-29 23:10,True
SNOW,Snowflake Inc.,US,255.5500030517578,6.84,54.37,1.8,18551397,10314464,0.0,5日急騰 +54.4% / 新高値圏,2,2026-05-29 23:10,True
MU,"Micron Technology, Inc.",US,971.0,5.14,27.41,1.06,58937588,55848792,0.0,5日急騰 +27.4% / 新高値圏,2,2026-05-29 23:10,True
FSLR,"First Solar, Inc.",US,306.7900085449219,1.12,23.27,1.28,4022295,3139708,0.0,5日急騰 +23.3% / 新高値圏,2,2026-05-29 23:10,False
IONQ,"IonQ, Inc.",US,72.06999969482422,2.75,22.38,0.97,34456002,35526520,0.0,5日急騰 +22.4% / 新高値圏,2,2026-05-29 23:10,True
ARM,Arm Holdings plc,US,353.2900085449219,5.37,18.46,0.96,11798600,12229785,0.0,5日急騰 +18.5% / 新高値圏,2,2026-05-29 23:09,True
QCOM,QUALCOMM Incorporated,US,251.02000427246094,3.18,17.62,0.94,27315842,29155510,0.0,5日急騰 +17.6% / 新高値圏,2,2026-05-29 23:10,True
SOFI,"SoFi Technologies, Inc.",US,18.219999313354492,7.37,16.42,1.28,84951111,66578852,-6.56,5日急騰 +16.4% / 単日急騰 +7.4%,2,2026-05-29 23:09,True
6971.T,KYOCERA CORP,JP,3483.0,6.48,16.22,1.28,8703000,6822495,0.0,5日急騰 +16.2% / 新高値圏,2,2026-05-29 23:10,False
AI,"C3.ai, Inc.",US,10.770000457763672,5.38,15.43,1.32,6690106,5082751,0.0,5日急騰 +15.4% / 新高値圏,2,2026-05-29 23:09,True
RIVN,"Rivian Automotive, Inc.",US,16.299999237060547,7.24,15.19,0.96,31137840,32515220,-8.12,5日急騰 +15.2% / 単日急騰 +7.2%,2,2026-05-29 23:09,True
AMD,"Advanced Micro Devices, Inc.",US,516.0999755859375,-0.38,14.79,0.78,30806453,39338598,-0.38,5日急騰 +14.8% / 新高値圏,2,2026-05-29 23:10,True
PLTR,Palantir Technologies Inc.,US,156.5399932861328,9.21,13.92,1.05,47419436,45027199,-2.67,5日急騰 +13.9% / 単日急騰 +9.2%,2,2026-05-29 23:09,True
6723.T,RENESAS ELECTRONICS CORP,JP,4500.0,4.51,11.28,1.08,22374080,20748345,-1.94,5日急騰 +11.3% / 新高値圏,2,2026-05-29 23:10,True
XYZ,"Block, Inc.",US,75.72000122070312,1.84,10.3,0.98,6208899,6329079,0.0,5日急騰 +10.3% / 新高値圏,2,2026-05-29 23:09,True
4063.T,SHIN-ETSU CHEMICAL CO,JP,7758.0,5.64,10.29,1.12,9834320,8775720,0.0,5日急騰 +10.3% / 新高値圏,2,2026-05-29 23:10,True
MDB,"MongoDB, Inc.",US,335.54998779296875,3.03,5.69,2.07,5570799,2686399,0.0,出来高急増 x2.1 / 新高値圏,2,2026-05-29 23:09,True
RGTI,"Rigetti Computing, Inc.",US,25.540000915527344,-5.51,15.88,1.89,99354552,52706648,-5.51,5日急騰 +15.9%,1,2026-05-29 23:10,True
RKLB,Rocket Lab Corporation,US,143.47999572753906,-3.07,14.37,1.0,30061373,30181418,-4.49,5日急騰 +14.4%,1,2026-05-29 23:09,True
NET,"Cloudflare, Inc.",US,241.82000732421875,6.01,13.72,0.69,3442034,4970058,-5.83,5日急騰 +13.7%,1,2026-05-29 23:10,True
SHOP,Shopify Inc.,US,118.70999908447266,3.2,13.21,0.71,10557522,14830960,-12.16,5日急騰 +13.2%,1,2026-05-29 23:10,True
LCID,"Lucid Group, Inc.",US,6.550000190734863,1.39,12.16,0.85,13882050,16253872,-38.67,5日急騰 +12.2%,1,2026-05-29 23:10,True
PATH,"UiPath, Inc.",US,11.720000267028809,1.21,10.88,1.41,56369501,39906945,-5.86,5日急騰 +10.9%,1,2026-05-29 23:10,True
