ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
MRNA,"Moderna, Inc.",US,79.76000213623047,10.01,33.49,1.24,11368502,9190160,0.0,5日急騰 +33.5% / 単日急騰 +10.0% / 新高値圏,3,2026-07-02 23:03,True
RIVN,"Rivian Automotive, Inc.",US,18.6299991607666,8.44,25.37,1.34,43502217,32499104,0.0,5日急騰 +25.4% / 単日急騰 +8.4% / 新高値圏,3,2026-07-02 23:03,True
4478.T,FREEE K K,JP,2116.0,10.32,12.08,1.37,596320,433830,-21.92,5日急騰 +12.1% / 単日急騰 +10.3%,2,2026-07-02 23:03,True
MA,Mastercard Incorporated,US,539.3900146484375,3.24,10.32,1.23,5166780,4211590,0.0,5日急騰 +10.3% / 新高値圏,2,2026-07-02 23:03,True
AFRM,"Affirm Holdings, Inc.",US,84.58000183105469,0.87,10.06,1.07,4820754,4525603,0.0,5日急騰 +10.1% / 新高値圏,2,2026-07-02 23:03,True
RKLB,Rocket Lab Corporation,US,100.45999908447266,0.39,24.5,1.03,30729058,29942249,-33.13,5日急騰 +24.5%,1,2026-07-02 23:03,True
MDB,"MongoDB, Inc.",US,354.8800048828125,-1.25,20.67,1.22,2041399,1678644,-12.13,5日急騰 +20.7%,1,2026-07-02 23:03,True
PLTR,Palantir Technologies Inc.,US,129.3000030517578,2.84,20.54,1.21,52665081,43569050,-19.51,5日急騰 +20.5%,1,2026-07-02 23:03,True
RBLX,Roblox Corporation,US,55.40999984741211,-4.38,19.44,0.98,11916884,12167041,-10.38,5日急騰 +19.4%,1,2026-07-02 23:03,True
NOW,"ServiceNow, Inc.",US,106.31999969482422,0.49,18.77,0.91,23521608,25719597,-21.74,5日急騰 +18.8%,1,2026-07-02 23:03,True
LCID,"Lucid Group, Inc.",US,6.079999923706055,-8.3,18.75,1.35,21422902,15827370,-34.83,5日急騰 +18.8%,1,2026-07-02 23:03,True
PATH,"UiPath, Inc.",US,11.710000038146973,1.39,17.93,1.19,61208234,51529188,-10.61,5日急騰 +17.9%,1,2026-07-02 23:03,True
DDOG,"Datadog, Inc.",US,260.3599853515625,-1.56,17.84,1.08,5409278,4996379,-6.17,5日急騰 +17.8%,1,2026-07-02 23:03,True
4443.T,SANSAN INC,JP,1676.0,6.62,17.37,1.24,1816140,1459740,-5.04,5日急騰 +17.4%,1,2026-07-02 23:03,True
COIN,"Coinbase Global, Inc.",US,165.47999572753906,3.92,16.11,1.08,9598590,8903857,-23.6,5日急騰 +16.1%,1,2026-07-02 23:03,True
SNOW,Snowflake Inc.,US,260.1499938964844,-0.4,14.57,1.41,10373502,7331985,-7.14,5日急騰 +14.6%,1,2026-07-02 23:03,True
ADBE,Adobe Inc.,US,219.72000122070312,4.14,13.6,0.82,7337585,8940121,-19.82,5日急騰 +13.6%,1,2026-07-02 23:03,True
AAPL,Apple Inc.,US,308.6300048828125,4.84,12.17,1.49,103073525,68950686,-2.08,5日急騰 +12.2%,1,2026-07-02 23:03,True
IBM,International Business Machines,US,289.5199890136719,1.14,12.1,0.84,7084056,8418294,-12.06,5日急騰 +12.1%,1,2026-07-02 23:03,True
4816.T,TOEI ANIMATION,JP,2544.0,5.34,10.9,1.1,307760,280670,-11.76,5日急騰 +10.9%,1,2026-07-02 23:04,True
MSFT,Microsoft Corporation,US,390.489990234375,1.62,10.67,1.52,74226639,48843379,-15.21,5日急騰 +10.7%,1,2026-07-02 23:03,True
CRM,"Salesforce, Inc.",US,166.11000061035156,1.76,10.6,0.85,14420144,17048441,-20.54,5日急騰 +10.6%,1,2026-07-02 23:03,True
VRTX,Vertex Pharmaceuticals Incorpor,US,528.0399780273438,6.03,9.97,1.67,3154426,1887141,0.0,新高値圏,1,2026-07-02 23:03,False
V,Visa Inc.,US,362.1300048828125,3.15,9.56,1.26,11262412,8942208,0.0,新高値圏,1,2026-07-02 23:03,True
6971.T,KYOCERA CORP,JP,3887.0,1.73,9.25,1.02,8452740,8278610,-0.66,新高値圏,1,2026-07-02 23:04,False
GD,General Dynamics Corporation,US,373.5400085449219,2.94,8.37,0.91,1339297,1464069,0.0,新高値圏,1,2026-07-02 23:03,False
7267.T,HONDA MOTOR CO,JP,1527.0,3.7,7.99,1.2,22008320,18389580,0.0,新高値圏,1,2026-07-02 23:03,True
LLY,Eli Lilly and Company,US,1213.9100341796875,1.86,7.65,1.17,4022128,3439612,-1.3,新高値圏,1,2026-07-02 23:03,True
JNJ,Johnson & Johnson,US,263.0400085449219,3.57,7.42,1.05,9562607,9141201,0.0,新高値圏,1,2026-07-02 23:03,False
ABBV,AbbVie Inc.,US,261.07000732421875,3.99,7.37,1.83,16267795,8884548,0.0,新高値圏,1,2026-07-02 23:03,True
4385.T,MERCARI INC,JP,4189.0,6.62,7.19,0.94,1747980,1852185,-1.18,新高値圏,1,2026-07-02 23:04,True
TTWO,"Take-Two Interactive Software, ",US,254.99000549316406,1.87,6.82,1.16,3527529,3036997,0.0,新高値圏,1,2026-07-02 23:03,True
RTX,RTX Corporation,US,199.25,3.9,6.78,0.86,4682589,5414327,-1.67,新高値圏,1,2026-07-02 23:03,False
7269.T,SUZUKI MOTOR CORP,JP,2062.5,3.62,6.51,1.22,9591040,7860735,0.0,新高値圏,1,2026-07-02 23:03,True
XYZ,"Block, Inc.",US,78.83000183105469,2.2,6.41,1.2,7445524,6192581,0.0,新高値圏,1,2026-07-02 23:03,True
2413.T,M3 INC,JP,1853.0,4.31,6.25,0.87,3952900,4525795,0.0,新高値圏,1,2026-07-02 23:04,True
AMGN,Amgen Inc.,US,374.1499938964844,3.55,6.05,0.79,2563544,3228861,0.0,新高値圏,1,2026-07-02 23:03,False
NVO,Novo Nordisk A/S,US,50.43000030517578,3.4,5.86,0.92,12212576,13322319,0.0,新高値圏,1,2026-07-02 23:03,True
ABNB,"Airbnb, Inc.",US,148.92999267578125,1.1,4.97,1.06,4223650,3994717,0.0,新高値圏,1,2026-07-02 23:03,True
6902.T,DENSO CORP,JP,1932.5,3.31,3.87,1.13,9758840,8668685,-1.53,新高値圏,1,2026-07-02 23:04,False
TMO,Thermo Fisher Scientific Inc,US,523.4400024414062,1.97,3.5,1.19,2721422,2288320,-1.45,新高値圏,1,2026-07-02 23:03,True
6098.T,RECRUIT HOLDINGS CO LTD,JP,11630.0,0.87,3.47,0.98,4208720,4286150,0.0,新高値圏,1,2026-07-02 23:03,True
UNH,UnitedHealth Group Incorporated,US,425.3599853515625,-0.28,2.37,0.85,6074352,7145288,-0.59,新高値圏,1,2026-07-02 23:03,False
2801.T,KIKKOMAN CORP,JP,1644.5,2.4,0.49,0.8,3737620,4664815,-1.41,新高値圏,1,2026-07-02 23:04,True
EA,Electronic Arts Inc.,US,205.2100067138672,-0.12,0.23,0.95,2043806,2155761,-0.12,新高値圏,1,2026-07-02 23:03,True
