ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
NET,"Cloudflare, Inc.",US,275.79998779296875,0.88,11.97,1.04,3559171,3416812,0.0,5日急騰 +12.0% / 新高値圏,2,2026-07-09 23:09,True
HPE,Hewlett Packard Enterprise Comp,US,49.11000061035156,9.94,11.74,0.76,19024461,25099790,-12.28,5日急騰 +11.7% / 単日急騰 +9.9%,2,2026-07-09 23:09,True
4385.T,MERCARI INC,JP,4617.0,-1.03,10.22,1.04,1914640,1848375,-1.03,5日急騰 +10.2% / 新高値圏,2,2026-07-09 23:09,True
6098.T,RECRUIT HOLDINGS CO LTD,JP,12505.0,2.67,7.52,1.02,4222860,4146335,0.0,新高値圏,1,2026-07-09 23:09,True
AAPL,Apple Inc.,US,316.2200012207031,0.9,7.42,0.79,51527732,65325708,0.0,新高値圏,1,2026-07-09 23:09,True
RIVN,"Rivian Automotive, Inc.",US,18.1200008392334,8.76,5.47,1.92,81234725,42239666,-10.03,単日急騰 +8.8%,1,2026-07-09 23:09,True
8766.T,TOKIO MARINE HOLDINGS INC,JP,7870.0,2.21,4.78,0.93,5577780,6006110,-0.99,新高値圏,1,2026-07-09 23:09,True
4661.T,ORIENTAL LAND CO,JP,2603.0,0.04,3.91,0.95,5061500,5327150,-1.53,新高値圏,1,2026-07-09 23:09,True
8316.T,SUMITOMO MITSUI FINANCIAL GROUP,JP,6816.0,0.07,3.7,0.87,11191240,12875290,0.0,新高値圏,1,2026-07-09 23:09,True
GD,General Dynamics Corporation,US,374.6000061035156,0.08,3.69,0.71,992511,1403447,-0.6,新高値圏,1,2026-07-09 23:09,False
8306.T,MITSUBISHI UFJ FINANCIAL GROUP ,JP,3414.0,-0.55,3.27,0.93,33197540,35799590,-0.93,新高値圏,1,2026-07-09 23:09,True
8411.T,MIZUHO FINANCIAL GROUP,JP,8214.0,-0.44,3.02,0.86,7889220,9187535,-0.44,新高値圏,1,2026-07-09 23:09,True
9433.T,KDDI CORPORATION,JP,2805.0,-0.11,2.99,0.88,8251080,9330515,-0.11,新高値圏,1,2026-07-09 23:09,True
TMO,Thermo Fisher Scientific Inc,US,524.7100219726562,2.86,2.22,0.79,1707929,2164422,-1.21,新高値圏,1,2026-07-09 23:09,True
LLY,Eli Lilly and Company,US,1216.949951171875,0.09,2.12,0.81,2539079,3136609,-1.51,新高値圏,1,2026-07-09 23:09,True
285A.T,KIOXIA HOLDINGS CORPORATION,JP,77860.0,8.33,2.1,1.19,46371320,38982730,-28.37,単日急騰 +8.3%,1,2026-07-09 23:09,False
UNH,UnitedHealth Group Incorporated,US,431.67999267578125,1.43,1.21,0.81,5106087,6273436,0.0,新高値圏,1,2026-07-09 23:09,False
2801.T,KIKKOMAN CORP,JP,1658.5,-1.46,0.85,0.82,3331500,4060875,-1.46,新高値圏,1,2026-07-09 23:09,True
EA,Electronic Arts Inc.,US,206.55999755859375,0.82,0.54,0.83,1730290,2081532,0.0,新高値圏,1,2026-07-09 23:09,True
XYZ,"Block, Inc.",US,77.41999816894531,1.14,0.38,0.74,4419410,5990487,-1.9,新高値圏,1,2026-07-09 23:09,True
ABNB,"Airbnb, Inc.",US,146.88999938964844,2.76,-0.29,0.73,2781381,3792085,-1.37,新高値圏,1,2026-07-09 23:09,True
ARM,Arm Holdings plc,US,327.8699951171875,9.2,-2.84,0.65,6662527,10201331,-25.39,単日急騰 +9.2%,1,2026-07-09 23:09,True
