ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
NET,"Cloudflare, Inc.",US,268.8299865722656,8.6,10.28,0.92,3225743,3488110,-1.4,5日急騰 +10.3% / 単日急騰 +8.6% / 新高値圏,3,2026-07-07 22:58,True
4385.T,MERCARI INC,JP,4512.0,1.62,10.32,1.04,1850580,1786480,0.0,5日急騰 +10.3% / 新高値圏,2,2026-07-07 22:59,True
AAPL,Apple Inc.,US,310.6600036621094,-0.64,10.26,0.84,57260883,68398670,-1.44,5日急騰 +10.3% / 新高値圏,2,2026-07-07 22:58,True
PLTR,Palantir Technologies Inc.,US,134.3699951171875,1.38,16.14,1.12,49393248,44114112,-16.36,5日急騰 +16.1%,1,2026-07-07 22:58,True
MRNA,"Moderna, Inc.",US,79.7699966430664,-2.48,14.45,1.21,11880147,9805086,-2.48,5日急騰 +14.4%,1,2026-07-07 22:58,True
4478.T,FREEE K K,JP,2262.0,-0.09,13.33,1.35,603480,447350,-16.53,5日急騰 +13.3%,1,2026-07-07 22:59,True
NOW,"ServiceNow, Inc.",US,110.7300033569336,2.59,10.76,0.84,20831597,24684194,-18.5,5日急騰 +10.8%,1,2026-07-07 22:58,True
NOC,Northrop Grumman Corporation,US,549.0399780273438,0.24,10.69,1.03,1111661,1078995,-20.49,5日急騰 +10.7%,1,2026-07-07 22:58,False
6501.T,HITACHI,JP,4942.0,2.85,10.53,1.02,13793780,13506845,-7.73,5日急騰 +10.5%,1,2026-07-07 22:59,True
IBM,International Business Machines,US,306.1300048828125,2.21,10.12,0.88,7200257,8150669,-7.02,5日急騰 +10.1%,1,2026-07-07 22:58,True
7269.T,SUZUKI MOTOR CORP,JP,2129.5,-0.7,8.9,1.09,9107600,8375935,-0.7,新高値圏,1,2026-07-07 22:59,True
6098.T,RECRUIT HOLDINGS CO LTD,JP,12300.0,3.4,8.56,1.01,4243980,4212320,0.0,新高値圏,1,2026-07-07 22:59,True
GD,General Dynamics Corporation,US,374.6400146484375,-0.59,8.11,0.79,1127793,1435478,-0.59,新高値圏,1,2026-07-07 22:58,False
8306.T,MITSUBISHI UFJ FINANCIAL GROUP ,JP,3446.0,2.26,7.45,0.85,32085480,37899940,0.0,新高値圏,1,2026-07-07 22:59,True
8316.T,SUMITOMO MITSUI FINANCIAL GROUP,JP,6812.0,0.18,7.34,0.81,11198200,13770950,0.0,新高値圏,1,2026-07-07 22:59,True
RTX,RTX Corporation,US,200.85000610351562,-0.26,7.22,0.88,4796820,5475950,-0.88,新高値圏,1,2026-07-07 22:58,False
8411.T,MIZUHO FINANCIAL GROUP,JP,8227.0,0.39,6.25,0.84,8107340,9640960,-0.27,新高値圏,1,2026-07-07 22:59,True
9983.T,FAST RETAILING CO LTD,JP,87900.0,1.12,6.15,0.97,936980,962265,0.0,新高値圏,1,2026-07-07 22:59,True
7267.T,HONDA MOTOR CO,JP,1570.5,-1.78,6.11,1.19,22549220,18870315,-1.78,新高値圏,1,2026-07-07 22:59,True
2413.T,M3 INC,JP,1924.5,1.16,6.03,0.78,3268540,4178105,0.0,新高値圏,1,2026-07-07 22:59,True
6902.T,DENSO CORP,JP,1985.0,-0.35,5.81,0.93,7730220,8338495,-0.35,新高値圏,1,2026-07-07 22:59,False
6367.T,DAIKIN INDUSTRIES,JP,25980.0,-0.65,5.25,1.14,1319000,1161135,-0.65,新高値圏,1,2026-07-07 22:59,True
VRTX,Vertex Pharmaceuticals Incorpor,US,522.25,-1.39,4.52,0.91,1769196,1933634,-1.39,新高値圏,1,2026-07-07 22:58,False
MA,Mastercard Incorporated,US,531.6199951171875,-0.28,4.31,0.95,4018750,4212662,-1.44,新高値圏,1,2026-07-07 22:58,True
TTWO,"Take-Two Interactive Software, ",US,257.7900085449219,-0.24,4.31,0.75,2281037,3043114,-0.24,新高値圏,1,2026-07-07 22:58,True
2914.T,JAPAN TOBACCO INC,JP,6219.0,0.48,3.44,0.89,4550260,5136275,-1.67,新高値圏,1,2026-07-07 22:59,True
JNJ,Johnson & Johnson,US,267.239990234375,3.05,3.38,0.85,7771825,9174281,0.0,新高値圏,1,2026-07-07 22:58,False
NVO,Novo Nordisk A/S,US,49.63999938964844,0.77,2.69,0.86,11289159,13199694,-1.57,新高値圏,1,2026-07-07 22:58,True
AMGN,Amgen Inc.,US,368.1000061035156,0.45,2.09,0.74,2351623,3161595,-1.62,新高値圏,1,2026-07-07 22:58,False
UNH,UnitedHealth Group Incorporated,US,428.19000244140625,2.44,1.99,0.81,5322964,6567051,0.0,新高値圏,1,2026-07-07 22:58,False
9433.T,KDDI CORPORATION,JP,2779.0,1.52,1.24,0.85,7808580,9189565,-0.04,新高値圏,1,2026-07-07 22:59,True
ABNB,"Airbnb, Inc.",US,148.8000030517578,0.78,1.11,0.77,2977233,3852918,-0.09,新高値圏,1,2026-07-07 22:58,True
2801.T,KIKKOMAN CORP,JP,1678.5,1.27,0.63,0.82,3646900,4432205,0.0,新高値圏,1,2026-07-07 22:59,True
LLY,Eli Lilly and Company,US,1235.56005859375,2.96,0.46,0.9,2997684,3345381,0.0,新高値圏,1,2026-07-07 22:58,True
EA,Electronic Arts Inc.,US,205.44000244140625,0.11,0.19,0.93,1944153,2101558,-0.0,新高値圏,1,2026-07-07 22:58,True
XYZ,"Block, Inc.",US,77.55999755859375,-1.72,-0.59,0.89,5453426,6156936,-1.72,新高値圏,1,2026-07-07 22:58,True
