ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
PYPL,"PayPal Holdings, Inc.",US,55.52000045776367,17.2,24.68,1.42,27754647,19541141,0.0,5日急騰 +24.7% / 単日急騰 +17.2% / 新高値圏,3,2026-07-15 22:56,True
6920.T,LASERTEC CORP,JP,49690.0,10.18,18.31,1.09,3962640,3634330,-13.23,5日急騰 +18.3% / 単日急騰 +10.2%,2,2026-07-15 22:57,True
META,"Meta Platforms, Inc.",US,681.3099975585938,3.07,12.96,1.18,24301721,20533535,-0.96,5日急騰 +13.0% / 新高値圏,2,2026-07-15 22:57,True
4063.T,SHIN-ETSU CHEMICAL CO,JP,7690.0,2.93,11.13,0.94,6952420,7373170,-1.49,5日急騰 +11.1% / 新高値圏,2,2026-07-15 22:57,True
LCID,"Lucid Group, Inc.",US,5.949999809265137,28.79,2.23,2.06,47240697,22974894,-22.73,出来高急増 x2.1 / 単日急騰 +28.8%,2,2026-07-15 22:56,True
6857.T,ADVANTEST CORP,JP,31510.0,5.83,14.39,0.95,7941400,8388910,-12.23,5日急騰 +14.4%,1,2026-07-15 22:57,True
7735.T,SCREEN HOLDINGS CO LTD,JP,18930.0,4.24,12.08,0.87,3065000,3506605,-2.87,5日急騰 +12.1%,1,2026-07-15 22:57,False
9984.T,SOFTBANK GROUP CORP,JP,6360.0,-3.26,10.36,0.96,54106480,56091465,-26.32,5日急騰 +10.4%,1,2026-07-15 22:57,True
8035.T,TOKYO ELECTRON,JP,74240.0,4.37,10.23,0.86,3837900,4447285,-5.79,5日急騰 +10.2%,1,2026-07-15 22:57,True
8306.T,MITSUBISHI UFJ FINANCIAL GROUP ,JP,3697.0,2.69,7.69,1.18,41787700,35380415,0.0,新高値圏,1,2026-07-15 22:57,True
XYZ,"Block, Inc.",US,81.80999755859375,2.28,6.87,0.86,5105107,5924716,0.0,新高値圏,1,2026-07-15 22:57,True
6988.T,NITTO DENKO CORP,JP,3323.0,-0.03,5.96,1.03,3031220,2949735,-1.51,新高値圏,1,2026-07-15 22:57,False
TMO,Thermo Fisher Scientific Inc,US,535.2899780273438,0.23,4.93,0.73,1516794,2090473,0.0,新高値圏,1,2026-07-15 22:57,True
8316.T,SUMITOMO MITSUI FINANCIAL GROUP,JP,7121.0,2.21,4.55,0.97,11530620,11946870,0.0,新高値圏,1,2026-07-15 22:57,True
8411.T,MIZUHO FINANCIAL GROUP,JP,8624.0,1.7,4.53,0.96,8210560,8563335,0.0,新高値圏,1,2026-07-15 22:57,True
AAPL,Apple Inc.,US,327.5,4.01,4.5,0.68,44526466,65221181,0.0,新高値圏,1,2026-07-15 22:56,True
ABNB,"Airbnb, Inc.",US,148.3800048828125,1.26,3.8,0.91,3438723,3775075,-0.37,新高値圏,1,2026-07-15 22:56,True
NVO,Novo Nordisk A/S,US,50.560001373291016,3.04,3.42,0.66,7218047,10975621,0.0,新高値圏,1,2026-07-15 22:56,True
7752.T,RICOH CO,JP,1531.0,-0.1,3.41,1.03,2062360,2007340,-0.1,新高値圏,1,2026-07-15 22:57,False
6098.T,RECRUIT HOLDINGS CO LTD,JP,12580.0,-0.63,3.28,0.98,3984780,4051620,-0.63,新高値圏,1,2026-07-15 22:57,True
MA,Mastercard Incorporated,US,535.2100219726562,-0.52,3.13,0.69,2756789,3972802,-0.61,新高値圏,1,2026-07-15 22:56,True
7751.T,CANON INC,JP,4419.0,0.71,3.06,0.8,3139200,3914030,0.0,新高値圏,1,2026-07-15 22:57,False
V,Visa Inc.,US,355.1400146484375,-0.25,2.19,0.74,7350593,9875243,-1.93,新高値圏,1,2026-07-15 22:57,True
BMY,Bristol-Myers Squibb Company,US,58.720001220703125,3.11,2.05,0.8,10558444,13259331,-1.99,新高値圏,1,2026-07-15 22:57,False
9433.T,KDDI CORPORATION,JP,2852.5,0.62,1.58,0.77,6827780,8911590,0.0,新高値圏,1,2026-07-15 22:57,True
EA,Electronic Arts Inc.,US,207.27000427246094,0.3,1.16,0.93,2080480,2232585,0.0,新高値圏,1,2026-07-15 22:56,True
4385.T,MERCARI INC,JP,4693.0,-1.63,0.6,0.93,1676320,1794455,-1.92,新高値圏,1,2026-07-15 22:57,True
6902.T,DENSO CORP,JP,1953.5,0.62,0.44,0.77,5946920,7773385,-1.93,新高値圏,1,2026-07-15 22:57,False
