ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
ARM,Arm Holdings plc,US,298.2300109863281,16.16,30.52,1.13,13929973,12342248,0.0,5日急騰 +30.5% / 単日急騰 +16.2% / 新高値圏,3,2026-05-21 23:02,True
ENPH,"Enphase Energy, Inc.",US,62.34000015258789,17.29,29.85,1.48,13959949,9447817,0.0,5日急騰 +29.8% / 単日急騰 +17.3% / 新高値圏,3,2026-05-21 23:02,True
IBM,International Business Machines,US,252.97000122070312,12.43,15.84,1.37,9645972,7064288,-1.55,5日急騰 +15.8% / 単日急騰 +12.4% / 新高値圏,3,2026-05-21 23:02,True
6526.T,SOCIONEXT INC,JP,2637.0,18.97,14.9,1.11,12900820,11614440,0.0,5日急騰 +14.9% / 単日急騰 +19.0% / 新高値圏,3,2026-05-21 23:02,True
RGTI,"Rigetti Computing, Inc.",US,22.040000915527344,30.57,14.37,1.52,49813181,32730975,0.0,5日急騰 +14.4% / 単日急騰 +30.6% / 新高値圏,3,2026-05-21 23:02,True
285A.T,KIOXIA HOLDINGS CORPORATION,JP,55340.0,7.9,14.2,1.14,35174480,30887795,0.0,5日急騰 +14.2% / 単日急騰 +7.9% / 新高値圏,3,2026-05-21 23:02,False
4443.T,SANSAN INC,JP,1407.0,1.22,11.14,1.1,1776440,1610090,0.0,5日急騰 +11.1% / 新高値圏,2,2026-05-21 23:02,True
6981.T,MURATA MANUFACTURING CO,JP,6727.0,9.13,6.12,0.93,12377960,13286655,0.0,単日急騰 +9.1% / 新高値圏,2,2026-05-21 23:03,False
IONQ,"IonQ, Inc.",US,58.88999938964844,12.24,2.47,1.02,33208492,32521298,0.0,単日急騰 +12.2% / 新高値圏,2,2026-05-21 23:02,True
6723.T,RENESAS ELECTRONICS CORP,JP,3785.0,8.14,-1.79,0.72,15308580,21274685,-1.79,単日急騰 +8.1% / 新高値圏,2,2026-05-21 23:02,True
DXCM,"DexCom, Inc.",US,71.9000015258789,0.64,24.35,1.6,11254530,7012637,-3.33,5日急騰 +24.4%,1,2026-05-21 23:02,True
6098.T,RECRUIT HOLDINGS CO LTD,JP,9564.0,-0.92,22.93,1.58,12098660,7671965,-2.86,5日急騰 +22.9%,1,2026-05-21 23:02,True
NOW,"ServiceNow, Inc.",US,99.69000244140625,-3.49,10.15,1.38,38981682,28162210,-19.82,5日急騰 +10.2%,1,2026-05-21 23:01,True
SWKS,"Skyworks Solutions, Inc.",US,73.54000091552734,-1.09,9.66,1.0,5314764,5288411,-1.09,新高値圏,1,2026-05-21 23:02,False
DDOG,"Datadog, Inc.",US,218.0399932861328,2.73,7.49,0.82,5519790,6756422,0.0,新高値圏,1,2026-05-21 23:02,True
FSLR,"First Solar, Inc.",US,248.8800048828125,4.63,7.45,0.97,2563870,2640142,0.0,新高値圏,1,2026-05-21 23:02,False
8306.T,MITSUBISHI UFJ FINANCIAL GROUP ,JP,3067.0,1.22,6.6,1.39,54763560,39281685,-1.32,新高値圏,1,2026-05-21 23:02,True
8316.T,SUMITOMO MITSUI FINANCIAL GROUP,JP,6031.0,2.53,6.27,1.31,17547000,13433345,0.0,新高値圏,1,2026-05-21 23:03,True
9984.T,SOFTBANK GROUP CORP,JP,6039.0,19.85,4.66,0.75,63344720,83935975,-5.99,単日急騰 +19.8%,1,2026-05-21 23:02,True
8411.T,MIZUHO FINANCIAL GROUP,JP,7301.0,4.57,4.54,1.49,15617840,10498600,0.0,新高値圏,1,2026-05-21 23:03,True
MRVL,"Marvell Technology, Inc.",US,190.69000244140625,2.08,4.44,1.03,25061360,24375625,0.0,新高値圏,1,2026-05-21 23:02,True
LLY,Eli Lilly and Company,US,1041.6500244140625,2.24,3.65,0.82,2866383,3498585,-1.43,新高値圏,1,2026-05-21 23:02,True
V,Visa Inc.,US,331.1199951171875,0.11,2.67,0.97,7558561,7786820,-0.91,新高値圏,1,2026-05-21 23:02,True
AAPL,Apple Inc.,US,304.989990234375,0.91,2.27,0.88,42528525,48116741,0.0,新高値圏,1,2026-05-21 23:02,True
6762.T,TDK CORP,JP,3141.0,6.73,2.25,0.8,11089660,13915550,0.0,新高値圏,1,2026-05-21 23:03,False
7752.T,RICOH CO,JP,1443.0,-0.14,2.05,0.93,2620900,2803175,-1.7,新高値圏,1,2026-05-21 23:03,False
CDNS,"Cadence Design Systems, Inc.",US,358.4599914550781,2.16,1.59,0.75,1824104,2418591,-1.58,新高値圏,1,2026-05-21 23:02,True
6752.T,PANASONIC HOLDINGS CORP,JP,3421.0,6.67,1.3,0.86,9339820,10805765,0.0,新高値圏,1,2026-05-21 23:03,False
LRCX,Lam Research Corporation,US,302.239990234375,3.47,1.03,0.93,8847757,9480439,0.0,新高値圏,1,2026-05-21 23:02,True
6963.T,ROHM CO LTD,JP,4397.0,5.07,0.92,0.8,5211920,6490275,0.0,新高値圏,1,2026-05-21 23:02,True
EA,Electronic Arts Inc.,US,201.8699951171875,0.14,0.54,0.93,1667551,1790297,-1.12,新高値圏,1,2026-05-21 23:02,True
6971.T,KYOCERA CORP,JP,2940.0,0.65,0.17,0.97,5484020,5637785,0.0,新高値圏,1,2026-05-21 23:03,False
