ticker,name,sector,market,price,change_pct,volume,vol_avg_20d,vol_ratio,vol_5d,high_52w,low_52w,pos_52w_pct,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position,cross_signal,pe_ratio,peg_ratio,market_cap,revenue_growth_pct,dividend_yield_pct,target_price,upside_pct,fetch_time,price_5y_ago,price_3y_ago,price_1y_ago,change_5y_pct,change_3y_pct,change_1y_pct,high_1y,high_1y_date,low_1y,low_1y_date
NVDA,NVIDIA,半導体/AI,US,198.35,-0.26,133187482,164452379,0.81,"160459500,133648200,161307000,185338400,133187482",207.02,94.29,92.3,180.28,182.74,181.52,83.6,3.9019,0.9562,2.9457,199.54,161.03,96.9,なし,40.56,,4820896841728.0,73.2,2.0,268.6148,35.4,2026-04-16T22:38:01.269178,,26.98,104.47,,635.2,89.9,212.17,2025-10-29,95.02,2025-04-21
AMD,AMD,半導体/AI,US,278.26,7.8,62782038,35529881,1.77,"36477200,22781800,25733200,24695200,62782038",278.26,78.21,100.0,223.07,210.57,201.74,91.4,14.7622,8.4034,6.3588,269.57,176.56,109.3,なし,106.61,,453678137344.0,34.1,,289.34784,4.0,2026-04-16T22:38:01.574359,,89.87,88.29,,209.6,215.2,279.34,2026-04-16,83.75,2025-04-21
AVGO,Broadcom,半導体/AI,US,398.47,0.44,17582020,24577051,0.72,"29958100,24115800,24423000,29559300,17582020",411.32,145.11,95.2,335.55,331.02,331.35,86.7,17.2652,7.9969,9.2683,402.04,269.05,97.3,なし,77.83,,1889255292928.0,29.5,66.0,474.13263,19.0,2026-04-16T22:38:01.913740,,60.29,173.21,,560.9,130.1,412.95,2025-12-10,160.31,2025-04-21
MRVL,Marvell Technology,半導体,US,133.37,-0.91,20581655,26318912,0.78,"41187000,31264700,33600700,23450100,20581655",134.6,49.24,98.6,108.29,92.68,83.72,80.7,12.065,9.2243,2.8407,141.83,74.74,87.4,なし,43.44,,116626489344.0,22.1,18.0,126.43756,-5.2,2026-04-16T22:38:02.222019,,40.06,51.79,,233.0,157.5,138.19,2026-04-15,47.96,2025-04-21
LRCX,Lam Research,半導体製造装置,US,260.96,-1.58,7788574,10087898,0.77,"9124700,8773600,8500600,11324200,7788574",272.41,58.66,94.6,236.24,230.42,165.12,74.0,11.2838,6.6667,4.6171,280.08,192.4,78.2,なし,53.48,,327773552640.0,22.1,39.0,281.2258,7.8,2026-04-16T22:38:02.572327,,47.86,64.67,,445.2,303.5,273.5,2026-04-14,60.7,2025-04-21
KLAC,KLA Corporation,半導体検査装置,US,1734.85,-0.76,831440,937467,0.89,"686400,830100,871300,1163900,831440",1795.91,572.19,95.0,1584.55,1506.65,1209.34,75.8,77.3665,54.4075,22.959,1836.94,1332.16,79.8,なし,50.64,,227945988096.0,7.2,43.0,1688.0333,-2.7,2026-04-16T22:38:02.896436,,362.02,637.36,,379.2,172.2,1798.0,2026-04-14,603.13,2025-04-21
AMAT,Applied Materials,半導体製造装置,US,389.9,-1.11,5097706,6497255,0.78,"6399900,5246600,5353200,5925100,5097706",399.49,125.82,96.5,366.39,356.28,257.69,72.9,12.4608,8.7128,3.748,413.81,318.96,74.8,なし,40.03,,309428486144.0,-2.1,54.0,422.96875,8.5,2026-04-16T22:38:03.210617,,108.93,136.96,,257.9,184.7,407.29,2026-04-10,131.62,2025-04-21
CDNS,Cadence Design,半導体EDA,US,306.96,0.94,1974309,2239405,0.88,"3492800,2649000,2182500,2514300,1974309",373.37,231.64,53.1,283.81,289.53,321.22,63.7,1.192,-2.3363,3.5282,304.02,263.61,107.3,なし,75.42,,84749213696.0,6.2,,371.67776,21.1,2026-04-16T22:38:03.474475,,213.16,259.26,,44.0,18.4,376.45,2025-07-31,247.7,2025-04-21
SNPS,Synopsys,半導体EDA,US,441.15,0.62,1360835,1833156,0.74,"1602300,2525900,1255700,2038100,1360835",645.35,380.47,22.9,409.0,421.73,483.48,66.4,-0.1679,-6.1129,5.945,443.77,374.23,96.2,なし,67.56,,84507590656.0,65.5,,535.6781,21.4,2026-04-16T22:38:03.729657,,380.19,415.65,,16.0,6.1,651.73,2025-07-30,376.18,2025-11-18
TSM,TSMC,半導体ファウンドリ,US,363.35,-3.13,26179462,13646698,1.92,"13168200,9596300,12859500,14955500,26179462",386.64,139.64,90.6,348.11,352.82,295.56,68.9,7.1081,3.4655,3.6426,384.63,311.6,70.9,なし,34.7,,1884516515840.0,20.5,93.0,442.08508,21.7,2026-04-16T22:38:04.081490,,84.18,149.81,,331.7,142.5,389.11,2026-02-25,144.06,2025-04-21
INTC,Intel,半導体,US,68.5,5.48,107369016,106629045,1.01,"98624400,112111000,112796100,92051500,107369016",68.5,18.13,100.0,52.27,48.59,37.05,87.0,5.4629,3.497,1.966,70.58,33.96,94.3,なし,65.26,,343939219456.0,-4.1,,51.35488,-25.0,2026-04-16T22:38:04.419581,,31.37,19.23,,118.4,256.2,68.61,2026-04-16,18.25,2025-04-21
QCOM,Qualcomm,半導体/通信,US,134.47,1.07,7843767,12965873,0.6,"8427400,8615000,7608300,9691500,7843767",185.53,121.81,19.9,129.04,134.49,155.69,59.7,-0.9686,-2.3562,1.3876,134.31,123.78,101.6,なし,27.11,,143620030464.0,5.0,268.0,154.92857,15.2,2026-04-16T22:38:04.811568,,111.49,132.63,,20.6,1.4,203.6,2025-10-27,121.99,2026-04-07
MU,Micron Technology,半導体/メモリ,US,457.23,0.22,33430635,52062481,0.64,"36377600,37015800,52534900,40370100,33430635",465.66,64.57,97.9,398.21,404.78,256.39,75.9,12.9499,2.861,10.0889,480.47,315.96,85.9,なし,21.6,,515633840128.0,196.3,13.0,533.725,16.7,2026-04-16T22:38:05.280713,,61.74,69.16,,640.5,561.1,471.14,2026-03-18,65.49,2025-04-21
META,Meta Platforms,テック/広告,US,676.87,0.79,8876437,18239261,0.49,"13294800,9538900,17818000,14952600,8876437",788.15,483.15,63.5,599.59,629.16,680.41,84.9,9.8826,-3.9269,13.8095,683.81,515.38,95.9,なし,28.79,,1712180166656.0,23.8,31.0,855.5127,26.4,2026-04-16T22:38:05.668215,,217.16,500.75,,211.7,35.2,794.38,2025-08-15,478.31,2025-04-21
PLTR,Palantir,AI/ソフトウェア,US,142.76,0.43,42772228,50124411,0.85,"116656800,65772800,52786800,48389400,42772228",207.18,74.01,51.6,144.83,143.31,164.15,46.0,-3.1205,-2.6146,-0.5059,162.5,127.17,44.1,なし,226.6,,341435613184.0,70.0,,186.21846,30.4,2026-04-16T22:38:05.939350,,8.8,92.71,,1522.3,54.0,207.52,2025-11-03,89.31,2025-04-21
MSFT,Microsoft,テック/クラウド,US,420.26,2.2,41060589,34321999,1.2,"28111100,35745800,37504500,45063400,41060589",539.83,351.87,36.4,378.24,391.91,470.78,82.5,1.238,-5.3821,6.6201,409.55,346.93,117.1,なし,26.27,,3123531218944.0,16.7,89.0,580.86945,38.2,2026-04-16T22:38:06.316281,,282.12,368.79,,49.0,14.0,552.24,2025-07-31,352.97,2025-04-21
AAPL,Apple,テック/消費者,US,263.4,-1.14,43105688,42850424,1.01,"31291500,36234700,48370700,49913500,43105688",285.92,171.67,80.3,255.32,260.67,251.51,62.2,1.2818,-0.2185,1.5003,266.13,244.52,87.4,なし,33.3,,3871433555968.0,15.7,39.0,296.4555,12.5,2026-04-16T22:38:06.692256,,162.87,193.43,,61.7,36.2,288.35,2025-12-03,188.99,2025-04-21
AMZN,Amazon,テック/EC/クラウド,US,249.7,0.48,41687942,46412752,0.9,"56912800,42166200,72685000,43045200,41687942",254.0,167.32,95.0,219.33,213.89,225.43,84.4,9.1782,4.5659,4.6123,253.31,185.35,94.7,なし,34.78,,2685336551424.0,13.6,,281.10156,12.6,2026-04-16T22:38:06.986168,,102.74,174.33,,143.0,43.2,258.6,2025-11-03,165.29,2025-04-21
GOOGL,Alphabet,テック/広告/AI,US,336.02,-0.33,19832139,29317956,0.68,"19152600,18866400,27721400,24918800,19832139",343.45,144.2,96.3,304.34,307.6,271.4,85.4,7.4683,2.2168,5.2515,342.56,266.13,91.4,なし,31.06,,4064833961984.0,18.0,25.0,376.0575,11.9,2026-04-16T22:38:07.312717,,105.1,152.8,,219.7,119.9,348.75,2026-02-03,145.6,2025-04-21
