ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
MU,"Micron Technology, Inc.",US,746.8099975585938,15.49,37.73,1.3,55602120,42669985,0.0,5日急騰 +37.7% / 単日急騰 +15.5% / 新高値圏,3,2026-05-10 22:44,True
RKLB,Rocket Lab Corporation,US,105.47000122070312,34.22,33.83,1.26,31121740,24747135,0.0,5日急騰 +33.8% / 単日急騰 +34.2% / 新高値圏,3,2026-05-10 22:44,True
AMD,"Advanced Micro Devices, Inc.",US,455.19000244140625,11.44,26.25,1.27,59318400,46746750,0.0,5日急騰 +26.3% / 単日急騰 +11.4% / 新高値圏,3,2026-05-10 22:44,True
INTC,Intel Corporation,US,124.91999816894531,13.96,25.4,1.11,164792520,148195670,0.0,5日急騰 +25.4% / 単日急騰 +14.0% / 新高値圏,3,2026-05-10 22:44,True
DELL,Dell Technologies Inc.,US,260.4599914550781,13.11,23.93,1.06,6870460,6499720,0.0,5日急騰 +23.9% / 単日急騰 +13.1% / 新高値圏,3,2026-05-10 22:44,True
QCOM,QUALCOMM Incorporated,US,219.08999633789062,8.17,23.77,1.49,35283880,23676090,0.0,5日急騰 +23.8% / 単日急騰 +8.2% / 新高値圏,3,2026-05-10 22:44,True
DDOG,"Datadog, Inc.",US,200.16000366210938,6.06,42.43,1.8,11675720,6470515,0.0,5日急騰 +42.4% / 新高値圏,2,2026-05-10 22:44,True
SMCI,"Super Micro Computer, Inc.",US,35.369998931884766,5.21,30.56,1.7,64757540,38009695,0.0,5日急騰 +30.6% / 新高値圏,2,2026-05-10 22:44,True
285A.T,KIOXIA HOLDINGS CORPORATION,JP,44490.0,2.49,25.43,0.68,23367280,34608425,0.0,5日急騰 +25.4% / 新高値圏,2,2026-05-10 22:44,False
MRNA,"Moderna, Inc.",US,54.349998474121094,11.97,19.79,1.35,9222740,6855150,-5.97,5日急騰 +19.8% / 単日急騰 +12.0%,2,2026-05-10 22:44,True
6981.T,MURATA MANUFACTURING CO,JP,5850.0,3.58,19.0,1.62,19961380,12308845,0.0,5日急騰 +19.0% / 新高値圏,2,2026-05-10 22:44,False
6645.T,OMRON CORP,JP,6247.0,3.38,18.43,1.42,2232560,1572550,0.0,5日急騰 +18.4% / 新高値圏,2,2026-05-10 22:44,False
6861.T,KEYENCE CORP,JP,84170.0,6.07,15.02,1.88,1982440,1053000,0.0,5日急騰 +15.0% / 新高値圏,2,2026-05-10 22:44,True
LRCX,Lam Research Corporation,US,294.04998779296875,2.63,14.54,1.08,10373160,9631030,-1.05,5日急騰 +14.5% / 新高値圏,2,2026-05-10 22:44,True
6367.T,DAIKIN INDUSTRIES,JP,24550.0,-1.01,14.32,1.45,2039480,1405065,-1.01,5日急騰 +14.3% / 新高値圏,2,2026-05-10 22:44,True
ORCL,Oracle Corporation,US,195.9499969482422,0.7,14.04,0.82,27518680,33531675,0.0,5日急騰 +14.0% / 新高値圏,2,2026-05-10 22:44,True
6963.T,ROHM CO LTD,JP,3899.0,4.56,14.04,1.53,7225060,4723345,0.0,5日急騰 +14.0% / 新高値圏,2,2026-05-10 22:44,True
AMAT,"Applied Materials, Inc.",US,435.44000244140625,6.04,11.92,1.15,6905240,6000270,0.0,5日急騰 +11.9% / 新高値圏,2,2026-05-10 22:44,True
8035.T,TOKYO ELECTRON,JP,52450.0,1.41,11.36,1.26,4325820,3425650,0.0,5日急騰 +11.4% / 新高値圏,2,2026-05-10 22:44,True
6526.T,SOCIONEXT INC,JP,2204.0,7.49,4.95,1.55,13124660,8440920,0.0,単日急騰 +7.5% / 新高値圏,2,2026-05-10 22:44,True
MDB,"MongoDB, Inc.",US,299.4700012207031,2.06,13.67,1.06,1648140,1550810,-20.62,5日急騰 +13.7%,1,2026-05-10 22:44,True
6723.T,RENESAS ELECTRONICS CORP,JP,3530.0,-2.57,13.0,1.3,23088640,17803605,-2.57,5日急騰 +13.0%,1,2026-05-10 22:44,True
4478.T,FREEE K K,JP,2435.0,4.96,10.88,0.67,559860,832915,-10.15,5日急騰 +10.9%,1,2026-05-10 22:44,True
6273.T,SMC CORP,JP,82860.0,5.1,9.78,1.51,524120,348185,0.0,新高値圏,1,2026-05-10 22:44,False
HPE,Hewlett Packard Enterprise Comp,US,31.350000381469727,5.56,9.73,0.98,13949320,14296510,0.0,新高値圏,1,2026-05-10 22:44,True
TSLA,"Tesla, Inc.",US,428.3500061035156,4.02,9.6,0.88,55837220,63725405,0.0,新高値圏,1,2026-05-10 22:44,True
NVDA,NVIDIA Corporation,US,215.1999969482422,1.75,8.44,0.97,146309280,150687350,-0.65,新高値圏,1,2026-05-10 22:44,True
6762.T,TDK CORP,JP,2923.5,0.95,7.56,1.29,19320040,15018985,0.0,新高値圏,1,2026-05-10 22:44,False
6098.T,RECRUIT HOLDINGS CO LTD,JP,7822.0,4.64,7.12,1.3,7645140,5879480,-1.65,新高値圏,1,2026-05-10 22:44,True
6752.T,PANASONIC HOLDINGS CORP,JP,3318.0,-0.93,6.93,1.3,12724600,9820975,-0.93,新高値圏,1,2026-05-10 22:44,False
6503.T,MITSUBISHI ELECTRIC CORP,JP,6460.0,0.19,6.81,1.51,9895140,6536670,0.0,新高値圏,1,2026-05-10 22:44,False
6594.T,NIDEC CORPORATION,JP,2607.0,0.54,6.5,1.27,6862120,5407905,0.0,新高値圏,1,2026-05-10 22:44,True
CDNS,"Cadence Design Systems, Inc.",US,362.70001220703125,1.63,6.38,0.89,2345360,2639950,0.0,新高値圏,1,2026-05-10 22:44,True
