ticker,name,sector,market,price,change_pct,volume,vol_avg_20d,vol_ratio,vol_5d,high_52w,low_52w,pos_52w_pct,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position,cross_signal,pe_ratio,peg_ratio,market_cap,revenue_growth_pct,dividend_yield_pct,target_price,upside_pct,fetch_time,price_5y_ago,price_3y_ago,price_1y_ago,change_5y_pct,change_3y_pct,change_1y_pct,high_1y,high_1y_date,low_1y,low_1y_date
NVDA,NVIDIA,半導体/AI,US,199.64,-1.41,108937228,149428206,0.73,"160324400,119381400,107945300,107501000,108937228",207.02,94.29,93.5,186.53,184.66,182.6,83.3,5.9091,4.0954,1.8137,211.89,161.17,75.8,なし,40.74,0.72,4852250312704.0,73.2,2.0,268.6148,34.5,2026-04-23T22:41:48.543399,,27.02,102.69,,638.9,94.4,212.17,2025-10-29,103.09,2025-04-24
AMD,AMD,半導体/AI,US,305.33,0.62,41583982,36773199,1.13,"35519900,34833900,38950900,49054200,41583982",305.33,78.21,100.0,243.65,218.89,205.55,96.4,23.132,16.4083,6.7238,313.28,174.03,94.3,なし,116.98,0.82,497813323776.0,34.1,,292.3913,-4.2,2026-04-23T22:41:48.872181,,87.57,90.39,,248.7,237.8,310.22,2026-04-23,90.37,2025-04-24
AVGO,Broadcom,半導体/AI,US,419.94,-0.64,19377814,22788625,0.85,"20581700,16922000,16275500,23702500,19377814",422.65,145.11,99.0,358.66,339.39,334.87,92.2,24.5257,17.7367,6.789,446.84,270.48,84.7,なし,82.18,0.92,1988276649984.0,29.5,62.0,475.49295,13.2,2026-04-23T22:41:49.299541,,60.98,175.49,,588.7,139.3,429.31,2026-04-23,176.87,2025-04-24
MRVL,Marvell Technology,半導体,US,165.56,5.24,36530356,30116717,1.21,"26341300,39548500,31901100,30765800,36530356",165.56,49.24,100.0,123.46,100.07,85.69,97.8,16.8641,13.1941,3.67,167.88,79.05,97.4,なし,53.93,1.85,144775299072.0,22.1,15.0,128.36064,-22.5,2026-04-23T22:41:49.786815,,38.37,53.63,,331.4,208.7,167.86,2026-04-23,53.63,2025-05-07
LRCX,Lam Research,半導体製造装置,US,258.56,-2.63,12223630,9230411,1.32,"8465400,5989900,7830300,9803300,12223630",272.41,58.66,93.5,243.5,234.51,169.24,71.0,10.608,9.7349,0.873,292.79,194.21,65.3,なし,53.2,1.91,324759093248.0,22.1,39.0,301.58066,16.6,2026-04-23T22:41:50.145368,,49.97,66.24,,417.4,290.3,273.5,2026-04-14,67.06,2025-04-24
KLAC,KLA Corporation,半導体検査装置,US,1815.43,0.19,924116,823465,1.12,"725400,623100,676100,684000,924116",1815.43,572.19,100.0,1653.45,1547.98,1231.63,82.4,86.0656,74.9442,11.1215,1952.4,1354.5,77.1,なし,52.73,2.01,238533591040.0,7.2,42.0,1709.2759,-5.8,2026-04-23T22:41:50.542230,,362.22,652.17,,401.2,178.4,1844.59,2026-04-23,659.2,2025-04-24
AMAT,Applied Materials,半導体製造装置,US,403.91,0.11,4401364,5640683,0.78,"6017900,3747500,5414900,5268100,4401364",403.91,125.82,100.0,374.93,364.45,262.92,82.5,13.2731,11.5387,1.7343,429.41,320.45,76.6,なし,41.38,1.87,320546963456.0,-2.1,53.0,422.96875,4.7,2026-04-23T22:41:50.930292,,110.71,142.31,,264.8,183.8,413.82,2026-04-23,143.43,2025-04-30
CDNS,Cadence Design,半導体EDA,US,314.33,-5.21,2279057,2175367,1.05,"2211900,2268000,3475100,2206000,2279057",373.37,231.64,58.3,292.4,293.26,321.28,65.1,8.6895,3.9288,4.7607,331.59,253.21,78.0,なし,77.61,2.96,86784016384.0,6.2,,371.52963,18.2,2026-04-23T22:41:51.334219,,212.98,265.42,,47.6,18.4,376.45,2025-07-31,262.75,2026-02-03
SNPS,Synopsys,半導体EDA,US,456.85,-4.28,1859701,1645995,1.13,"1718200,2122500,1833000,1460700,1859701",645.35,380.47,28.8,419.27,425.32,481.64,72.1,11.6701,3.9507,7.7194,479.56,358.98,81.2,なし,69.85,3.15,87515111424.0,65.5,,534.6481,17.0,2026-04-23T22:41:51.679146,,375.67,422.23,,21.6,8.2,651.73,2025-07-30,376.18,2025-11-18
TSM,TSMC,半導体ファウンドリ,US,382.66,-1.23,11464935,13511171,0.85,"18419400,11638300,9808200,16317200,11464935",387.44,139.64,98.1,356.99,355.97,299.23,72.3,9.0567,6.5413,2.5153,398.45,315.52,81.0,ゴールデンクロス,32.71,1.25,1984627998720.0,35.1,91.0,463.4514,21.1,2026-04-23T22:41:52.077218,,80.97,155.88,,372.6,145.5,389.11,2026-02-25,155.46,2025-04-24
