ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
LCID,"Lucid Group, Inc.",US,6.460000038146973,8.57,10.81,2.21,54535269,24719282,-11.51,出来高急増 x2.2 / 5日急騰 +10.8% / 単日急騰 +8.6%,3,2026-07-16 22:55,True
PYPL,"PayPal Holdings, Inc.",US,56.72999954223633,2.18,25.18,1.62,32905033,20308628,0.0,5日急騰 +25.2% / 新高値圏,2,2026-07-16 22:55,True
DXCM,"DexCom, Inc.",US,77.9800033569336,7.22,6.79,0.9,4411597,4892999,-0.27,単日急騰 +7.2% / 新高値圏,2,2026-07-16 22:55,True
4478.T,FREEE K K,JP,2480.0,3.08,10.57,0.96,415080,434015,-8.49,5日急騰 +10.6%,1,2026-07-16 22:55,True
4443.T,SANSAN INC,JP,1837.0,3.61,8.51,1.6,2763860,1724965,-0.7,新高値圏,1,2026-07-16 22:55,True
8306.T,MITSUBISHI UFJ FINANCIAL GROUP ,JP,3629.0,-1.84,6.3,1.27,44195880,34825495,-1.84,新高値圏,1,2026-07-16 22:55,True
6988.T,NITTO DENKO CORP,JP,3315.0,-0.24,5.91,1.05,3128280,2981295,-1.75,新高値圏,1,2026-07-16 22:55,False
MA,Mastercard Incorporated,US,551.5399780273438,3.05,5.42,0.68,2657333,3889823,0.0,新高値圏,1,2026-07-16 22:55,True
AAPL,Apple Inc.,US,333.260009765625,1.76,5.39,0.72,47471656,66369984,0.0,新高値圏,1,2026-07-16 22:55,True
NVO,Novo Nordisk A/S,US,51.47999954223633,1.82,5.32,0.73,8089495,11109078,0.0,新高値圏,1,2026-07-16 22:55,True
XYZ,"Block, Inc.",US,81.5199966430664,-0.35,5.3,0.93,5473819,5866419,-0.35,新高値圏,1,2026-07-16 22:55,True
V,Visa Inc.,US,365.1400146484375,2.82,4.87,0.73,7026888,9662212,0.0,新高値圏,1,2026-07-16 22:55,True
BMY,Bristol-Myers Squibb Company,US,60.5099983215332,3.05,4.44,0.9,11996359,13402949,0.0,新高値圏,1,2026-07-16 22:55,False
4661.T,ORIENTAL LAND CO,JP,2695.0,2.78,3.53,1.2,6946940,5791015,-1.82,新高値圏,1,2026-07-16 22:55,True
TMO,Thermo Fisher Scientific Inc,US,543.1900024414062,1.48,3.52,0.8,1705541,2131000,0.0,新高値圏,1,2026-07-16 22:55,True
8316.T,SUMITOMO MITSUI FINANCIAL GROUP,JP,7030.0,-1.28,3.14,1.05,12469260,11852785,-1.28,新高値圏,1,2026-07-16 22:55,True
2413.T,M3 INC,JP,1926.5,1.5,2.75,0.84,3236340,3848975,-0.95,新高値圏,1,2026-07-16 22:55,True
ABBV,AbbVie Inc.,US,254.38999938964844,4.21,2.52,0.55,5213062,9481150,-1.87,新高値圏,1,2026-07-16 22:55,True
6902.T,DENSO CORP,JP,1975.5,1.13,2.46,0.78,5976280,7627580,-0.83,新高値圏,1,2026-07-16 22:55,False
AMGN,Amgen Inc.,US,371.5799865722656,3.7,2.19,0.74,1934070,2610517,-0.69,新高値圏,1,2026-07-16 22:55,False
7751.T,CANON INC,JP,4397.0,-0.5,2.16,0.84,3254500,3855665,-0.5,新高値圏,1,2026-07-16 22:55,False
7752.T,RICOH CO,JP,1506.0,-1.63,1.86,1.09,2217580,2034690,-1.73,新高値圏,1,2026-07-16 22:56,False
9433.T,KDDI CORPORATION,JP,2844.0,-0.3,1.39,0.78,6961620,8942095,-0.3,新高値圏,1,2026-07-16 22:55,True
GILD,"Gilead Sciences, Inc.",US,136.3000030517578,3.49,1.08,0.69,5658956,8238819,-0.32,新高値圏,1,2026-07-16 22:55,False
6098.T,RECRUIT HOLDINGS CO LTD,JP,12615.0,0.28,0.88,0.91,3594920,3947515,-0.36,新高値圏,1,2026-07-16 22:55,True
ABNB,"Airbnb, Inc.",US,147.8000030517578,-0.39,0.62,0.9,3363861,3746130,-0.76,新高値圏,1,2026-07-16 22:55,True
EA,Electronic Arts Inc.,US,207.83999633789062,0.27,0.62,0.98,2277297,2321534,0.0,新高値圏,1,2026-07-16 22:55,True
UNH,UnitedHealth Group Incorporated,US,423.3800048828125,1.16,-1.92,1.03,6563032,6398668,-1.92,新高値圏,1,2026-07-16 22:55,False
