ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
RIVN,"Rivian Automotive, Inc.",US,20.139999389648438,8.11,28.85,1.31,42846634,32706683,0.0,5日急騰 +28.9% / 単日急騰 +8.1% / 新高値圏,3,2026-07-06 23:04,True
MRNA,"Moderna, Inc.",US,81.80000305175781,2.56,21.6,1.2,11548973,9622628,0.0,5日急騰 +21.6% / 新高値圏,2,2026-07-06 23:04,True
7013.T,IHI CORPORATION,JP,3071.0,7.02,14.8,0.97,14787060,15174210,-10.78,5日急騰 +14.8% / 単日急騰 +7.0%,2,2026-07-06 23:05,True
7011.T,MITSUBISHI HEAVY INDUSTRIES,JP,4110.0,8.39,12.57,1.03,21415920,20891640,-15.26,5日急騰 +12.6% / 単日急騰 +8.4%,2,2026-07-06 23:05,True
LCID,"Lucid Group, Inc.",US,6.659999847412109,9.54,12.5,1.07,17174441,15997735,-27.92,5日急騰 +12.5% / 単日急騰 +9.5%,2,2026-07-06 23:04,True
4385.T,MERCARI INC,JP,4440.0,1.09,12.12,1.05,1919540,1832375,0.0,5日急騰 +12.1% / 新高値圏,2,2026-07-06 23:05,True
6971.T,KYOCERA CORP,JP,3874.0,-1.07,10.4,0.88,6862540,7782910,-1.07,5日急騰 +10.4% / 新高値圏,2,2026-07-06 23:05,False
AAPL,Apple Inc.,US,312.6600036621094,1.31,10.18,0.88,61234900,69336350,-0.81,5日急騰 +10.2% / 新高値圏,2,2026-07-06 23:04,True
RBLX,Roblox Corporation,US,57.029998779296875,2.92,19.91,0.92,11085523,12099895,-7.76,5日急騰 +19.9%,1,2026-07-06 23:04,True
PLTR,Palantir Technologies Inc.,US,132.5399932861328,2.51,17.36,1.1,47810007,43381606,-17.5,5日急騰 +17.4%,1,2026-07-06 23:04,True
MDB,"MongoDB, Inc.",US,357.9100036621094,0.85,13.98,0.98,1626114,1663713,-11.38,5日急騰 +14.0%,1,2026-07-06 23:04,True
COIN,"Coinbase Global, Inc.",US,168.8699951171875,2.05,13.29,1.0,8764263,8795040,-22.04,5日急騰 +13.3%,1,2026-07-06 23:04,True
4478.T,FREEE K K,JP,2264.0,6.59,12.47,1.32,602740,456380,-16.46,5日急騰 +12.5%,1,2026-07-06 23:04,True
PATH,"UiPath, Inc.",US,11.829999923706055,1.02,12.35,1.16,60802124,52576476,-9.69,5日急騰 +12.3%,1,2026-07-06 23:04,True
TSLA,"Tesla, Inc.",US,419.7699890136719,6.69,10.55,1.06,53305128,50271912,-5.73,5日急騰 +10.6%,1,2026-07-06 23:04,True
IBM,International Business Machines,US,299.5199890136719,3.45,10.27,0.81,6774516,8346499,-9.02,5日急騰 +10.3%,1,2026-07-06 23:04,True
RKLB,Rocket Lab Corporation,US,93.08999633789062,-7.34,10.11,0.94,27776832,29682588,-38.04,5日急騰 +10.1%,1,2026-07-06 23:04,True
6645.T,OMRON CORP,JP,6174.0,1.95,9.22,0.92,1384720,1497945,-1.56,新高値圏,1,2026-07-06 23:05,False
GD,General Dynamics Corporation,US,376.8800048828125,0.89,9.18,0.85,1238249,1458237,0.0,新高値圏,1,2026-07-06 23:04,False
7269.T,SUZUKI MOTOR CORP,JP,2144.5,1.64,8.78,1.07,8749340,8197290,0.0,新高値圏,1,2026-07-06 23:04,True
TTWO,"Take-Two Interactive Software, ",US,258.4100036621094,1.34,8.33,0.86,2626310,3039167,0.0,新高値圏,1,2026-07-06 23:04,True
7267.T,HONDA MOTOR CO,JP,1599.0,3.16,8.33,1.14,21144380,18512430,0.0,新高値圏,1,2026-07-06 23:04,True
AFRM,"Affirm Holdings, Inc.",US,85.77999877929688,1.42,7.91,0.84,3777844,4473261,0.0,新高値圏,1,2026-07-06 23:04,True
VRTX,Vertex Pharmaceuticals Incorpor,US,529.5900268554688,0.29,7.78,0.91,1719784,1894996,0.0,新高値圏,1,2026-07-06 23:04,False
8766.T,TOKIO MARINE HOLDINGS INC,JP,7810.0,2.98,7.75,0.94,5691840,6078865,-1.75,新高値圏,1,2026-07-06 23:05,True
8316.T,SUMITOMO MITSUI FINANCIAL GROUP,JP,6800.0,1.92,7.19,0.73,10034200,13761260,0.0,新高値圏,1,2026-07-06 23:05,True
RTX,RTX Corporation,US,201.3699951171875,1.06,7.12,0.75,4047573,5422533,-0.62,新高値圏,1,2026-07-06 23:04,False
8411.T,MIZUHO FINANCIAL GROUP,JP,8195.0,1.45,7.1,0.77,7399560,9585775,-0.65,新高値圏,1,2026-07-06 23:05,True
6367.T,DAIKIN INDUSTRIES,JP,26150.0,1.77,6.91,1.14,1303480,1142840,0.0,新高値圏,1,2026-07-06 23:05,True
MA,Mastercard Incorporated,US,533.0999755859375,-1.17,6.83,0.98,4123767,4209851,-1.17,新高値圏,1,2026-07-06 23:04,True
V,Visa Inc.,US,357.25,-1.35,6.25,1.16,10798535,9313023,-1.35,新高値圏,1,2026-07-06 23:04,True
6902.T,DENSO CORP,JP,1992.0,1.87,5.51,0.94,7809240,8324205,0.0,新高値圏,1,2026-07-06 23:05,False
6098.T,RECRUIT HOLDINGS CO LTD,JP,11895.0,-0.21,5.31,0.95,4050300,4242090,-0.21,新高値圏,1,2026-07-06 23:04,True
8306.T,MITSUBISHI UFJ FINANCIAL GROUP ,JP,3370.0,1.32,4.95,0.72,27088180,37667065,-0.12,新高値圏,1,2026-07-06 23:04,True
7751.T,CANON INC,JP,4338.0,1.83,4.91,0.9,3713720,4139015,-1.97,新高値圏,1,2026-07-06 23:05,False
2802.T,AJINOMOTO CO INC,JP,6091.0,-1.23,4.73,0.83,4765200,5753260,-1.36,新高値圏,1,2026-07-06 23:05,False
2413.T,M3 INC,JP,1902.5,2.26,3.96,0.78,3297100,4220000,0.0,新高値圏,1,2026-07-06 23:05,True
9983.T,FAST RETAILING CO LTD,JP,86930.0,2.88,3.02,0.94,903960,959050,0.0,新高値圏,1,2026-07-06 23:05,True
JNJ,Johnson & Johnson,US,259.3299865722656,-1.41,1.83,0.81,7334840,9036360,-1.41,新高値圏,1,2026-07-06 23:04,False
ABNB,"Airbnb, Inc.",US,147.64999389648438,-0.86,1.44,0.89,3522903,3937995,-0.86,新高値圏,1,2026-07-06 23:04,True
XYZ,"Block, Inc.",US,78.91999816894531,0.11,1.41,0.95,5872054,6153183,0.0,新高値圏,1,2026-07-06 23:04,True
9433.T,KDDI CORPORATION,JP,2737.5,1.3,0.75,0.84,7681900,9125875,-1.53,新高値圏,1,2026-07-06 23:05,True
2801.T,KIKKOMAN CORP,JP,1657.5,1.59,0.45,0.82,3831640,4666220,-0.63,新高値圏,1,2026-07-06 23:05,True
EA,Electronic Arts Inc.,US,205.2100067138672,0.0,-0.02,0.89,1908833,2142368,-0.12,新高値圏,1,2026-07-06 23:04,True
