ticker,name,sector,market,price,change_pct,volume,vol_avg_20d,vol_ratio,vol_5d,high_52w,low_52w,pos_52w_pct,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position,cross_signal,pe_ratio,peg_ratio,market_cap,revenue_growth_pct,dividend_yield_pct,target_price,upside_pct,fetch_time,price_5y_ago,price_3y_ago,price_1y_ago,change_5y_pct,change_3y_pct,change_1y_pct,high_1y,high_1y_date,low_1y,low_1y_date
NVDA,NVIDIA,半導体/AI,US,192.53,-1.64,178906300,169900335,1.05,"122041400,153496200,151810700,149550000,178906300",235.47,131.11,58.9,207.71,209.92,190.43,38.7,-3.6421,-1.7344,-1.9077,224.2,191.23,3.9,なし,29.48,0.59,4663269130240.0,85.2,52.0,300.5862,56.1,2026-06-27T23:00:23.238064,19.92,41.04,157.54,866.7,369.2,22.2,236.26,2026-05-14,151.29,2025-07-01
AMD,AMD,半導体/AI,US,521.58,-2.06,52661800,32089295,1.64,"25983200,30196800,26548300,27031300,52661800",551.63,110.31,93.2,512.39,439.12,270.47,59.3,24.8674,28.7905,-3.9231,565.25,459.54,58.7,なし,172.14,1.25,850488655872.0,37.8,,500.39584,-4.1,2026-06-27T23:00:23.535413,87.08,110.17,143.81,499.0,373.4,262.7,562.99,2026-06-22,133.5,2025-07-07
AVGO,Broadcom,半導体/AI,US,365.02,-3.67,34770800,38234475,0.91,"26403700,33122200,29938700,23353700,34770800",480.81,226.52,54.5,403.21,411.37,360.01,43.9,-9.9999,-6.6875,-3.3125,473.35,333.06,22.8,なし,60.63,0.66,1736611856384.0,47.9,71.0,523.72894,43.5,2026-06-27T23:00:23.896660,43.04,81.79,267.39,748.0,346.3,36.5,494.22,2026-06-03,260.75,2025-07-01
MRVL,Marvell Technology,半導体,US,266.77,-5.15,41916500,71848535,0.58,"49225100,46361100,35747400,39131600,41916500",316.43,60.03,80.6,278.24,213.21,118.45,50.7,20.9558,26.6724,-5.7166,334.89,221.59,39.9,なし,91.67,1.51,233370386432.0,27.6,9.0,244.6968,-8.3,2026-06-27T23:00:24.212822,57.48,59.47,76.95,364.1,348.6,246.7,329.88,2026-06-18,61.32,2025-09-04
LRCX,Lam Research,半導体製造装置,US,379.09,-5.66,19726200,13020240,1.52,"14638600,16065200,12016700,16824000,19726200",409.54,80.15,90.8,355.54,310.16,216.84,65.3,23.949,23.2676,0.6814,418.35,292.73,68.7,なし,71.39,2.19,474078969856.0,23.8,27.0,340.58066,-10.2,2026-06-27T23:00:24.530750,61.41,62.51,96.67,517.3,506.4,292.2,409.75,2026-06-22,90.44,2025-07-31
KLAC,KLA Corporation,半導体検査装置,US,248.64,-3.93,21388400,14269415,1.5,"11719800,18703800,11543700,11963400,21388400",269.16,75.2,89.4,229.84,201.3,148.21,66.2,16.7451,16.3087,0.4364,279.47,180.22,68.9,なし,70.44,2.57,324792254464.0,11.5,37.0,204.39285,-17.8,2026-06-27T23:00:24.897035,30.63,46.25,88.42,711.7,437.6,181.2,269.9,2026-06-22,82.87,2025-09-03
AMAT,Applied Materials,半導体製造装置,US,626.84,-6.16,28127500,11752100,2.39,"10737300,12035100,10726700,16477800,28127500",668.0,155.56,92.0,546.8,467.95,328.74,71.5,50.1588,43.8296,6.3292,679.57,414.03,80.1,なし,58.8,2.08,497685561344.0,11.4,34.0,551.9143,-12.0,2026-06-27T23:00:25.205425,135.17,140.54,181.88,363.7,346.0,244.7,669.22,2026-06-25,153.78,2025-09-03
CDNS,Cadence Design,半導体EDA,US,377.27,2.45,3904700,2843230,1.37,"3015600,2139700,1935100,2171200,3904700",416.39,265.66,74.0,389.28,362.81,326.9,50.7,3.6614,7.9459,-4.2846,417.14,361.42,28.4,なし,87.74,3.58,104057102336.0,18.7,,388.7796,3.1,2026-06-27T23:00:25.512437,137.1,229.36,305.2,175.2,64.5,23.6,416.69,2026-06-02,262.75,2026-02-03
SNPS,Synopsys,半導体EDA,US,454.34,-0.15,5292800,2265785,2.34,"2839900,2160700,1738800,1564200,5292800",645.35,380.47,27.9,468.12,483.8,455.94,43.3,-8.2589,-7.369,-0.8899,502.18,434.07,29.8,なし,104.21,2.88,86996713472.0,41.9,,563.7438,24.1,2026-06-27T23:00:25.793918,274.03,427.15,502.63,65.8,6.4,-9.6,651.73,2025-07-30,376.18,2025-11-18
TSM,TSMC,半導体ファウンドリ,US,432.35,-0.61,17951300,14285000,1.26,"13686200,20364500,9991200,14769500,17951300",467.67,189.19,87.3,433.54,411.9,338.6,55.4,8.731,9.9139,-1.1828,462.83,404.25,48.0,なし,37.47,1.36,2242372173824.0,35.1,88.0,478.9514,10.8,2026-06-27T23:00:26.104484,110.26,96.72,226.07,292.1,347.0,91.2,476.79,2026-06-22,218.76,2025-07-01
