ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
285A.T,KIOXIA HOLDINGS CORPORATION,JP,50500.0,9.54,38.7,0.86,27936660,32653205,0.0,5日急騰 +38.7% / 単日急騰 +9.5% / 新高値圏,3,2026-05-13 23:04,False
6758.T,SONY GROUP CORPORATION,JP,3660.0,5.05,17.05,2.05,49297920,24074365,0.0,出来高急増 x2.0 / 5日急騰 +17.0% / 新高値圏,3,2026-05-13 23:04,True
RKLB,Rocket Lab Corporation,US,124.1500015258789,5.61,46.66,1.6,43644102,27324730,0.0,5日急騰 +46.7% / 新高値圏,2,2026-05-13 23:04,True
DDOG,"Datadog, Inc.",US,205.30999755859375,2.69,42.86,1.66,10977136,6607649,0.0,5日急騰 +42.9% / 新高値圏,2,2026-05-13 23:04,True
MU,"Micron Technology, Inc.",US,803.6300048828125,4.83,20.56,1.35,62221625,46130721,0.0,5日急騰 +20.6% / 新高値圏,2,2026-05-13 23:04,True
6981.T,MURATA MANUFACTURING CO,JP,6089.0,0.18,18.51,1.21,15822800,13079345,0.0,5日急騰 +18.5% / 新高値圏,2,2026-05-13 23:05,False
ENPH,"Enphase Energy, Inc.",US,42.0,12.06,17.32,0.86,6267389,7302742,-15.56,5日急騰 +17.3% / 単日急騰 +12.1%,2,2026-05-13 23:04,True
6963.T,ROHM CO LTD,JP,4000.0,0.83,14.71,1.49,7994420,5359715,0.0,5日急騰 +14.7% / 新高値圏,2,2026-05-13 23:04,True
6367.T,DAIKIN INDUSTRIES,JP,25780.0,6.93,12.8,1.36,2091540,1540410,0.0,5日急騰 +12.8% / 新高値圏,2,2026-05-13 23:04,True
6954.T,FANUC CORPORATION,JP,7680.0,-0.9,12.61,1.19,9064900,7612045,-0.9,5日急騰 +12.6% / 新高値圏,2,2026-05-13 23:05,False
8058.T,MITSUBISHI CORP,JP,5864.0,6.62,12.36,1.14,15036780,13165980,0.0,5日急騰 +12.4% / 新高値圏,2,2026-05-13 23:04,True
2802.T,AJINOMOTO CO INC,JP,5483.0,0.81,12.31,1.96,9231640,4710470,-0.29,5日急騰 +12.3% / 新高値圏,2,2026-05-13 23:05,False
6645.T,OMRON CORP,JP,6272.0,2.92,12.24,1.35,2299400,1702685,0.0,5日急騰 +12.2% / 新高値圏,2,2026-05-13 23:05,False
6273.T,SMC CORP,JP,84250.0,-0.37,11.99,1.18,417220,352665,-0.37,5日急騰 +12.0% / 新高値圏,2,2026-05-13 23:05,False
TSLA,"Tesla, Inc.",US,445.2699890136719,2.73,11.67,1.06,66599556,62546169,0.0,5日急騰 +11.7% / 新高値圏,2,2026-05-13 23:04,True
7752.T,RICOH CO,JP,1433.5,4.18,10.23,1.39,3630320,2609335,-1.71,5日急騰 +10.2% / 新高値圏,2,2026-05-13 23:05,False
ON,ON Semiconductor Corporation,US,115.70999908447266,11.14,9.4,0.99,14212592,14342038,0.0,単日急騰 +11.1% / 新高値圏,2,2026-05-13 23:04,False
4385.T,MERCARI INC,JP,4195.0,9.99,8.82,1.59,3259140,2050995,0.0,単日急騰 +10.0% / 新高値圏,2,2026-05-13 23:04,True
MRVL,"Marvell Technology, Inc.",US,177.9499969482422,8.18,3.37,0.93,24013158,25774269,0.0,単日急騰 +8.2% / 新高値圏,2,2026-05-13 23:04,True
6526.T,SOCIONEXT INC,JP,2235.0,-1.32,15.95,1.36,12726760,9359225,-6.09,5日急騰 +16.0%,1,2026-05-13 23:04,True
