ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
285A.T,KIOXIA HOLDINGS CORPORATION,JP,94720.0,4.19,23.9,1.01,39612480,39232925,0.0,5日急騰 +23.9% / 新高値圏,2,2026-06-16 23:23,False
7735.T,SCREEN HOLDINGS CO LTD,JP,14970.0,0.74,20.19,1.24,3414840,2755025,0.0,5日急騰 +20.2% / 新高値圏,2,2026-06-16 23:23,False
MRNA,"Moderna, Inc.",US,55.400001525878906,6.27,16.07,1.23,6938596,5661679,-0.36,5日急騰 +16.1% / 新高値圏,2,2026-06-16 23:23,True
RBLX,Roblox Corporation,US,49.34000015258789,8.06,14.74,1.04,10980904,10548651,-20.2,5日急騰 +14.7% / 単日急騰 +8.1%,2,2026-06-16 23:23,True
AFRM,"Affirm Holdings, Inc.",US,74.69000244140625,3.88,14.71,1.01,4941413,4913258,0.0,5日急騰 +14.7% / 新高値圏,2,2026-06-16 23:23,True
ARM,Arm Holdings plc,US,396.3399963378906,-3.93,22.0,0.9,11944423,13324155,-3.93,5日急騰 +22.0%,1,2026-06-16 23:23,True
8035.T,TOKYO ELECTRON,JP,70860.0,-2.61,18.26,1.42,6010480,4234985,-2.61,5日急騰 +18.3%,1,2026-06-16 23:23,True
6857.T,ADVANTEST CORP,JP,30340.0,3.13,15.23,1.09,9565340,8750375,-3.68,5日急騰 +15.2%,1,2026-06-16 23:23,True
6920.T,LASERTEC CORP,JP,46570.0,-3.58,15.04,1.15,3488340,3040360,-3.58,5日急騰 +15.0%,1,2026-06-16 23:23,True
6146.T,DISCO CORPORATION,JP,81550.0,-4.34,14.02,1.35,2634820,1945625,-4.34,5日急騰 +14.0%,1,2026-06-16 23:23,True
AMAT,"Applied Materials, Inc.",US,568.22998046875,-3.0,13.83,1.25,10886736,8687184,-3.0,5日急騰 +13.8%,1,2026-06-16 23:23,True
7013.T,IHI CORPORATION,JP,2774.5,2.57,12.9,1.02,18471600,18198070,-29.2,5日急騰 +12.9%,1,2026-06-16 23:23,True
LRCX,Lam Research Corporation,US,369.3399963378906,-5.03,12.89,1.22,12680455,10399703,-5.03,5日急騰 +12.9%,1,2026-06-16 23:23,True
KLAC,KLA Corporation,US,237.3300018310547,-7.44,10.93,1.29,15198114,11797378,-7.44,5日急騰 +10.9%,1,2026-06-16 23:22,True
6273.T,SMC CORP,JP,69030.0,-1.57,10.48,0.89,335140,374880,-18.37,5日急騰 +10.5%,1,2026-06-16 23:23,False
XYZ,"Block, Inc.",US,74.68000030517578,0.44,9.36,0.96,5846575,6082293,-1.87,新高値圏,1,2026-06-16 23:22,True
6981.T,MURATA MANUFACTURING CO,JP,10530.0,4.67,8.65,1.1,44105020,40089040,0.0,新高値圏,1,2026-06-16 23:23,False
GD,General Dynamics Corporation,US,364.1099853515625,1.27,5.33,1.11,1140919,1024054,0.0,新高値圏,1,2026-06-16 23:23,False
9983.T,FAST RETAILING CO LTD,JP,81950.0,1.07,4.98,0.96,962740,1007280,-0.46,新高値圏,1,2026-06-16 23:23,True
6752.T,PANASONIC HOLDINGS CORP,JP,4079.0,1.72,3.95,1.01,12732980,12616625,0.0,新高値圏,1,2026-06-16 23:23,False
8316.T,SUMITOMO MITSUI FINANCIAL GROUP,JP,6409.0,-1.69,3.67,1.21,18814600,15503450,-1.69,新高値圏,1,2026-06-16 23:23,True
V,Visa Inc.,US,333.1199951171875,2.87,2.48,0.76,6054564,7958011,-0.31,新高値圏,1,2026-06-16 23:23,True
8306.T,MITSUBISHI UFJ FINANCIAL GROUP ,JP,3228.0,-0.43,1.51,1.1,50621260,46096975,-0.43,新高値圏,1,2026-06-16 23:23,True
8411.T,MIZUHO FINANCIAL GROUP,JP,7757.0,-0.46,0.87,0.98,11519800,11808735,-0.46,新高値圏,1,2026-06-16 23:23,True
EA,Electronic Arts Inc.,US,203.02000427246094,-0.05,0.27,0.75,1365557,1815614,-0.46,新高値圏,1,2026-06-16 23:22,True
UNH,UnitedHealth Group Incorporated,US,407.6499938964844,-0.82,-0.73,0.89,6062140,6774840,-0.82,新高値圏,1,2026-06-16 23:23,False
