ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
TTWO,"Take-Two Interactive Software, ",US,242.63999938964844,1.28,12.21,1.41,4164196,2946409,0.0,5日急騰 +12.2% / 新高値圏,2,2026-06-23 23:07,True
MRNA,"Moderna, Inc.",US,61.0,2.79,17.02,1.77,12943492,7292573,-4.63,5日急騰 +17.0%,1,2026-06-23 23:07,True
6920.T,LASERTEC CORP,JP,52000.0,-9.55,11.66,1.58,5740020,3637515,-9.55,5日急騰 +11.7%,1,2026-06-23 23:07,True
NVO,Novo Nordisk A/S,US,47.41999816894531,3.36,7.97,0.92,12156949,13278542,0.0,新高値圏,1,2026-06-23 23:07,True
2413.T,M3 INC,JP,1710.0,0.23,7.78,0.78,5088600,6510425,0.0,新高値圏,1,2026-06-23 23:07,True
ABBV,AbbVie Inc.,US,234.75999450683594,2.07,5.94,1.31,7662299,5856124,0.0,新高値圏,1,2026-06-23 23:07,True
VRTX,Vertex Pharmaceuticals Incorpor,US,468.4200134277344,0.35,3.99,1.32,1843864,1399221,0.0,新高値圏,1,2026-06-23 23:07,False
JNJ,Johnson & Johnson,US,239.0800018310547,3.37,1.45,1.24,10273017,8314684,-1.63,新高値圏,1,2026-06-23 23:07,False
V,Visa Inc.,US,328.4800109863281,0.58,1.44,1.32,11398016,8659924,-1.7,新高値圏,1,2026-06-23 23:07,True
EA,Electronic Arts Inc.,US,203.52000427246094,0.27,0.2,1.31,2791864,2135166,-0.22,新高値圏,1,2026-06-23 23:07,True
UNH,UnitedHealth Group Incorporated,US,409.25,0.63,-0.44,0.96,6765253,7068953,-0.44,新高値圏,1,2026-06-23 23:07,False
