ticker,name,sector,market,price,change_pct,volume,vol_avg_20d,vol_ratio,vol_5d,high_52w,low_52w,pos_52w_pct,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position,cross_signal,pe_ratio,peg_ratio,market_cap,revenue_growth_pct,dividend_yield_pct,target_price,upside_pct,fetch_time,price_5y_ago,price_3y_ago,price_1y_ago,change_5y_pct,change_3y_pct,change_1y_pct,high_1y,high_1y_date,low_1y,low_1y_date
NVDA,NVIDIA,半導体/AI,US,205.1,-6.2,215650478,177627078,1.21,"212850700,193362900,160907000,169022200,215650478",235.47,111.45,75.5,218.87,203.22,188.34,34.3,2.3319,4.2644,-1.9325,232.01,205.73,-2.4,なし,31.36,0.66,4967727366144.0,85.2,46.0,298.06897,45.3,2026-06-05T23:06:41.916358,,38.57,139.79,,431.7,46.7,236.26,2026-05-14,140.66,2025-06-13
AMD,AMD,半導体/AI,US,466.38,-10.86,45749376,34227188,1.34,"33309200,24293200,29411100,29110000,45749376",542.52,96.65,82.9,473.93,358.72,245.97,58.5,43.4189,47.5869,-4.168,551.65,396.21,45.1,なし,156.5,1.31,760479481856.0,37.8,,482.6875,3.5,2026-06-05T23:06:42.186091,,124.23,115.69,,275.4,303.1,546.44,2026-06-03,115.06,2025-06-13
AVGO,Broadcom,半導体/AI,US,385.73,-7.92,49843645,27475152,1.81,"30586000,38306700,50126400,80979400,49843645",481.57,195.74,66.5,429.02,398.41,354.92,39.5,8.755,12.3653,-3.6103,474.82,383.22,2.7,なし,64.4,1.05,1826303639552.0,47.9,62.0,486.85416,26.2,2026-06-05T23:06:42.495355,,75.92,257.84,,408.1,49.6,495.0,2026-06-03,239.17,2025-06-09
MRVL,Marvell Technology,半導体,US,263.47,-16.74,88753188,44747199,1.98,"32926900,112646200,115542800,86903500,88753188",316.43,56.16,79.7,208.52,165.34,103.42,69.0,33.5146,24.4099,9.1046,301.81,115.24,79.5,なし,90.54,1.79,230483558400.0,27.6,8.0,233.13582,-11.5,2026-06-05T23:06:42.738603,,58.55,64.98,,350.0,305.4,324.2,2026-06-03,61.32,2025-09-04
LRCX,Lam Research,半導体製造装置,US,303.28,-9.85,13256025,8966941,1.48,"8052800,8632400,8630900,8277000,13256025",343.71,71.21,85.2,306.12,273.05,198.24,56.9,15.5065,15.4571,0.0494,345.09,267.15,46.4,なし,57.44,1.95,379273183232.0,23.8,31.0,316.1875,4.3,2026-06-05T23:06:43.073851,,59.47,84.29,,409.9,259.8,346.19,2026-06-03,85.24,2025-06-06
KLAC,KLA Corporation,半導体検査装置,US,1929.2,-9.47,1856574,1019913,1.82,"735900,1061100,1020000,825300,1856574",2131.1,670.37,86.2,1905.21,1781.42,1374.14,57.6,74.1138,64.2717,9.8421,2122.16,1688.26,55.5,なし,54.53,2.15,252006612992.0,11.5,43.0,1855.138,-3.8,2026-06-05T23:06:43.378018,,449.44,786.82,,329.2,145.2,2156.69,2026-06-04,794.65,2025-06-06
AMAT,Applied Materials,半導体製造装置,US,453.01,-9.71,11888258,8372407,1.42,"6613700,10440700,8964900,6729000,11888258",501.7,147.46,86.3,446.63,408.55,299.58,54.5,20.3668,17.764,2.6028,497.98,395.28,56.2,なし,42.58,1.7,359671562240.0,11.4,42.0,511.16666,12.8,2026-06-05T23:06:43.687248,,130.69,162.99,,246.6,177.9,510.75,2026-06-04,153.78,2025-09-03
CDNS,Cadence Design,半導体EDA,US,376.19,-8.62,3498811,2429580,1.44,"4522700,3168100,2877400,2998700,3498811",416.39,265.66,73.3,371.88,333.92,324.46,59.6,18.3033,17.1595,1.1438,419.63,324.13,54.5,なし,87.89,3.95,103759224832.0,18.7,,383.94193,2.1,2026-06-05T23:06:43.977877,,228.78,296.29,,64.4,27.0,416.69,2026-06-02,262.75,2026-02-03
SNPS,Synopsys,半導体EDA,US,464.85,-5.99,1747823,1983511,0.88,"2586600,2347200,1660900,2013500,1747823",645.35,380.47,31.9,503.11,467.87,465.87,39.8,2.5415,8.3879,-5.8464,537.48,468.75,-5.7,なし,106.86,3.23,89009168384.0,41.9,,560.37885,20.6,2026-06-05T23:06:44.243081,,443.84,482.2,,4.7,-3.6,651.73,2025-07-30,376.18,2025-11-18
TSM,TSMC,半導体ファウンドリ,US,415.17,-6.69,19007222,13039566,1.46,"18040400,10147900,10245200,10974100,19007222",446.69,170.17,88.6,414.73,389.03,325.32,54.1,12.0029,11.494,0.5089,447.08,382.38,50.7,なし,35.48,1.35,2153268510720.0,35.1,85.0,467.84027,12.7,2026-06-05T23:06:44.541076,,95.49,200.85,,334.8,106.7,450.16,2026-06-03,200.74,2025-06-06
