ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
RGTI,"Rigetti Computing, Inc.",US,24.6200008392334,-1.78,54.26,2.2,104946646,47683706,-6.81,出来高急増 x2.2 / 5日急騰 +54.3%,2,2026-05-27 23:15,True
ENPH,"Enphase Energy, Inc.",US,70.27999877929688,5.05,50.3,1.23,12426061,10138840,0.0,5日急騰 +50.3% / 新高値圏,2,2026-05-27 23:15,True
IONQ,"IonQ, Inc.",US,65.4000015258789,2.8,35.01,1.13,39585978,34917294,0.0,5日急騰 +35.0% / 新高値圏,2,2026-05-27 23:15,True
MU,"Micron Technology, Inc.",US,928.4099731445312,3.63,32.87,1.02,55037685,53949516,0.0,5日急騰 +32.9% / 新高値圏,2,2026-05-27 23:15,True
DELL,Dell Technologies Inc.,US,305.32000732421875,0.08,29.78,1.28,8513072,6661043,0.0,5日急騰 +29.8% / 新高値圏,2,2026-05-27 23:15,True
SMCI,"Super Micro Computer, Inc.",US,38.189998626708984,2.94,24.97,0.93,36834668,39518372,0.0,5日急騰 +25.0% / 新高値圏,2,2026-05-27 23:15,True
FSLR,"First Solar, Inc.",US,273.6700134277344,1.38,23.44,1.08,3029214,2806833,0.0,5日急騰 +23.4% / 新高値圏,2,2026-05-27 23:15,False
6963.T,ROHM CO LTD,JP,5120.0,-0.31,22.34,0.77,5387880,6978445,-0.31,5日急騰 +22.3% / 新高値圏,2,2026-05-27 23:15,True
AMD,"Advanced Micro Devices, Inc.",US,495.5400085449219,-1.66,19.68,0.8,32767336,41000329,-1.66,5日急騰 +19.7% / 新高値圏,2,2026-05-27 23:15,True
RKLB,Rocket Lab Corporation,US,150.22999572753906,4.91,18.0,1.03,29996761,29174340,0.0,5日急騰 +18.0% / 新高値圏,2,2026-05-27 23:15,True
ON,ON Semiconductor Corporation,US,124.88999938964844,-1.66,17.8,0.86,11628325,13488746,-1.66,5日急騰 +17.8% / 新高値圏,2,2026-05-27 23:15,False
LRCX,Lam Research Corporation,US,318.92999267578125,-1.16,16.66,0.96,8833014,9207048,-1.16,5日急騰 +16.7% / 新高値圏,2,2026-05-27 23:15,True
IBM,International Business Machines,US,255.1999969482422,1.8,14.78,1.73,13487705,7774631,-0.68,5日急騰 +14.8% / 新高値圏,2,2026-05-27 23:15,True
8035.T,TOKYO ELECTRON,JP,52500.0,2.1,13.88,0.93,2898280,3121430,0.0,5日急騰 +13.9% / 新高値圏,2,2026-05-27 23:15,True
6503.T,MITSUBISHI ELECTRIC CORP,JP,6500.0,-0.6,13.1,0.83,6403580,7680195,-0.91,5日急騰 +13.1% / 新高値圏,2,2026-05-27 23:15,False
4443.T,SANSAN INC,JP,1568.5,2.68,13.02,1.26,2035500,1621105,0.0,5日急騰 +13.0% / 新高値圏,2,2026-05-27 23:15,True
NXPI,NXP Semiconductors N.V.,US,329.239990234375,-1.03,11.88,0.89,3820899,4301429,-1.03,5日急騰 +11.9% / 新高値圏,2,2026-05-27 23:15,False
6752.T,PANASONIC HOLDINGS CORP,JP,3569.0,-1.05,11.29,0.91,10293060,11272795,-1.05,5日急騰 +11.3% / 新高値圏,2,2026-05-27 23:15,False
AMAT,"Applied Materials, Inc.",US,448.25,-1.46,10.3,0.81,6109734,7585228,-1.46,5日急騰 +10.3% / 新高値圏,2,2026-05-27 23:15,True
9984.T,SOFTBANK GROUP CORP,JP,7272.0,-7.26,44.31,1.18,96547400,82045985,-7.26,5日急騰 +44.3%,1,2026-05-27 23:15,True
ARM,Arm Holdings plc,US,302.7099914550781,-5.76,35.65,1.27,14838853,11682453,-5.76,5日急騰 +35.7%,1,2026-05-27 23:15,True
6723.T,RENESAS ELECTRONICS CORP,JP,4474.0,-2.51,27.83,0.96,20758500,21556805,-2.51,5日急騰 +27.8%,1,2026-05-27 23:15,True
6526.T,SOCIONEXT INC,JP,2820.5,-0.83,27.25,1.19,14574580,12206740,-2.64,5日急騰 +27.3%,1,2026-05-27 23:15,True
6981.T,MURATA MANUFACTURING CO,JP,7820.0,-3.18,26.87,1.45,24185180,16713415,-3.18,5日急騰 +26.9%,1,2026-05-27 23:15,False
6762.T,TDK CORP,JP,3608.0,-0.52,22.6,1.09,15846640,14543835,-2.88,5日急騰 +22.6%,1,2026-05-27 23:15,False
QCOM,QUALCOMM Incorporated,US,233.39999389648438,-6.2,19.32,0.85,26758480,31591305,-6.2,5日急騰 +19.3%,1,2026-05-27 23:15,True
285A.T,KIOXIA HOLDINGS CORPORATION,JP,60550.0,-3.06,18.05,1.25,39273680,31403775,-7.49,5日急騰 +18.1%,1,2026-05-27 23:15,False
6920.T,LASERTEC CORP,JP,41530.0,-0.36,16.49,0.89,3342700,3761515,-9.26,5日急騰 +16.5%,1,2026-05-27 23:15,True
HPE,Hewlett Packard Enterprise Comp,US,37.20000076293945,-2.26,14.04,1.05,17184337,16400664,-2.26,5日急騰 +14.0%,1,2026-05-27 23:15,True
RIVN,"Rivian Automotive, Inc.",US,14.699999809265137,2.15,13.95,0.93,28460220,30734915,-17.14,5日急騰 +14.0%,1,2026-05-27 23:15,True
7012.T,KAWASAKI HEAVY INDUSTRIES,JP,3178.0,-5.47,13.14,1.15,18129060,15726650,-12.97,5日急騰 +13.1%,1,2026-05-27 23:15,True
SWKS,"Skyworks Solutions, Inc.",US,78.68000030517578,-5.68,12.81,0.92,5205878,5662564,-5.68,5日急騰 +12.8%,1,2026-05-27 23:15,False
MRVL,"Marvell Technology, Inc.",US,198.6999969482422,-4.59,12.72,1.3,32733468,25253152,-4.59,5日急騰 +12.7%,1,2026-05-27 23:15,True
