ticker,name,sector,market,price,change_pct,volume,vol_avg_20d,vol_ratio,vol_5d,high_52w,low_52w,pos_52w_pct,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position,cross_signal,pe_ratio,peg_ratio,market_cap,revenue_growth_pct,dividend_yield_pct,target_price,upside_pct,fetch_time,price_5y_ago,price_3y_ago,price_1y_ago,change_5y_pct,change_3y_pct,change_1y_pct,high_1y,high_1y_date,low_1y,low_1y_date
NVDA,NVIDIA,半導体/AI,US,207.41,-2.37,125087034,173428331,0.72,"161746600,158643200,112001800,149936700,125087034",235.47,122.83,75.1,213.09,208.01,189.33,46.7,-0.8977,0.5341,-1.4318,226.71,199.48,29.1,なし,31.81,0.63,5023677808640.0,85.2,47.0,298.9322,44.1,2026-06-16T23:23:39.349109,18.59,42.61,144.5,1015.5,386.8,43.5,236.26,2026-05-14,141.84,2025-06-23
AMD,AMD,半導体/AI,US,507.29,-7.3,26857508,32066300,0.84,"27777400,30463100,31553100,33482400,26857508",547.26,108.12,90.9,492.45,399.12,257.53,51.7,29.5794,34.3638,-4.7844,561.68,423.21,60.7,なし,168.53,1.23,827187396608.0,37.8,,486.33334,-4.1,2026-06-16T23:23:39.793209,84.56,120.08,126.39,499.9,322.5,301.4,558.37,2026-06-15,125.77,2025-06-18
AVGO,Broadcom,半導体/AI,US,376.71,-4.37,29355054,32786802,0.9,"38193500,35187600,27600900,32394200,29355054",481.57,219.8,59.9,414.97,409.28,358.1,40.5,-8.0028,-0.9241,-7.0787,478.67,351.26,20.0,なし,62.47,0.69,1792228065280.0,47.9,66.0,522.06226,38.6,2026-06-16T23:23:40.294553,42.63,83.42,250.07,783.7,351.6,50.6,495.0,2026-06-03,242.78,2025-06-20
MRVL,Marvell Technology,半導体,US,278.67,-9.78,58399992,58385664,1.0,"54175100,57254500,42047300,54963600,58399992",316.43,59.95,85.3,245.75,190.41,110.63,62.5,30.7398,30.1012,0.6386,339.42,152.07,67.6,なし,96.09,1.58,243780534272.0,27.6,8.0,235.6968,-15.4,2026-06-16T23:23:40.764350,54.06,60.51,70.23,415.5,360.5,296.8,324.2,2026-06-03,61.32,2025-09-04
LRCX,Lam Research,半導体製造装置,US,369.34,-5.03,11616679,10399703,1.12,"14088500,14984000,9253300,13459800,11616679",388.92,80.2,93.7,327.34,292.31,207.01,63.6,22.1094,17.975,4.1344,383.54,271.13,87.4,なし,69.82,2.14,461885898752.0,23.8,27.0,323.375,-12.4,2026-06-16T23:23:41.259543,60.78,59.68,92.73,507.7,518.8,298.3,393.07,2026-06-15,87.33,2025-06-20
KLAC,KLA Corporation,半導体検査装置,US,237.33,-7.44,13841774,11797378,1.17,"16030000,17694000,10056600,18368200,13841774",256.42,75.2,89.5,207.83,190.07,142.48,66.3,16.2624,11.8725,4.3899,254.67,161.0,81.5,なし,67.04,2.67,310018310144.0,11.5,36.0,192.61723,-18.8,2026-06-16T23:23:41.845389,30.27,45.32,88.67,684.1,423.6,167.7,267.17,2026-06-15,82.87,2025-09-03
AMAT,Applied Materials,半導体製造装置,US,568.23,-3.0,10891982,8687184,1.25,"11393800,12427700,8055800,11664400,10891982",585.78,155.56,95.9,483.06,435.95,312.72,73.4,37.9481,28.403,9.5452,587.18,378.93,90.9,なし,53.61,1.89,451151560704.0,11.4,36.0,517.2778,-9.0,2026-06-16T23:23:42.317666,131.66,135.56,175.26,331.6,319.2,224.2,600.91,2026-06-16,153.78,2025-09-03
CDNS,Cadence Design,半導体EDA,US,387.85,-1.69,1590334,2407296,0.66,"1783700,2128100,1366100,1846500,1590334",416.39,265.66,81.1,383.67,349.55,325.91,55.1,11.4209,14.137,-2.7161,424.43,342.91,55.1,なし,90.2,3.65,106975240192.0,18.7,,385.365,-0.6,2026-06-16T23:23:42.744170,130.91,235.84,300.81,196.3,64.5,28.9,416.69,2026-06-02,262.75,2026-02-03
SNPS,Synopsys,半導体EDA,US,448.38,-1.32,1699160,2118493,0.8,"1671700,1960600,1289500,2359700,1699160",645.35,380.47,25.6,485.42,477.08,460.86,26.0,-9.432,-3.229,-6.203,537.54,433.31,14.5,なし,102.84,2.88,85855502336.0,41.9,,560.37885,25.0,2026-06-16T23:23:43.187148,265.14,441.19,479.41,69.1,1.6,-6.5,651.73,2025-07-30,376.18,2025-11-18
TSM,TSMC,半導体ファウンドリ,US,425.83,-3.53,8259794,12181144,0.68,"13139700,13826500,10362500,11184900,8259794",445.65,184.26,92.4,421.17,401.09,331.31,51.2,8.0224,9.1741,-1.1517,450.78,391.55,57.9,なし,36.55,1.32,2208556122112.0,35.1,86.0,467.84027,9.9,2026-06-16T23:23:43.686583,109.8,100.22,213.32,287.8,324.9,99.6,449.11,2026-06-03,203.94,2025-06-23
INTC,Intel,半導体,US,117.05,-8.45,131400739,129419201,1.02,"122653500,188430300,151169400,134507500,131400739",129.44,19.31,88.7,115.08,98.56,54.48,47.0,4.8123,5.1042,-0.2919,129.38,100.78,56.9,なし,75.93,1.36,588293275648.0,7.2,,93.11707,-20.4,2026-06-16T23:23:44.180133,52.33,35.64,20.74,123.7,228.4,464.4,132.75,2026-05-11,18.97,2025-08-01
QCOM,Qualcomm,半導体/通信,US,214.07,-3.05,19093912,21630845,0.88,"18426600,18933100,14123700,13993800,19093912",250.1,123.61,71.5,222.96,187.13,164.68,44.2,5.0471,9.6978,-4.6507,260.69,185.22,38.2,なし,23.02,0.9,225629782016.0,-3.5,167.0,182.74194,-14.6,2026-06-16T23:23:44.691825,121.5,114.94,153.63,76.2,86.2,39.3,258.96,2026-05-29,121.54,2026-04-07
MU,Micron Technology,半導体/メモリ,US,1020.76,-6.18,43671087,54343074,0.8,"55712600,59418900,40785200,44994600,43671087",1087.99,92.07,93.2,928.25,704.94,390.92,55.7,87.704,92.8483,-5.1443,1161.31,695.2,69.8,なし,48.1,0.34,1151145738240.0,196.3,6.0,866.6,-15.1,2026-06-16T23:23:45.248854,78.65,66.8,119.55,1197.9,1428.2,753.8,1110.4,2026-06-16,103.23,2025-08-01
META,Meta Platforms,テック/広告,US,600.21,1.13,11004868,17816953,0.62,"17064000,17628000,14326400,17653300,11004868",787.42,525.23,28.6,602.12,622.2,655.32,39.4,-10.0115,-8.951,-1.0605,644.4,559.84,47.7,なし,21.84,0.82,1523587088384.0,33.1,35.0,827.3183,37.8,2026-06-16T23:23:45.727027,333.58,278.55,699.83,79.9,115.5,-14.2,793.65,2025-08-15,519.78,2026-03-27
PLTR,Palantir,AI/ソフトウェア,US,133.25,-1.08,29119561,38710963,0.75,"30612600,27554500,35378000,41748200,29119561",207.18,118.46,16.7,138.69,139.07,160.18,50.5,-2.193,-1.1353,-1.0576,156.07,121.3,34.4,なし,149.72,1.84,319441829888.0,84.7,,182.75407,37.2,2026-06-16T23:23:46.226465,25.45,16.3,141.41,423.6,717.5,-5.8,207.52,2025-11-03,122.68,2026-04-10
