ticker,name,sector,market,price,change_pct,volume,vol_avg_20d,vol_ratio,vol_5d,high_52w,low_52w,pos_52w_pct,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position,cross_signal,pe_ratio,peg_ratio,market_cap,revenue_growth_pct,dividend_yield_pct,target_price,upside_pct,fetch_time,price_5y_ago,price_3y_ago,price_1y_ago,change_5y_pct,change_3y_pct,change_1y_pct,high_1y,high_1y_date,low_1y,low_1y_date
NVDA,NVIDIA,半導体/AI,US,198.48,0.02,124170649,148156867,0.84,"180275400,123711800,225239200,128257500,124170649",216.61,94.29,85.2,198.27,187.33,183.97,52.0,5.4937,6.1823,-0.6886,218.17,178.37,50.5,なし,40.51,0.63,4824056201216.0,73.2,2.0,269.16544,35.6,2026-05-04T22:56:21.293348,14.42,28.65,114.47,1276.2,592.7,73.4,216.83,2026-04-27,110.79,2025-05-06
AMD,AMD,半導体/AI,US,341.54,-5.27,41513674,40266663,1.03,"43002500,44704400,42115300,34173000,41513674",360.54,78.21,93.3,290.96,238.2,212.29,73.9,34.1629,29.187,4.9759,380.89,201.03,78.1,なし,131.36,1.07,556850544640.0,34.1,,307.5,-10.0,2026-05-04T22:56:21.612697,77.83,89.84,98.8,338.8,280.2,245.7,362.79,2026-05-01,96.88,2025-05-07
AVGO,Broadcom,半導体/AI,US,416.5,-1.13,15083748,21975562,0.69,"25519200,15962500,21821600,11870200,15083748",422.76,145.11,97.7,395.96,350.88,339.67,66.2,21.1913,21.4892,-0.298,448.22,343.7,69.7,なし,81.03,0.92,1971989381120.0,29.5,62.0,475.49295,14.2,2026-05-04T22:56:22.109375,40.16,60.55,202.0,937.2,587.8,106.2,429.31,2026-04-23,194.37,2025-05-06
MRVL,Marvell Technology,半導体,US,163.66,-0.78,13478519,27973770,0.48,"27128700,20649000,20327000,13043600,13478519",165.56,49.24,98.4,144.65,111.49,88.8,74.9,15.9258,15.7592,0.1666,180.83,108.47,76.3,なし,53.31,1.93,143113846784.0,22.1,15.0,128.36064,-21.6,2026-05-04T22:56:22.483930,43.93,40.56,62.16,272.5,303.5,163.3,170.84,2026-04-24,53.63,2025-05-07
LRCX,Lam Research,半導体製造装置,US,258.57,0.72,6291321,9188231,0.68,"11499500,9585300,10381100,8089100,6291321",272.41,58.66,93.5,258.64,237.36,174.74,41.5,6.0994,7.8397,-1.7403,279.42,237.86,49.8,なし,48.88,1.52,323360161792.0,23.8,41.0,310.80646,20.2,2026-05-04T22:56:22.890986,57.93,51.47,73.98,346.4,402.4,249.5,275.84,2026-04-24,72.06,2025-05-06
KLAC,KLA Corporation,半導体検査装置,US,1713.32,-0.75,791367,933688,0.85,"1339800,1092100,1890600,789200,791367",1935.0,572.19,83.7,1769.66,1594.88,1262.52,42.3,55.0065,74.6651,-19.6586,1930.44,1608.87,32.5,なし,48.41,1.83,225117110272.0,11.5,44.0,1814.2759,5.9,2026-05-04T22:56:23.271053,295.98,375.2,692.91,478.9,356.6,147.3,1939.36,2026-04-24,670.19,2025-05-07
AMAT,Applied Materials,半導体製造装置,US,391.38,0.59,5055177,5697963,0.89,"10396200,5116400,7050000,4584600,5055177",417.04,125.82,91.2,393.18,369.77,269.89,47.9,7.8222,10.2409,-2.4187,417.79,368.58,46.3,なし,40.06,1.85,310603022336.0,-2.1,54.0,424.375,8.4,2026-05-04T22:56:23.708972,124.85,113.1,153.72,213.5,246.1,154.6,420.5,2026-04-24,150.17,2025-05-07
CDNS,Cadence Design,半導体EDA,US,349.51,2.51,3152153,2655782,1.19,"4885200,2949700,2077800,1825700,3152153",373.37,231.64,83.2,312.67,298.77,321.81,74.9,13.5623,10.4046,3.1577,359.5,265.83,89.3,なし,81.28,3.24,96496943104.0,18.7,,379.45557,8.6,2026-05-04T22:56:24.042891,126.89,205.24,308.15,175.4,70.3,13.4,376.45,2025-07-31,262.75,2026-02-03
SNPS,Synopsys,半導体EDA,US,497.5,1.73,1603203,1684345,0.95,"1548300,1159500,1341700,845900,1603203",645.35,380.47,44.2,453.36,433.08,479.03,74.8,19.6749,15.6437,4.0312,525.6,381.12,80.5,なし,76.54,3.23,95302107136.0,65.5,,534.6481,7.5,2026-05-04T22:56:24.401211,237.46,371.56,472.28,109.5,33.9,5.3,651.73,2025-07-30,376.18,2025-11-18
TSM,TSMC,半導体ファウンドリ,US,401.61,0.99,9938256,13682667,0.73,"14715800,10313000,12788100,9913700,9938256",404.98,139.64,98.7,379.95,360.57,305.04,61.1,13.0941,11.4527,1.6414,412.73,347.18,83.0,なし,34.47,1.24,2082910109696.0,35.1,88.0,463.4514,15.4,2026-05-04T22:56:24.783811,106.2,81.29,177.09,278.2,394.1,126.8,414.5,2026-04-27,168.5,2025-05-06
