ticker,name,sector,market,price,change_pct,volume,vol_avg_20d,vol_ratio,vol_5d,high_52w,low_52w,pos_52w_pct,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position,cross_signal,pe_ratio,peg_ratio,market_cap,revenue_growth_pct,dividend_yield_pct,target_price,upside_pct,fetch_time,price_5y_ago,price_3y_ago,price_1y_ago,change_5y_pct,change_3y_pct,change_1y_pct,high_1y,high_1y_date,low_1y,low_1y_date
NVDA,NVIDIA,半導体/AI,US,211.5,1.77,166701997,151824979,1.1,"128647000,125368100,113406600,188362800,166701997",216.61,94.29,95.8,201.85,188.04,184.49,58.2,5.3108,5.6119,-0.301,216.5,187.21,82.9,なし,43.16,0.66,5140507525120.0,73.2,2.0,269.16544,27.3,2026-05-07T22:59:28.986172,,29.13,117.03,,626.2,80.7,216.83,2026-04-27,115.18,2025-05-09
AMD,AMD,半導体/AI,US,408.46,-3.07,43932237,45635996,0.96,"34279200,42000200,64235100,87732200,43932237",421.39,78.21,96.2,315.72,249.48,215.87,76.0,41.833,34.0066,7.8264,418.15,213.29,95.3,なし,136.61,1.25,666035093504.0,37.8,,433.02127,6.0,2026-05-07T22:59:29.394408,,95.04,100.36,,329.8,307.0,430.6,2026-05-06,101.56,2025-05-08
AVGO,Broadcom,半導体/AI,US,412.56,-3.03,21394053,20872882,1.02,"11882600,15140400,21175200,20707000,21394053",427.36,145.11,94.8,407.25,356.47,341.77,52.7,19.331,20.9275,-1.5965,439.6,374.9,58.2,なし,80.11,0.93,1953334689792.0,29.5,61.0,475.49295,15.3,2026-05-07T22:59:30.050599,,60.45,203.16,,582.5,103.1,437.68,2026-05-06,202.05,2025-05-08
MRVL,Marvell Technology,半導体,US,160.01,-7.05,23300402,27411125,0.85,"13071700,14547000,22284400,23205300,23300402",172.15,49.24,90.1,152.52,116.77,90.21,64.1,14.7839,15.6001,-0.8162,180.71,124.32,63.3,なし,52.29,2.02,139922063360.0,22.1,14.0,130.28372,-18.6,2026-05-07T22:59:30.595239,,40.6,56.16,,294.1,184.9,175.8,2026-05-06,56.54,2025-05-08
LRCX,Lam Research,半導体製造装置,US,286.52,-3.58,8836688,9594309,0.92,"8094500,6497400,11884000,14788600,8836688",297.17,58.66,95.5,265.13,239.85,177.54,58.4,10.5847,8.5868,1.9979,287.8,242.46,97.2,なし,54.16,1.74,358313590784.0,23.8,35.0,310.46875,8.4,2026-05-07T22:59:31.149743,,51.18,74.51,,459.9,284.5,297.99,2026-05-07,74.11,2025-05-09
KLAC,KLA Corporation,半導体検査装置,US,1763.25,-2.92,1230841,997647,1.23,"789200,791600,1194100,1340900,1230841",1935.0,572.19,87.4,1787.85,1610.31,1275.35,47.6,44.0158,60.9023,-16.8865,1899.98,1675.73,39.0,なし,50.04,1.93,230328975360.0,11.5,42.0,1835.6552,4.1,2026-05-07T22:59:31.797353,,373.12,689.13,,372.6,155.9,1939.36,2026-04-24,687.59,2025-05-08
AMAT,Applied Materials,半導体製造装置,US,410.64,-4.19,7140168,5882193,1.21,"4586500,5062300,6321100,7241200,7140168",428.62,125.82,94.1,398.8,371.84,273.3,54.8,10.8364,10.2569,0.5795,421.87,375.72,75.7,なし,42.2,2.04,325887950848.0,-2.1,49.0,424.375,3.3,2026-05-07T22:59:32.608022,,112.79,154.43,,264.1,165.9,432.81,2026-05-06,152.54,2025-05-30
CDNS,Cadence Design,半導体EDA,US,356.9,0.56,1865637,2698456,0.69,"1825700,3152200,1965700,2420600,1865637",373.37,231.64,88.4,323.44,302.64,322.38,72.1,16.0217,12.874,3.1477,371.29,275.59,85.0,なし,83.19,3.37,98438725632.0,18.7,,379.45557,6.3,2026-05-07T22:59:33.200693,,205.56,308.34,,73.6,15.7,376.45,2025-07-31,262.75,2026-02-03
SNPS,Synopsys,半導体EDA,US,505.19,0.15,1593836,1740161,0.92,"845900,1642500,1883300,1866900,1593836",645.35,380.47,47.1,468.32,437.11,477.63,70.5,21.0398,18.1614,2.8784,534.39,402.24,77.9,なし,77.6,3.33,96775225344.0,65.5,,534.6481,5.8,2026-05-07T22:59:33.650645,,371.74,480.54,,35.9,5.1,651.73,2025-07-30,376.18,2025-11-18
TSM,TSMC,半導体ファウンドリ,US,414.15,-1.28,13325289,14346029,0.93,"9926400,9978500,14579000,17736400,13325289",419.5,139.64,98.1,387.52,362.33,307.65,69.5,14.4648,12.591,1.8739,420.91,354.14,89.9,なし,35.52,1.31,2147947642880.0,35.1,84.0,463.4514,11.9,2026-05-07T22:59:34.216940,,81.83,172.4,,406.1,140.2,420.0,2026-05-07,171.54,2025-05-08
INTC,Intel,半導体,US,109.62,-3.0,119366028,141651866,0.84,"158502800,119294000,198482000,157320100,119366028",113.01,18.13,96.4,81.24,60.52,41.83,81.8,14.2647,11.3002,2.9645,116.51,45.96,90.2,なし,72.29,1.36,550950141952.0,7.2,,80.93333,-26.2,2026-05-07T22:59:34.778131,,30.16,20.31,,263.5,439.7,114.51,2026-05-07,18.97,2025-08-01
QCOM,Qualcomm,半導体/通信,US,202.55,5.18,50778174,22192263,2.29,"21111500,23117400,34274900,30145000,50778174",202.55,121.81,100.0,152.54,140.13,156.03,84.1,15.2044,9.2752,5.9292,199.38,105.69,103.4,なし,21.78,0.82,213487697920.0,-3.5,191.0,168.5,-16.8,2026-05-07T22:59:35.321647,,101.15,141.0,,100.2,43.7,223.66,2026-05-07,121.99,2026-04-07
MU,Micron Technology,半導体/メモリ,US,646.63,-2.99,46040165,41192243,1.12,"40215300,46043700,64268500,55725800,46040165",666.59,64.57,96.7,509.08,442.26,287.26,82.0,56.608,39.5758,17.0321,654.54,363.62,97.3,なし,30.5,0.23,729226674176.0,196.3,9.0,556.0476,-14.0,2026-05-07T22:59:36.004022,,60.09,82.42,,976.0,684.5,683.09,2026-05-07,83.16,2025-05-08
META,Meta Platforms,テック/広告,US,616.81,0.64,11929063,15930293,0.75,"21404000,16203900,17171300,19915500,11929063",788.15,483.15,43.8,649.87,627.36,675.51,26.0,-2.893,4.4711,-7.3641,708.73,591.01,21.9,なし,22.41,0.89,1565724901376.0,33.1,34.0,826.69104,34.0,2026-05-07T22:59:36.472114,,231.45,594.95,,166.5,3.7,794.38,2025-08-15,520.26,2026-03-27
PLTR,Palantir,AI/ソフトウェア,US,137.05,2.44,49669655,50897342,0.98,"33219900,70525900,89747100,55524800,49669655",207.18,74.01,47.3,140.74,145.66,164.02,40.4,-1.946,-1.4297,-0.5163,152.31,129.17,34.1,なし,152.28,2.1,328551628800.0,84.7,,181.7289,32.6,2026-05-07T22:59:37.014166,,7.74,110.48,,1670.7,24.0,207.52,2025-11-03,112.07,2025-05-08
MSFT,Microsoft,テック/クラウド,US,420.77,1.65,33917670,35562808,0.95,"31372400,28066500,25700900,30285900,33917670",539.83,351.87,36.7,413.93,397.88,464.81,48.9,6.379,7.2481,-0.8691,444.51,383.35,61.2,なし,25.03,1.28,3125662449664.0,18.3,88.0,562.07465,33.6,2026-05-07T22:59:37.509713,,301.51,430.06,,39.6,-2.2,552.24,2025-07-31,356.28,2026-03-30
AAPL,Apple,テック/消費者,US,287.44,-0.02,40410371,47509968,0.85,"79915400,46668400,49311700,58336100,40410371",287.51,171.67,99.9,271.57,262.4,256.35,67.1,6.5056,4.8142,1.6915,288.46,254.68,97.0,なし,34.84,2.52,4221733699584.0,16.6,38.0,303.3762,5.5,2026-05-07T22:59:38.114171,,171.02,195.4,,68.1,47.1,292.13,2026-05-07,192.87,2025-05-23
