ticker,name,sector,market,price,change_pct,volume,vol_avg_20d,vol_ratio,vol_5d,high_52w,low_52w,pos_52w_pct,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position,cross_signal,pe_ratio,peg_ratio,market_cap,revenue_growth_pct,dividend_yield_pct,target_price,upside_pct,fetch_time,price_5y_ago,price_3y_ago,price_1y_ago,change_5y_pct,change_3y_pct,change_1y_pct,high_1y,high_1y_date,low_1y,low_1y_date
NVDA,NVIDIA,半導体/AI,US,202.81,-2.21,144033900,144982100,0.99,"121411000,124379600,124797200,122986100,144033900",235.47,143.66,64.4,202.12,209.81,192.2,58.9,0.1472,-1.023,1.1702,214.91,189.34,52.7,なし,31.06,0.56,4912260841472.0,85.2,49.0,302.31033,49.1,2026-07-19T22:49:45.061960,18.55,45.43,172.18,993.4,346.4,17.8,236.26,2026-05-14,163.85,2025-09-05
AMD,AMD,半導体/AI,US,495.76,-1.03,32069200,29313590,1.09,"22957400,21201400,27826200,27093700,32069200",580.91,126.39,81.3,533.02,499.08,296.69,46.0,7.3791,15.2985,-7.9194,573.63,492.41,4.1,なし,164.16,1.16,808386560000.0,37.8,,540.19147,9.0,2026-07-19T22:49:45.327057,87.11,110.25,156.99,469.1,349.7,215.8,584.73,2026-06-30,149.22,2025-09-08
AVGO,Broadcom,半導体/AI,US,370.83,-0.97,23236500,26166705,0.89,"21294500,20118700,16324100,23407200,23236500",480.81,246.97,53.0,381.81,402.54,362.48,52.3,-4.3178,-5.1567,0.8389,408.05,355.56,29.1,なし,61.7,0.42,1764229775360.0,47.9,70.0,524.5067,41.4,2026-07-19T22:49:45.629957,42.66,85.69,281.28,769.3,332.8,31.8,494.22,2026-06-03,271.01,2025-07-23
MRVL,Marvell Technology,半導体,US,188.68,0.2,29579300,43317470,0.68,"25615300,20705500,26827600,34893000,29579300",316.35,62.18,49.8,251.41,235.5,129.78,28.8,-13.6394,-3.3777,-10.2617,324.79,178.04,7.3,なし,64.84,1.06,169348677632.0,27.6,13.0,253.68922,34.5,2026-07-19T22:49:45.952081,55.52,62.64,74.49,239.8,201.2,153.3,329.8,2026-06-18,61.31,2025-09-04
LRCX,Lam Research,半導体製造装置,US,313.3,-2.39,12797300,14043565,0.91,"9770500,10699100,10257300,10641300,12797300",433.33,89.99,65.0,363.56,336.12,232.94,37.4,-5.1762,3.2239,-8.4001,431.67,295.45,13.1,なし,59.22,1.81,391803895808.0,23.8,33.0,366.48386,17.0,2026-07-19T22:49:46.232934,57.63,59.92,100.11,443.6,422.9,213.0,438.5,2026-06-30,90.44,2025-07-31
KLAC,KLA Corporation,半導体検査装置,US,212.75,-3.02,13055900,15243695,0.86,"9947500,9033100,10625500,14957000,13055900",301.71,84.03,59.1,242.21,217.57,157.7,40.5,-1.3526,4.0487,-5.4014,289.28,195.15,18.7,なし,60.27,2.27,277910061056.0,11.5,43.0,234.57143,10.3,2026-07-19T22:49:46.595848,28.78,43.88,92.52,639.2,384.8,130.0,307.37,2026-06-30,82.87,2025-09-03
AMAT,Applied Materials,半導体製造装置,US,529.66,-5.57,10298700,12352045,0.83,"7561700,6513900,8168200,8406100,10298700",723.0,155.56,65.9,607.43,525.49,357.83,38.6,7.239,21.749,-14.51,703.46,511.4,9.5,なし,49.73,1.34,420528521216.0,11.4,40.0,623.0571,17.6,2026-07-19T22:49:46.946071,126.53,130.79,189.05,318.6,305.0,180.2,739.67,2026-06-30,153.78,2025-09-03
CDNS,Cadence Design,半導体EDA,US,330.11,-9.47,5187900,2394555,2.17,"1338600,1256900,1622400,1468900,5187900",416.39,265.66,42.8,374.21,374.89,328.11,24.4,-4.2738,-0.0932,-4.1806,398.48,349.95,-40.9,デッドクロス,76.95,3.46,91049615360.0,18.7,,394.7881,19.6,2026-07-19T22:49:47.200743,139.79,238.79,315.57,136.1,38.2,4.6,416.69,2026-06-02,262.75,2026-02-03
SNPS,Synopsys,半導体EDA,US,384.28,-7.85,5036200,2065590,2.44,"1619700,1371800,1419200,1173300,5036200",645.35,380.47,1.4,441.42,471.49,454.17,20.6,-15.4414,-11.5852,-3.8562,479.13,403.72,-25.8,なし,87.73,2.06,73580716032.0,41.9,,563.994,46.8,2026-07-19T22:49:47.510972,277.89,451.71,584.76,38.3,-14.9,-34.3,651.73,2025-07-30,366.0,2026-07-17
TSM,TSMC,半導体ファウンドリ,US,398.37,-2.77,20945600,16053745,1.3,"14329800,14279000,17012300,24891300,20945600",477.57,207.22,70.7,437.37,425.19,350.34,39.9,-4.0838,1.748,-5.8318,475.61,399.13,-1.0,なし,29.84,1.01,2066135646208.0,36.0,95.0,520.3715,30.6,2026-07-19T22:49:47.889192,107.3,93.79,237.77,271.3,324.7,67.5,479.0,2026-06-30,221.25,2025-08-20
