ticker,name,sector,market,price,change_pct,volume,vol_avg_20d,vol_ratio,vol_5d,high_52w,low_52w,pos_52w_pct,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position,cross_signal,pe_ratio,peg_ratio,market_cap,revenue_growth_pct,dividend_yield_pct,target_price,upside_pct,fetch_time,price_5y_ago,price_3y_ago,price_1y_ago,change_5y_pct,change_3y_pct,change_1y_pct,high_1y,high_1y_date,low_1y,low_1y_date
NVDA,NVIDIA,半導体/AI,US,195.74,-1.64,138840761,167619358,0.83,"241272000,122041400,153496200,151810700,138840761",235.47,131.11,61.9,208.79,210.04,190.32,32.7,-2.8819,-1.2575,-1.6244,223.84,193.73,6.7,なし,29.98,0.61,4741018419200.0,85.2,50.0,298.9322,52.7,2026-06-25T23:16:26.115485,,40.55,154.1,,382.7,27.0,236.26,2026-05-14,151.29,2025-07-01
AMD,AMD,半導体/AI,US,532.57,2.47,26793062,31016218,0.86,"43805600,25983200,30196800,26548300,26793062",551.63,110.31,95.7,512.22,433.85,268.64,51.4,26.5464,29.7713,-3.2249,564.97,459.47,69.3,なし,176.93,1.25,868408950784.0,37.8,,500.39584,-6.0,2026-06-25T23:16:26.481933,,107.51,143.4,,395.4,271.4,562.99,2026-06-22,133.5,2025-07-07
AVGO,Broadcom,半導体/AI,US,378.91,-0.83,21407951,37291427,0.57,"45076100,26403700,33122200,29938700,21407951",480.81,226.52,59.9,406.25,412.0,359.86,39.3,-8.5323,-5.8594,-2.673,474.68,337.82,30.0,なし,63.15,0.69,1802694819840.0,47.9,68.0,523.72894,38.2,2026-06-25T23:16:26.846719,,79.25,262.73,,378.1,44.2,494.22,2026-06-03,260.75,2025-07-01
MRVL,Marvell Technology,半導体,US,281.26,1.65,38774186,72366084,0.54,"250989400,49225100,46361100,35747400,38774186",316.43,59.95,86.3,275.14,210.57,117.45,43.6,23.8916,28.1016,-4.2099,340.54,209.75,54.7,なし,96.65,1.56,246046261248.0,27.6,9.0,242.50168,-13.8,2026-06-25T23:16:27.197097,,57.17,75.73,,391.9,271.4,329.88,2026-06-18,61.32,2025-09-04
LRCX,Lam Research,半導体製造装置,US,401.82,7.21,16738567,12449798,1.34,"22686600,14638600,16065200,12016700,16738567",409.54,80.15,97.7,352.47,307.88,215.47,62.7,25.2547,23.0972,2.1575,416.42,288.53,88.6,なし,76.1,2.18,502504456192.0,23.8,28.0,340.58066,-15.2,2026-06-25T23:16:27.556433,,60.39,95.49,,565.4,320.8,409.75,2026-06-22,90.44,2025-07-31
KLAC,KLA Corporation,半導体検査装置,US,258.8,7.62,11694323,13629291,0.86,"26167300,11719800,18703800,11543700,11694323",269.16,75.2,94.7,227.05,199.82,147.42,62.5,17.5091,16.1996,1.3095,278.48,175.62,80.9,なし,73.11,2.49,338064015360.0,11.5,38.0,204.39285,-21.0,2026-06-25T23:16:27.863540,,44.7,88.77,,478.9,191.5,269.9,2026-06-22,82.87,2025-09-03
AMAT,Applied Materials,半導体製造装置,US,668.0,13.42,16034625,10607346,1.51,"16781200,10737300,12035100,10726700,16034625",668.0,155.56,100.0,537.94,463.29,326.42,70.2,50.4104,42.2473,8.1632,671.86,404.02,98.6,なし,63.02,1.96,530364891136.0,11.4,36.0,532.34283,-20.3,2026-06-25T23:16:28.154092,,136.41,181.74,,389.7,267.6,669.22,2026-06-25,153.78,2025-09-03
CDNS,Cadence Design,半導体EDA,US,368.23,-1.12,2110273,2741178,0.77,"7091800,3015600,2139700,1935100,2110273",416.39,265.66,68.0,389.11,361.34,326.83,29.9,4.3616,9.0171,-4.6555,417.32,360.9,13.0,なし,86.04,3.54,101563727872.0,18.7,,388.7796,5.6,2026-06-25T23:16:28.440931,,223.01,297.53,,65.1,23.8,416.69,2026-06-02,262.75,2026-02-03
SNPS,Synopsys,半導体EDA,US,455.02,-1.92,1558985,2238139,0.7,"3227800,2839900,2160700,1738800,1558985",645.35,380.47,28.1,469.44,483.49,456.69,31.6,-8.1583,-7.1466,-1.0118,503.28,435.59,28.7,なし,104.36,2.94,87126925312.0,41.9,,563.7438,23.9,2026-06-25T23:16:28.738191,,417.21,487.27,,9.1,-6.6,651.73,2025-07-30,376.18,2025-11-18
TSM,TSMC,半導体ファウンドリ,US,434.99,-1.32,14710508,13829775,1.06,"25817100,13686200,20364500,9991200,14710508",467.67,188.97,88.3,433.11,410.74,337.68,47.7,9.8502,10.2096,-0.3594,462.72,403.5,53.2,なし,37.53,1.38,2256064217088.0,35.1,86.0,478.9514,10.1,2026-06-25T23:16:29.096950,,95.95,220.3,,353.4,97.5,476.79,2026-06-22,218.76,2025-07-01
INTC,Intel,半導体,US,132.87,0.93,122260596,136213454,0.9,"233906600,127190600,132976700,104591700,122260596",140.94,19.31,93.4,119.05,107.12,57.71,61.3,7.5515,6.5433,1.0083,141.63,96.47,80.6,なし,85.92,1.36,667804565504.0,7.2,,96.06667,-27.7,2026-06-25T23:16:29.473450,,32.67,22.2,,306.7,498.5,141.45,2026-06-22,18.97,2025-08-01
QCOM,Qualcomm,半導体/通信,US,204.9,3.79,34040101,22010585,1.55,"47081500,18203400,23781900,25519600,34040101",250.1,123.61,64.3,219.98,197.1,166.32,36.7,0.9039,4.6201,-3.7162,254.82,185.14,28.4,なし,22.03,0.84,215964598272.0,-3.5,186.0,213.0,4.0,2026-06-25T23:16:29.851608,,109.27,152.71,,87.5,34.2,258.96,2026-05-29,121.54,2026-04-07
MU,Micron Technology,半導体/メモリ,US,1213.56,15.74,79552392,56170684,1.42,"64642500,53140800,60243300,68935700,79552392",1213.56,93.15,100.0,1024.97,788.62,420.72,60.0,96.5024,93.932,2.5704,1212.18,837.76,100.4,なし,27.43,0.31,1370586480640.0,196.3,6.0,1365.075,12.5,2026-06-25T23:16:30.128224,,64.62,126.95,,1778.1,856.0,1255.0,2026-06-25,103.23,2025-08-01
META,Meta Platforms,テック/広告,US,542.87,-2.65,16443852,19063782,0.86,"28824600,15405500,13103300,13963600,16443852",787.42,525.23,6.7,587.21,614.84,649.93,25.4,-15.5634,-12.2844,-3.279,639.86,534.57,7.9,なし,19.75,0.81,1378033860608.0,33.1,38.0,827.3183,52.4,2026-06-25T23:16:30.425262,,276.05,706.36,,96.7,-23.1,793.65,2025-08-15,519.78,2026-03-27
PLTR,Palantir,AI/ソフトウェア,US,107.27,-5.49,59167305,44577710,1.33,"55338000,56924500,44661900,46520700,59167305",207.18,107.27,0.0,133.7,137.04,159.09,16.6,-6.644,-3.8466,-2.7974,160.92,106.48,1.4,なし,120.53,1.63,257159643136.0,84.7,,182.75407,70.4,2026-06-25T23:16:30.719333,,13.94,142.9,,669.5,-24.9,207.52,2025-11-03,106.38,2026-06-25
MSFT,Microsoft,テック/クラウド,US,352.83,-3.46,62728991,42944599,1.46,"59714200,45171100,40647600,44509900,62728991",538.66,352.83,0.0,402.81,411.27,446.88,15.3,-14.1084,-8.6396,-5.4689,462.07,343.55,7.8,なし,21.04,1.13,2620974694400.0,18.3,100.0,561.1149,59.0,2026-06-25T23:16:31.141849,,321.0,488.37,,9.9,-27.8,551.05,2025-07-31,349.2,2026-06-25
AAPL,Apple,テック/消費者,US,275.15,-6.12,102383867,56074238,1.83,"85962200,44879900,52010900,53081900,102383867",315.2,194.5,66.8,299.73,291.06,268.83,22.9,-1.5675,1.2271,-2.7946,319.5,279.95,-12.1,なし,33.31,2.37,4041225797632.0,16.6,37.0,315.09048,14.5,2026-06-25T23:16:31.501174,,182.71,200.76,,50.6,37.1,317.4,2026-06-08,198.47,2025-06-30
AMZN,Amazon,テック/EC/クラウド,US,227.01,-3.1,76001063,50765663,1.5,"75624400,68388500,60492600,70282600,76001063",274.99,198.79,37.0,246.09,256.45,232.8,29.6,-6.8745,-5.1288,-1.7458,270.56,221.62,11.0,なし,30.68,1.83,2441971499008.0,16.6,,312.98715,37.9,2026-06-25T23:16:31.792596,,127.33,211.99,,78.3,7.1,278.56,2026-05-05,196.0,2026-02-17
GOOGL,Alphabet,テック/広告/AI,US,343.71,-0.46,42597335,36546896,1.17,"44470100,52814800,34007700,44997300,42597335",402.38,164.72,75.3,363.37,369.11,313.01,30.5,-6.1966,-3.2458,-2.9508,387.29,339.45,8.9,なし,26.2,1.36,4194146189312.0,21.8,25.0,432.83453,25.9,2026-06-25T23:16:32.099552,,117.3,170.19,,193.0,102.0,408.37,2026-05-18,169.46,2025-06-26
TSLA,Tesla,EV/AI/エネルギー,US,375.12,-0.11,28803361,46205638,0.62,"58384700,47819500,50420200,37081400,28803361",489.88,284.7,44.1,404.67,405.01,417.8,36.1,-7.3834,-3.4728,-3.9107,442.03,367.32,10.4,デッドクロス,344.15,5.36,1408847052800.0,15.8,,421.1561,12.3,2026-06-25T23:16:32.425009,,241.05,327.55,,55.6,14.5,498.83,2025-12-22,288.77,2025-07-07
CRM,Salesforce,クラウド/SaaS,US,150.19,-1.68,11251844,19315967,0.58,"57940800,20502800,20720700,13146800,11251844",280.6,150.12,0.1,171.93,176.26,213.29,7.4,-8.1958,-5.7378,-2.4581,207.5,136.36,19.4,なし,17.4,0.73,123005607936.0,13.3,115.0,251.52731,67.5,2026-06-25T23:16:32.728608,,203.83,265.51,,-26.3,-43.4,274.48,2025-07-08,146.32,2026-06-22
NOW,ServiceNow,クラウド/SaaS,US,89.52,-4.56,19140703,32201355,0.59,"36337200,24940900,32559700,17246400,19140703",208.94,83.0,5.2,107.35,99.7,134.97,15.4,-2.9769,-0.5287,-2.4482,132.77,81.94,14.9,なし,53.29,0.91,92322693120.0,22.1,,141.48067,58.0,2026-06-25T23:16:33.084589,,107.59,201.03,,-16.8,-55.5,211.48,2025-07-03,81.24,2026-04-10
SNOW,Snowflake,クラウド/データ,US,227.06,0.49,4389109,9922840,0.44,"7758800,6014100,4511000,4320100,4389109",280.16,121.11,66.6,240.44,187.54,205.74,32.5,10.8988,15.6271,-4.7283,266.0,214.89,23.8,なし,84.51,5.84,78698995712.0,33.5,,292.53418,28.8,2026-06-25T23:16:33.424782,,169.84,221.52,,33.7,2.5,284.99,2026-06-01,118.3,2026-04-10
DDOG,Datadog,クラウド/監視,US,220.94,-0.77,2836963,5865553,0.48,"8482300,4290900,3280500,2204000,2836963",277.49,102.61,67.7,234.87,195.07,153.19,25.9,5.4251,10.1928,-4.7676,266.18,203.56,27.8,なし,552.35,1.39,78645846016.0,32.2,,242.11635,9.6,2026-06-25T23:16:33.772940,,93.34,130.24,,136.7,69.6,278.7,2026-06-01,98.01,2026-02-24
NET,Cloudflare,クラウド/セキュリティ,US,226.65,1.42,2962236,4023896,0.74,"4440900,3377800,2890600,2282900,2962236",272.66,156.52,60.4,238.4,221.17,207.7,27.6,0.1971,2.87,-2.6729,274.31,202.49,33.6,なし,144.02,2.38,80447045632.0,33.5,,243.1129,7.3,2026-06-25T23:16:34.103469,,63.19,190.12,,258.7,19.2,276.82,2026-06-04,158.83,2026-02-23
CRWD,CrowdStrike,サイバーセキュリティ,US,678.65,0.84,2215146,3564627,0.62,"5379400,3435800,2372000,1754500,2215146",782.17,350.25,76.0,693.24,588.23,494.59,39.2,21.1413,30.2511,-9.1098,768.41,618.08,40.3,なし,108.58,5.48,172760416256.0,25.6,,713.4494,5.1,2026-06-25T23:16:34.537491,,141.81,494.09,,378.6,37.4,785.66,2026-06-01,342.72,2026-02-23
ZS,Zscaler,サイバーセキュリティ,US,123.8,-2.73,2311557,6051452,0.38,"16570900,3287400,2425600,2340200,2311557",336.27,118.05,2.6,130.68,141.06,208.61,31.0,-6.0045,-5.7708,-0.2337,146.69,114.68,28.5,なし,26.93,1.39,20019638272.0,25.4,,192.7411,55.7,2026-06-25T23:16:34.860477,,141.71,311.98,,-12.6,-60.3,336.99,2025-11-03,114.62,2026-04-10
PANW,Palo Alto Networks,サイバーセキュリティ,US,293.09,2.74,8547020,9008351,0.95,"12194700,5855400,5430500,4895700,8547020",300.48,141.67,95.3,280.4,234.76,198.04,59.3,14.4395,16.0252,-1.5857,303.64,257.16,77.3,なし,257.1,4.66,238868348928.0,31.1,,310.3208,5.9,2026-06-25T23:16:35.222502,,121.9,204.3,,140.4,43.5,302.95,2026-06-01,139.57,2026-02-24
SHOP,Shopify,EC/SaaS,US,111.62,-2.23,7808418,9357320,0.83,"10064100,8596200,10628400,20112100,7808418",179.01,95.4,19.4,112.28,113.64,136.9,43.8,-0.3359,-0.5624,0.2265,120.86,103.7,46.1,なし,109.43,2.1,144844210176.0,34.3,,148.22221,32.8,2026-06-25T23:16:35.541394,,63.25,113.89,,76.5,-2.0,182.19,2025-10-29,94.0,2026-05-14
UBER,Uber Technologies,モビリティ,US,72.25,-2.17,12479371,22222558,0.56,"27203300,21887100,20733900,34823300,12479371",100.1,68.61,11.6,71.23,73.5,81.66,50.1,-0.3163,-0.6378,0.3215,74.26,68.2,66.8,なし,17.93,5.99,147072024576.0,14.5,,104.48157,44.6,2026-06-25T23:16:35.814640,,44.42,90.9,,62.7,-20.5,101.99,2025-09-22,67.19,2026-06-11
ABNB,Airbnb,旅行/プラットフォーム,US,141.88,-1.75,3031710,3918825,0.77,"7413200,4255300,3428900,4050600,3031710",144.4,111.54,92.3,136.32,137.31,129.48,62.5,1.8466,0.8825,0.9641,145.07,127.57,81.8,なし,35.12,1.33,84206477312.0,17.9,,156.47298,10.3,2026-06-25T23:16:36.058349,,123.13,129.67,,15.2,9.4,147.27,2026-06-24,110.81,2025-11-20
XYZ,Block (Square),フィンテック,US,74.08,-2.11,5006365,6033103,0.83,"8663500,5137800,4715900,6370100,5006365",81.11,49.09,78.0,72.22,71.37,67.26,55.9,1.0323,0.7285,0.3038,78.07,66.37,65.9,なし,57.88,0.84,44091006976.0,4.9,,90.404,22.0,2026-06-25T23:16:36.360720,,61.75,64.81,,20.0,14.3,82.5,2025-08-08,48.21,2026-02-12
COIN,Coinbase,暗号資産,US,142.52,-5.06,7596268,8850093,0.86,"9826800,8507100,7590000,10045500,7596268",419.78,141.09,0.5,164.11,183.6,235.15,35.9,-8.4239,-7.5332,-0.8906,187.04,141.18,2.9,なし,52.4,0.9,37548429312.0,-30.8,,229.73567,61.2,2026-06-25T23:16:36.649266,,61.94,355.37,,130.1,-59.9,444.65,2025-07-18,139.36,2026-02-12
LLY,Eli Lilly,ヘルスケア/製薬,US,1127.69,0.93,2188774,3253608,0.67,"4470500,3015000,3316300,2908200,2188774",1160.95,621.26,93.8,1117.71,1024.53,971.06,50.8,23.4662,30.4888,-7.0226,1166.52,1068.9,60.2,なし,40.06,1.5,1005607780352.0,55.5,62.0,1222.6207,8.4,2026-06-25T23:16:37.043187,,443.21,786.73,,154.4,43.3,1182.73,2026-06-08,619.4,2025-08-08
NVO,Novo Nordisk,ヘルスケア/製薬,US,47.64,0.49,9331828,13466796,0.69,"8996700,17141300,17674300,15078200,9331828",77.31,34.76,30.3,44.16,43.65,46.74,67.7,0.8458,0.3871,0.4587,47.87,40.45,96.9,なし,11.37,3.49,210895388672.0,24.0,380.0,46.77989,-1.8,2026-06-25T23:16:37.420224,,72.64,64.24,,-34.4,-25.8,68.49,2025-07-25,34.58,2026-03-03
ISRG,Intuitive Surgical,ヘルスケア/ロボット,US,399.69,-0.53,2724095,2615014,1.04,"4404200,2680700,2705200,2438800,2724095",592.85,399.69,0.0,412.12,435.25,489.57,35.3,-9.1707,-8.9726,-0.1981,429.3,394.94,13.8,なし,48.51,2.11,141555351552.0,23.0,,565.0786,41.4,2026-06-25T23:16:37.733918,,325.16,521.63,,22.9,-23.4,603.88,2026-01-07,396.68,2026-06-02
DXCM,DexCom,ヘルスケア/医療機器,US,68.65,-1.58,3997415,5533210,0.72,"8571700,5570700,6347300,3832000,3997415",89.53,54.84,39.8,73.01,67.02,67.31,40.4,0.5044,1.5782,-1.0737,78.15,67.88,7.5,なし,29.46,1.3,26490181632.0,15.0,,85.24,24.2,2026-06-25T23:16:38.021724,,124.62,84.68,,-44.9,-18.9,89.98,2025-07-30,54.11,2025-11-07
NFLX,Netflix,エンタメ/ストリーミング,US,70.9,-1.31,41538923,45649486,0.91,"91920400,82203300,50806800,48001500,41538923",133.91,70.9,0.0,79.88,86.71,97.3,19.5,-4.1126,-3.3085,-0.8041,89.26,70.5,2.1,なし,22.87,1.41,298545610752.0,16.2,,114.14591,61.0,2026-06-25T23:16:38.351555,,41.59,127.53,,70.5,-44.4,134.12,2025-06-30,70.86,2026-06-25
V,Visa,フィンテック/決済,US,330.52,-0.51,5472377,8618078,0.63,"14716700,15132400,11113400,8197200,5472377",370.38,294.91,47.2,324.45,322.47,327.64,61.1,2.2123,1.5996,0.6127,334.89,314.02,79.1,なし,28.84,1.46,628564295680.0,17.1,81.0,398.83362,20.7,2026-06-25T23:16:38.642409,,221.19,342.55,,49.4,-3.5,357.14,2026-01-06,293.28,2026-04-01
MA,Mastercard,フィンテック/決済,US,488.92,-1.11,2352239,4077711,0.58,"6674700,3955600,3936400,3609700,2352239",596.25,471.55,13.9,489.09,497.52,531.67,54.4,-1.5148,-2.0804,0.5655,502.53,475.65,49.4,なし,28.26,1.52,432001843200.0,15.8,70.0,644.8889,31.9,2026-06-25T23:16:38.940618,,370.83,546.47,,31.8,-10.5,599.05,2025-08-22,464.52,2026-06-03
