ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
ENPH,"Enphase Energy, Inc.",US,52.88999938964844,10.16,45.1,1.41,11940196,8454869,0.0,5日急騰 +45.1% / 単日急騰 +10.2% / 新高値圏,3,2026-05-15 22:53,True
7267.T,HONDA MOTOR CO,JP,1430.0,8.33,12.69,1.54,32249620,20894685,-7.33,5日急騰 +12.7% / 単日急騰 +8.3%,2,2026-05-15 22:53,True
8058.T,MITSUBISHI CORP,JP,5849.0,-0.56,11.43,0.89,11695940,13192160,-0.56,5日急騰 +11.4% / 新高値圏,2,2026-05-15 22:53,True
6526.T,SOCIONEXT INC,JP,2426.0,5.71,10.07,1.21,12456700,10316440,0.0,5日急騰 +10.1% / 新高値圏,2,2026-05-15 22:53,True
RKLB,Rocket Lab Corporation,US,124.7699966430664,-5.87,18.3,1.24,32639380,26363035,-5.87,5日急騰 +18.3%,1,2026-05-15 22:53,True
6758.T,SONY GROUP CORPORATION,JP,3576.0,3.83,14.84,1.69,43957160,25959255,-2.3,5日急騰 +14.8%,1,2026-05-15 22:53,True
TTWO,"Take-Two Interactive Software, ",US,242.44000244140625,0.01,9.98,1.37,2225229,1621982,0.0,新高値圏,1,2026-05-15 22:53,True
6954.T,FANUC CORPORATION,JP,8228.0,2.39,9.49,1.28,10827620,8456990,0.0,新高値圏,1,2026-05-15 22:53,False
2914.T,JAPAN TOBACCO INC,JP,6301.0,0.75,9.22,1.29,5527960,4294055,0.0,新高値圏,1,2026-05-15 22:53,True
9433.T,KDDI CORPORATION,JP,2724.0,2.97,7.73,1.26,11833180,9411455,-1.43,新高値圏,1,2026-05-15 22:53,True
TXN,Texas Instruments Incorporated,US,302.7300109863281,-1.77,5.19,0.79,7132865,9015236,-1.77,新高値圏,1,2026-05-15 22:53,False
8306.T,MITSUBISHI UFJ FINANCIAL GROUP ,JP,2929.0,1.81,4.36,0.96,34926680,36460590,-1.24,新高値圏,1,2026-05-15 22:53,True
DDOG,"Datadog, Inc.",US,207.97999572753906,2.53,3.91,0.83,5510255,6623618,0.0,新高値圏,1,2026-05-15 22:53,True
UNH,UnitedHealth Group Incorporated,US,393.8500061035156,-1.31,3.65,0.93,7921022,8544735,-1.82,新高値圏,1,2026-05-15 22:53,False
6367.T,DAIKIN INDUSTRIES,JP,25370.0,1.38,3.34,1.01,1549040,1534910,-1.59,新高値圏,1,2026-05-15 22:53,True
4385.T,MERCARI INC,JP,4173.0,-0.48,3.24,1.67,3389080,2035265,-0.52,新高値圏,1,2026-05-15 22:53,True
6971.T,KYOCERA CORP,JP,2884.0,-1.74,2.47,1.03,5567400,5426680,-1.74,新高値圏,1,2026-05-15 22:53,False
AAPL,Apple Inc.,US,300.2300109863281,0.68,2.45,0.95,46136004,48390821,0.0,新高値圏,1,2026-05-15 22:53,True
AMAT,"Applied Materials, Inc.",US,436.6199951171875,-0.89,0.27,1.46,10632215,7275803,-1.58,新高値圏,1,2026-05-15 22:53,True
EA,Electronic Arts Inc.,US,200.63999938964844,-0.07,0.1,1.09,1851048,1702197,-1.72,新高値圏,1,2026-05-15 22:53,True
6098.T,RECRUIT HOLDINGS CO LTD,JP,7825.0,0.58,0.04,0.95,5725640,6037815,-1.61,新高値圏,1,2026-05-15 22:53,True
6503.T,MITSUBISHI ELECTRIC CORP,JP,6416.0,-0.31,-0.68,0.96,6663640,6955775,-0.8,新高値圏,1,2026-05-15 22:53,False
GOOGL,Alphabet Inc.,US,396.7799987792969,-1.07,-1.0,0.91,25245633,27740453,-1.45,新高値圏,1,2026-05-15 22:53,True
ORCL,Oracle Corporation,US,192.9499969482422,-1.36,-1.53,0.72,18591814,25928983,-1.53,新高値圏,1,2026-05-15 22:53,True
