ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
UNH,UnitedHealth Group Incorporated,US,407.4599914550781,-1.34,8.08,1.27,9117068,7183147,-1.34,新高値圏,1,2026-06-10 23:23,False
2801.T,KIKKOMAN CORP,JP,1598.5,2.96,8.04,1.27,5896920,4645420,0.0,新高値圏,1,2026-06-10 23:24,True
2413.T,M3 INC,JP,1651.0,1.41,7.31,0.74,5154220,6942040,-1.76,新高値圏,1,2026-06-10 23:24,True
JNJ,Johnson & Johnson,US,238.49000549316406,0.63,6.83,0.98,7635558,7821084,-1.87,新高値圏,1,2026-06-10 23:24,False
LLY,Eli Lilly and Company,US,1136.3699951171875,-0.73,5.34,1.19,3836834,3237628,-1.11,新高値圏,1,2026-06-10 23:24,True
6098.T,RECRUIT HOLDINGS CO LTD,JP,11380.0,1.74,4.21,0.58,4463080,7680210,0.0,新高値圏,1,2026-06-10 23:24,True
ABBV,AbbVie Inc.,US,224.9499969482422,-0.21,3.6,0.98,5267444,5380746,-1.0,新高値圏,1,2026-06-10 23:23,True
9433.T,KDDI CORPORATION,JP,2752.0,1.14,1.68,0.82,7966740,9733375,-1.01,新高値圏,1,2026-06-10 23:24,True
8306.T,MITSUBISHI UFJ FINANCIAL GROUP ,JP,3183.0,0.09,1.47,1.08,50620960,46668275,-1.12,新高値圏,1,2026-06-10 23:24,True
8316.T,SUMITOMO MITSUI FINANCIAL GROUP,JP,6227.0,0.73,1.28,1.04,16003820,15391475,-0.05,新高値圏,1,2026-06-10 23:24,True
KLAC,KLA Corporation,US,2135.639892578125,-0.17,0.5,1.33,1416688,1063407,-0.17,新高値圏,1,2026-06-10 23:23,True
EA,Electronic Arts Inc.,US,203.1999969482422,0.36,0.28,1.0,1913269,1919807,-0.38,新高値圏,1,2026-06-10 23:24,True
8411.T,MIZUHO FINANCIAL GROUP,JP,7614.0,-0.99,-0.25,0.88,10796060,12255115,-1.32,新高値圏,1,2026-06-10 23:24,True
AMAT,"Applied Materials, Inc.",US,497.010009765625,-0.44,-0.75,1.18,10289483,8723485,-0.93,新高値圏,1,2026-06-10 23:23,True
