ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
6098.T,RECRUIT HOLDINGS CO LTD,JP,9122.0,16.58,18.47,1.34,9274480,6914540,0.0,5日急騰 +18.5% / 単日急騰 +16.6% / 新高値圏,3,2026-05-18 23:00,True
285A.T,KIOXIA HOLDINGS CORPORATION,JP,51450.0,15.75,11.99,0.95,28971140,30617345,0.0,5日急騰 +12.0% / 単日急騰 +15.7% / 新高値圏,3,2026-05-18 23:00,False
RBLX,Roblox Corporation,US,46.97999954223633,9.64,13.73,0.83,11988755,14461438,-34.2,5日急騰 +13.7% / 単日急騰 +9.6%,2,2026-05-18 22:59,True
NOW,"ServiceNow, Inc.",US,103.41999816894531,8.78,13.04,1.04,30939947,29848411,-16.82,5日急騰 +13.0% / 単日急騰 +8.8%,2,2026-05-18 23:00,True
RKLB,Rocket Lab Corporation,US,131.16000366210938,5.12,11.77,1.06,28122963,26531545,-1.05,5日急騰 +11.8% / 新高値圏,2,2026-05-18 23:00,True
ENPH,"Enphase Energy, Inc.",US,49.689998626708984,-6.05,31.98,1.51,12970036,8585179,-6.05,5日急騰 +32.0%,1,2026-05-18 23:00,True
MDB,"MongoDB, Inc.",US,330.0,5.72,12.0,1.19,1892932,1593273,-7.27,5日急騰 +12.0%,1,2026-05-18 23:00,True
TTWO,"Take-Two Interactive Software, ",US,242.16000366210938,-0.12,9.34,1.36,2268542,1666645,-0.12,新高値圏,1,2026-05-18 22:59,True
8766.T,TOKIO MARINE HOLDINGS INC,JP,7627.0,0.78,6.67,0.95,5615660,5919585,-1.54,新高値圏,1,2026-05-18 23:00,True
6758.T,SONY GROUP CORPORATION,JP,3596.0,0.56,6.64,1.4,36927440,26352995,-1.75,新高値圏,1,2026-05-18 23:00,True
7752.T,RICOH CO,JP,1443.0,1.51,6.14,1.2,3281700,2730895,-1.05,新高値圏,1,2026-05-18 23:00,False
8306.T,MITSUBISHI UFJ FINANCIAL GROUP ,JP,2995.0,2.25,4.85,1.12,42379660,37875065,0.0,新高値圏,1,2026-05-18 23:00,True
DDOG,"Datadog, Inc.",US,208.82000732421875,0.4,3.21,0.75,5006609,6688662,0.0,新高値圏,1,2026-05-18 23:00,True
V,Visa Inc.,US,332.6400146484375,2.12,2.92,0.81,5970469,7404072,-0.46,新高値圏,1,2026-05-18 22:59,True
2914.T,JAPAN TOBACCO INC,JP,6343.0,0.67,2.9,0.9,3807160,4252715,0.0,新高値圏,1,2026-05-18 23:00,True
GOOGL,Alphabet Inc.,US,396.94000244140625,0.04,2.14,0.87,24359010,28117272,-1.41,新高値圏,1,2026-05-18 22:59,True
AAPL,Apple Inc.,US,297.8399963378906,-0.8,1.76,0.92,44558408,48279277,-0.8,新高値圏,1,2026-05-18 23:00,True
6526.T,SOCIONEXT INC,JP,2391.5,-1.42,0.48,1.05,11111300,10547025,-1.42,新高値圏,1,2026-05-18 23:00,True
6752.T,PANASONIC HOLDINGS CORP,JP,3348.0,1.67,0.42,1.16,12459420,10773500,-1.67,新高値圏,1,2026-05-18 23:00,False
EA,Electronic Arts Inc.,US,201.0500030517578,0.2,0.41,1.05,1835368,1748252,-1.52,新高値圏,1,2026-05-18 23:00,True
6503.T,MITSUBISHI ELECTRIC CORP,JP,6350.0,-1.03,-1.5,0.94,6579420,7034530,-1.82,新高値圏,1,2026-05-18 23:00,False
