ticker,name,sector,market,price,change_pct,volume,vol_avg_20d,vol_ratio,vol_5d,high_52w,low_52w,pos_52w_pct,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position,cross_signal,pe_ratio,peg_ratio,market_cap,revenue_growth_pct,dividend_yield_pct,target_price,upside_pct,fetch_time,price_5y_ago,price_3y_ago,price_1y_ago,change_5y_pct,change_3y_pct,change_1y_pct,high_1y,high_1y_date,low_1y,low_1y_date
NVDA,NVIDIA,半導体/AI,US,175.2,-0.25,142336713,199406295,0.71,"156683100,170968500,241323500,182836300,142336713",207.02,94.29,71.8,181.44,184.21,178.76,39.3,-2.4636,-1.603,-0.8605,191.18,171.69,18.0,なし,35.76,,4258235940864.0,73.2,2.0,268.22195,53.1,2026-03-24T22:29:18.549253,12.5,26.76,121.38,1301.2,554.8,44.3,212.17,2025-10-29,86.6,2025-04-07
AMD,AMD,半導体/AI,US,205.37,1.33,26311636,32525471,0.81,"28569100,32245300,37265100,31857800,26311636",264.33,78.21,68.3,200.36,214.45,193.84,53.1,-2.3093,-3.8584,1.5491,210.15,190.56,75.6,なし,78.69,,334837481472.0,34.1,,289.6087,41.0,2026-03-24T22:29:18.891932,76.22,97.95,113.85,169.4,109.7,80.4,267.08,2025-10-29,76.48,2025-04-08
AVGO,Broadcom,半導体/AI,US,318.29,-1.31,19731270,30474023,0.65,"25460600,23524800,43325900,27369200,19731270",412.18,145.42,64.8,325.42,329.69,325.14,50.4,-3.5104,-2.3945,-1.1159,345.55,305.28,32.3,なし,62.04,,1509099962368.0,16.4,81.0,472.00763,48.3,2026-03-24T22:29:19.430228,41.86,61.26,190.11,660.4,419.5,67.4,413.82,2025-12-10,137.28,2025-04-07
MRVL,Marvell Technology,半導体,US,92.36,2.44,13650371,22332073,0.61,"16096700,13388800,25570400,14126700,13650371",110.67,49.27,70.2,86.27,82.52,80.5,67.2,2.5496,2.2272,0.3224,97.72,74.83,76.6,なし,30.08,,80764960768.0,22.1,27.0,120.50163,30.5,2026-03-24T22:29:19.892046,43.86,40.62,72.52,110.6,127.4,27.4,102.7,2025-12-04,46.93,2025-04-07
LRCX,Lam Research,半導体製造装置,US,238.84,2.37,7356031,11201541,0.66,"12478800,10101900,26176400,9506200,7356031",249.18,58.66,94.6,223.92,227.0,153.53,58.2,1.7886,-0.1942,1.9828,248.23,199.61,80.7,なし,48.94,,299990188032.0,22.1,45.0,274.90323,15.1,2026-03-24T22:29:20.435622,51.96,48.77,77.42,359.7,389.7,208.5,256.37,2026-02-25,55.91,2025-04-07
KLAC,KLA Corporation,半導体検査装置,US,1566.19,3.62,781902,1069130,0.73,"883000,999700,2188400,1173800,781902",1682.52,572.19,89.5,1474.33,1475.99,1150.68,59.2,16.4932,6.475,10.0183,1583.86,1364.81,91.9,なし,45.65,,205785350144.0,7.2,50.0,1676.3667,7.0,2026-03-24T22:29:20.929959,284.11,364.9,722.25,451.3,329.2,116.8,1691.15,2026-01-29,547.18,2025-04-07
AMAT,Applied Materials,半導体製造装置,US,373.99,3.37,6392457,7181892,0.89,"5170500,6459700,17587900,6490700,6392457",394.95,125.82,92.2,355.42,341.48,242.25,57.0,5.1927,4.3639,0.8288,387.89,322.95,78.6,なし,38.44,,296802156544.0,-2.1,59.0,410.625,9.8,2026-03-24T22:29:21.415749,114.72,116.48,153.58,226.0,221.1,143.5,395.95,2026-02-25,122.64,2025-04-07
CDNS,Cadence Design,半導体EDA,US,284.32,-2.8,2752091,2522339,1.09,"1666900,1574100,3349200,3531700,2752091",373.37,231.64,37.2,294.71,298.44,322.66,31.1,-3.1026,-2.4654,-0.6373,307.4,282.01,9.1,なし,69.86,,78436917248.0,6.2,,371.67776,30.7,2026-03-24T22:29:21.726667,125.67,204.48,267.15,126.2,39.0,6.4,376.45,2025-07-31,221.56,2025-04-07
SNPS,Synopsys,半導体EDA,US,415.62,-3.9,1927912,2408960,0.8,"1498700,1475100,4137000,2511900,1927912",645.35,380.9,13.1,428.18,451.22,490.11,42.0,-5.9607,-6.649,0.6883,446.91,409.44,16.5,なし,63.65,,79617007616.0,65.5,,537.75,29.4,2026-03-24T22:29:22.227175,231.67,376.56,457.77,79.4,10.4,-9.2,651.73,2025-07-30,365.74,2025-04-07
TSM,TSMC,半導体ファウンドリ,US,343.25,1.42,9424187,13950764,0.68,"12632600,15411600,17424200,15857200,9424187",386.64,139.64,82.4,349.92,347.28,284.58,43.1,-3.7607,-1.9912,-1.7695,380.55,319.29,39.1,なし,33.04,,1780267745280.0,20.5,104.0,430.65167,25.5,2026-03-24T22:29:22.739863,101.66,88.77,178.94,237.6,286.7,91.8,389.11,2026-02-25,132.61,2025-04-07
