ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
LCID,"Lucid Group, Inc.",US,7.320000171661377,2.95,58.44,1.37,36715102,26762290,-0.54,5日急騰 +58.4% / 新高値圏,2,2026-07-21 22:54,True
PYPL,"PayPal Holdings, Inc.",US,55.849998474121094,-1.71,17.9,1.8,36228868,20180672,-1.71,5日急騰 +17.9% / 新高値圏,2,2026-07-21 22:54,True
4911.T,SHISEIDO COMPANY LIMITED,JP,3213.0,5.0,14.75,1.37,4468660,3266120,-4.02,5日急騰 +14.7%,1,2026-07-21 22:54,False
SWKS,"Skyworks Solutions, Inc.",US,62.95000076293945,5.27,11.26,0.93,5124487,5488056,-24.54,5日急騰 +11.3%,1,2026-07-21 22:54,False
COIN,"Coinbase Global, Inc.",US,175.85000610351562,9.61,8.89,1.04,7931211,7647697,-18.81,単日急騰 +9.6%,1,2026-07-21 22:53,True
BMY,Bristol-Myers Squibb Company,US,60.93000030517578,1.28,6.99,0.87,10568231,12081837,0.0,新高値圏,1,2026-07-21 22:54,False
ABBV,AbbVie Inc.,US,256.1000061035156,1.07,5.37,0.59,5289020,9000180,-1.21,新高値圏,1,2026-07-21 22:54,True
2914.T,JAPAN TOBACCO INC,JP,6425.0,1.23,5.31,1.01,4946020,4908300,0.0,新高値圏,1,2026-07-21 22:54,True
6098.T,RECRUIT HOLDINGS CO LTD,JP,12920.0,0.78,4.62,0.94,3746100,4000260,0.0,新高値圏,1,2026-07-21 22:54,True
7751.T,CANON INC,JP,4500.0,0.76,4.36,1.03,3943320,3817705,0.0,新高値圏,1,2026-07-21 22:54,False
AAPL,Apple Inc.,US,327.739990234375,0.35,4.09,0.86,56320786,65589251,-1.8,新高値圏,1,2026-07-21 22:54,True
6902.T,DENSO CORP,JP,1992.5,1.45,3.48,0.88,6470440,7323725,0.0,新高値圏,1,2026-07-21 22:54,False
8766.T,TOKIO MARINE HOLDINGS INC,JP,7874.0,4.62,3.43,0.77,4400920,5702130,-0.94,新高値圏,1,2026-07-21 22:54,True
4661.T,ORIENTAL LAND CO,JP,2735.0,0.2,3.21,1.36,7963540,5876205,-0.36,新高値圏,1,2026-07-21 22:54,True
ARM,Arm Holdings plc,US,289.7300109863281,7.46,3.04,0.94,6440563,6882325,-34.07,単日急騰 +7.5%,1,2026-07-21 22:54,True
3382.T,SEVEN & I HOLDINGS CO LTD,JP,2074.0,-0.29,3.03,1.16,9510480,8171035,-0.43,新高値圏,1,2026-07-21 22:54,False
9005.T,TOKYU CORP,JP,1763.5,-0.48,2.98,0.97,2263980,2337460,-0.48,新高値圏,1,2026-07-21 22:54,True
6857.T,ADVANTEST CORP,JP,29630.0,7.73,2.81,1.12,9890540,8857300,-17.47,単日急騰 +7.7%,1,2026-07-21 22:54,True
UNH,UnitedHealth Group Incorporated,US,436.3500061035156,3.51,2.62,1.28,7914341,6198695,0.0,新高値圏,1,2026-07-21 22:54,False
9433.T,KDDI CORPORATION,JP,2881.5,0.47,2.56,0.91,7975220,8776740,0.0,新高値圏,1,2026-07-21 22:54,True
7752.T,RICOH CO,JP,1529.5,1.9,2.03,1.31,2909820,2223505,-0.2,新高値圏,1,2026-07-21 22:54,False
2413.T,M3 INC,JP,1907.5,-0.6,1.76,1.08,3876280,3583805,-1.93,新高値圏,1,2026-07-21 22:54,True
EA,Electronic Arts Inc.,US,209.0399932861328,-0.12,1.16,1.38,2966820,2143665,-0.12,新高値圏,1,2026-07-21 22:53,True
XYZ,"Block, Inc.",US,80.37999725341797,1.37,0.49,0.98,5365408,5470142,-1.75,新高値圏,1,2026-07-21 22:53,True
AMD,"Advanced Micro Devices, Inc.",US,544.4299926757812,8.11,-0.68,0.97,27539690,28359617,-6.28,単日急騰 +8.1%,1,2026-07-21 22:54,True
MU,"Micron Technology, Inc.",US,970.8200073242188,12.17,-1.25,0.97,50035974,51755613,-19.99,単日急騰 +12.2%,1,2026-07-21 22:54,True
INTC,Intel Corporation,US,105.44999694824219,8.64,-2.14,1.01,109394218,108162579,-25.18,単日急騰 +8.6%,1,2026-07-21 22:54,True
RGTI,"Rigetti Computing, Inc.",US,15.279999732971191,7.23,-5.15,0.84,20839770,24805612,-43.47,単日急騰 +7.2%,1,2026-07-21 22:54,True
AMAT,"Applied Materials, Inc.",US,564.5499877929688,7.39,-5.23,0.7,8206205,11684021,-21.92,単日急騰 +7.4%,1,2026-07-21 22:53,True
6526.T,SOCIONEXT INC,JP,2472.5,9.11,-7.64,0.89,8960860,10054705,-18.13,単日急騰 +9.1%,1,2026-07-21 22:54,True
SMCI,"Super Micro Computer, Inc.",US,25.5,7.01,-7.78,0.72,29123185,40299521,-49.17,単日急騰 +7.0%,1,2026-07-21 22:54,True
285A.T,KIOXIA HOLDINGS CORPORATION,JP,61060.0,17.18,-9.0,1.05,45631020,43548460,-43.83,単日急騰 +17.2%,1,2026-07-21 22:54,False
