ticker,name,sector,market,price,change_pct,volume,vol_avg_20d,vol_ratio,vol_5d,high_52w,low_52w,pos_52w_pct,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position,cross_signal,pe_ratio,peg_ratio,market_cap,revenue_growth_pct,dividend_yield_pct,target_price,upside_pct,fetch_time,price_5y_ago,price_3y_ago,price_1y_ago,change_5y_pct,change_3y_pct,change_1y_pct,high_1y,high_1y_date,low_1y,low_1y_date
NVDA,NVIDIA,半導体/AI,US,188.63,2.57,159395820,169598976,0.94,"107564300,132534900,147732700,116428500,159395820",207.02,94.29,83.7,177.42,182.07,180.72,68.2,0.1288,-1.6624,1.7912,188.59,166.25,100.2,なし,38.57,,4584652144640.0,73.2,2.0,268.22195,42.2,2026-04-10T22:35:49.966375,,27.14,107.54,,594.9,75.4,212.17,2025-10-29,95.02,2025-04-21
AMD,AMD,半導体/AI,US,245.04,3.55,35893173,34160863,1.05,"30786400,26483000,35496400,27126200,35893173",264.33,78.21,89.6,210.44,209.35,199.41,73.7,7.5123,2.9747,4.5377,239.73,181.15,109.1,ゴールデンクロス,94.25,,399515877376.0,34.1,,289.34784,18.1,2026-04-10T22:35:50.305667,,94.03,88.7,,160.6,176.3,267.08,2025-10-29,83.75,2025-04-21
AVGO,Broadcom,半導体/AI,US,371.55,4.69,29100641,26228932,1.11,"12111300,33310900,31573100,20514900,29100641",411.32,145.11,85.1,321.84,326.12,328.94,75.5,6.0343,-0.706,6.7403,358.85,284.84,117.2,なし,72.15,,1761620131840.0,29.5,73.0,472.51944,27.2,2026-04-10T22:35:50.708031,,59.73,170.92,,522.0,117.4,412.95,2025-12-10,160.31,2025-04-21
MRVL,Marvell Technology,半導体,US,128.49,7.14,41109666,23755333,1.73,"22700500,18965200,29455900,32718500,41109666",128.49,49.27,100.0,99.56,88.35,82.65,82.7,8.904,6.083,2.821,123.57,75.55,110.2,なし,41.85,,112359145472.0,22.1,20.0,122.37663,-4.8,2026-04-10T22:35:51.080636,,39.71,52.69,,223.6,143.8,129.84,2026-04-10,47.98,2025-04-21
LRCX,Lam Research,半導体製造装置,US,263.66,1.89,9102761,10315558,0.88,"4031200,6818400,11023000,9757800,9102761",263.66,58.66,100.0,227.09,228.07,161.72,64.7,6.0532,1.2079,4.8453,258.95,195.22,107.4,なし,54.25,,331164876800.0,22.1,40.0,278.32257,5.6,2026-04-10T22:35:51.449748,,49.3,65.95,,434.8,299.8,268.23,2026-04-10,60.7,2025-04-21
KLAC,KLA Corporation,半導体検査装置,US,1737.28,0.58,686278,950823,0.72,"411800,527300,1020100,939500,686278",1737.28,572.19,100.0,1523.2,1483.12,1191.92,69.5,53.408,25.8862,27.5218,1712.03,1334.37,106.7,なし,50.55,,228265279488.0,7.2,44.0,1681.3667,-3.2,2026-04-10T22:35:51.835630,,367.66,651.82,,372.5,166.5,1759.96,2026-04-10,603.13,2025-04-21
AMAT,Applied Materials,半導体製造装置,US,399.49,0.42,6396301,6404125,1.0,"2505500,4024800,7628500,5373600,6396301",399.49,125.82,100.0,357.09,350.95,253.45,63.7,9.1801,3.9263,5.2539,396.61,317.58,103.7,なし,40.97,,317039181824.0,-2.1,53.0,420.3125,5.2,2026-04-10T22:35:52.270638,,113.41,137.01,,252.3,191.6,407.29,2026-04-10,131.62,2025-04-21
CDNS,Cadence Design,半導体EDA,US,265.66,-5.46,3491444,2091412,1.67,"1173300,1275100,1913600,2209800,3491444",373.37,231.64,24.0,282.39,288.83,321.34,37.9,-4.6449,-4.4228,-0.2221,297.48,267.3,-5.4,なし,65.6,,73346621440.0,6.2,,371.67776,39.9,2026-04-10T22:35:52.601268,,213.89,254.02,,24.2,4.6,376.45,2025-07-31,247.7,2025-04-21
SNPS,Synopsys,半導体EDA,US,392.24,-3.13,1600597,1739889,0.92,"1142400,920600,1617600,1728800,1600597",645.35,380.47,4.4,408.01,423.85,484.89,37.6,-9.3413,-10.1472,0.8059,439.63,376.4,25.0,なし,60.16,,75138285568.0,65.5,,537.75,37.1,2026-04-10T22:35:52.993721,,379.4,406.89,,3.4,-3.6,651.73,2025-07-30,376.18,2025-11-18
TSM,TSMC,半導体ファウンドリ,US,370.6,1.4,13057576,13086158,1.0,"5884800,6823500,16356900,9246000,13057576",386.64,139.64,93.5,341.83,349.93,292.59,68.7,3.3502,-1.0718,4.4219,368.52,315.14,103.9,なし,35.7,,1922118713344.0,20.5,96.0,432.31833,16.7,2026-04-10T22:35:53.369674,,85.37,149.28,,334.1,148.3,389.11,2026-02-25,144.06,2025-04-21
