ticker,name,market,price,change_1d_pct,change_5d_pct,vol_ratio,vol_avg_5d,vol_avg_20d,near_high_pct,alerts,alert_count,scan_time,in_watchlist
6723.T,RENESAS ELECTRONICS CORP,JP,3750.0,7.14,16.75,1.24,23817320,19159170,0.0,5日急騰 +16.7% / 単日急騰 +7.1% / 新高値圏,3,2026-05-12 22:59,True
RKLB,Rocket Lab Corporation,US,117.55999755859375,0.18,49.26,1.56,42279641,27173090,0.0,5日急騰 +49.3% / 新高値圏,2,2026-05-12 22:59,True
DDOG,"Datadog, Inc.",US,199.94000244140625,-1.18,37.2,1.76,11717580,6655710,-1.18,5日急騰 +37.2% / 新高値圏,2,2026-05-12 22:59,True
285A.T,KIOXIA HOLDINGS CORPORATION,JP,46100.0,0.35,22.74,0.77,25820340,33512065,0.0,5日急騰 +22.7% / 新高値圏,2,2026-05-12 22:59,False
6594.T,NIDEC CORPORATION,JP,2829.0,2.87,18.02,1.34,7769080,5791535,0.0,5日急騰 +18.0% / 新高値圏,2,2026-05-12 22:59,True
6981.T,MURATA MANUFACTURING CO,JP,6078.0,1.98,17.88,1.32,17035560,12878010,0.0,5日急騰 +17.9% / 新高値圏,2,2026-05-12 22:59,False
8035.T,TOKYO ELECTRON,JP,52160.0,0.15,17.5,1.13,3837400,3382370,-0.55,5日急騰 +17.5% / 新高値圏,2,2026-05-12 22:59,True
6963.T,ROHM CO LTD,JP,3967.0,-0.82,16.75,1.45,7300600,5048105,-0.82,5日急騰 +16.7% / 新高値圏,2,2026-05-12 22:59,True
IONQ,"IonQ, Inc.",US,55.869998931884766,-1.79,16.4,1.13,45583283,40173415,-1.79,5日急騰 +16.4% / 新高値圏,2,2026-05-12 22:58,True
6954.T,FANUC CORPORATION,JP,7750.0,2.46,12.73,1.18,8891140,7561095,0.0,5日急騰 +12.7% / 新高値圏,2,2026-05-12 22:59,False
NVDA,NVIDIA Corporation,US,220.77999877929688,0.61,12.36,1.07,162339406,151885856,0.0,5日急騰 +12.4% / 新高値圏,2,2026-05-12 22:59,True
6273.T,SMC CORP,JP,84560.0,2.72,11.15,1.21,437360,361180,0.0,5日急騰 +11.1% / 新高値圏,2,2026-05-12 22:59,False
AMD,"Advanced Micro Devices, Inc.",US,448.2900085449219,-2.29,26.19,1.13,55002415,48553768,-2.29,5日急騰 +26.2%,1,2026-05-12 22:59,True
6526.T,SOCIONEXT INC,JP,2265.0,-4.83,21.84,1.41,13082760,9306480,-4.83,5日急騰 +21.8%,1,2026-05-12 22:59,True
